total_intended_units,zero_support_groups,estimable_operational,operational_min,operational_max,matched_estimable,history_comparable_changes,history_primary_unavailable,ro_direction_changes,ro_not_comparable
12,2,12,-3.0019416184370873e-05,0.03058985096517751,12,9,0,14,3
