sensitivity,variant,AOI,sensor,target_year,contrast,history_left,history_right,paired_block_n,mean_difference_RMSE,t,p,Holm_adjusted_p,significant
spatial_aggregation_order,reflectance_first,AOI-02,sentinel2,2024,2y_vs_3y,2,3,38,0.0006891251030257431,0.7212854473718006,0.475267252255166,0.950534504510332,False
spatial_aggregation_order,reflectance_first,AOI-02,sentinel2,2025,1y_vs_2y,1,2,38,-0.00039258753286677465,-2.59044413910801,0.013632548581501045,0.040897645744503136,True
spatial_aggregation_order,reflectance_first,AOI-02,sentinel2,2025,1y_vs_3y,1,3,38,0.00037005385962406704,0.60346013239299,0.549884485556058,0.6302187632845531,False
spatial_aggregation_order,reflectance_first,AOI-02,sentinel2,2025,2y_vs_3y,2,3,38,0.0007626413924908417,1.0183824011951963,0.31510938164227653,0.6302187632845531,False
spatial_aggregation_order,reflectance_first,AOI-03,landsat,2024,1y_vs_2y,1,2,35,0.006002950865166871,8.761987333487264,3.070633572218693e-10,6.141267144437386e-10,True
spatial_aggregation_order,reflectance_first,AOI-03,landsat,2024,1y_vs_3y,1,3,35,0.005608081282579282,9.399581557315253,5.558005378604979e-11,1.6674016135814937e-10,True
spatial_aggregation_order,reflectance_first,AOI-03,landsat,2024,2y_vs_3y,2,3,35,-0.0003948695825875896,-4.317625879597133,0.0001291496901803254,0.0001291496901803254,True
spatial_aggregation_order,reflectance_first,AOI-03,landsat,2025,1y_vs_2y,1,2,35,-0.002318107438566604,-4.807602411829224,3.0464537119550854e-05,6.092907423910171e-05,True
spatial_aggregation_order,reflectance_first,AOI-03,landsat,2025,1y_vs_3y,1,3,35,-0.0005461604216276275,-3.5662091861093166,0.0011003891910569112,0.0011003891910569112,True
spatial_aggregation_order,reflectance_first,AOI-03,landsat,2025,2y_vs_3y,2,3,35,0.001771947016938976,5.074612233426188,1.3747611436062338e-05,4.124283430818701e-05,True
spatial_aggregation_order,reflectance_first,AOI-03,modis,2024,1y_vs_2y,1,2,35,0.0033177105697261866,23.858129710453554,8.166954208487486e-23,2.4500862625462456e-22,True
spatial_aggregation_order,reflectance_first,AOI-03,modis,2024,1y_vs_3y,1,3,35,0.007730296271942423,20.58408665666095,8.994918314974827e-21,1.7989836629949654e-20,True
spatial_aggregation_order,reflectance_first,AOI-03,modis,2024,2y_vs_3y,2,3,35,0.0044125857022162375,18.29436599092108,3.5877483973200855e-19,3.5877483973200855e-19,True
spatial_aggregation_order,reflectance_first,AOI-03,modis,2025,1y_vs_2y,1,2,35,-0.0010823345230617136,-0.9897499627852163,0.32928812465890844,0.5245785773597539,False
spatial_aggregation_order,reflectance_first,AOI-03,modis,2025,1y_vs_3y,1,3,35,-0.0013642720315266378,-1.1399135347898643,0.26228928867987694,0.5245785773597539,False
spatial_aggregation_order,reflectance_first,AOI-03,modis,2025,2y_vs_3y,2,3,35,-0.00028193750846492404,-2.676528240401408,0.011364608273019265,0.034093824819057796,True
spatial_aggregation_order,reflectance_first,AOI-03,sentinel2,2024,1y_vs_2y,1,2,35,-8.958521925083936e-06,-0.07824584753708455,0.9380911828999027,1.0,False
spatial_aggregation_order,reflectance_first,AOI-03,sentinel2,2024,1y_vs_3y,1,3,35,-0.00020254293319602195,-0.662327635479167,0.5122261404914425,1.0,False
spatial_aggregation_order,reflectance_first,AOI-03,sentinel2,2024,2y_vs_3y,2,3,35,-0.000193584411270938,-1.002002792945052,0.32342051274429856,0.9702615382328956,False
spatial_aggregation_order,reflectance_first,AOI-03,sentinel2,2025,1y_vs_2y,1,2,35,0.00034625380046280865,1.4247040434918914,0.16335778027866482,0.2069573592638941,False
spatial_aggregation_order,reflectance_first,AOI-03,sentinel2,2025,1y_vs_3y,1,3,35,0.000415008988484687,1.673135472837304,0.10347867963194705,0.2069573592638941,False
spatial_aggregation_order,reflectance_first,AOI-03,sentinel2,2025,2y_vs_3y,2,3,35,6.875518802187829e-05,2.0915127694232485,0.04402532569903807,0.13207597709711422,False
