sensitivity,variant,experiment,AOI,sensor,train_years,target_year,window,slope,intercept,train_n,train_block_n
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-00,sentinel2,2022;2023,2025,W2022_2023,0.7205086857923343,0.10083649473366246,38486,39
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-00,sentinel2,2023;2024,2025,W2023_2024,0.6898235013732413,0.11748752459688538,36065,39
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-00,sentinel2,2022;2023;2024,2025,W2022_2024,0.6899057314693744,0.11843060781183418,54305,39
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,landsat,2022,2025,W2022,0.08549091166304094,-0.004535589059486116,19149,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,landsat,2023,2025,W2023,0.10817722338391461,-0.005619240968126002,19878,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,landsat,2024,2025,W2024,0.09936742914799072,-0.005094944074035908,19872,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,landsat,2022;2023,2025,W2022_2023,0.09624730782774661,-0.0050503206535354485,39027,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,landsat,2023;2024,2025,W2023_2024,0.10391054604338824,-0.005363296609299788,39750,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,landsat,2022;2023;2024,2025,W2022_2024,0.09685462220068826,-0.005042144662105236,58899,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,modis,2022,2025,W2022,0.09480640179746586,-0.005241970369858572,19878,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,modis,2023,2025,W2023,0.0897094291401135,-0.005035339699133171,19878,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,modis,2024,2025,W2024,0.06448205432531214,-0.0036062775396577995,19878,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,modis,2022;2023,2025,W2022_2023,0.09145777268021406,-0.005094476965883652,39756,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,modis,2023;2024,2025,W2023_2024,0.07689858882519784,-0.004312925247725995,39756,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,modis,2022;2023;2024,2025,W2022_2024,0.08137408694437652,-0.0045429163299821745,59634,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,sentinel2,2022,2025,W2022,0.06958741620471512,-0.0020349295489794517,19878,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,sentinel2,2023,2025,W2023,0.07482772635364511,-0.0024040533368408883,19729,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,sentinel2,2024,2025,W2024,0.06938952999554135,-0.0022009991700898636,19878,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,sentinel2,2022;2023,2025,W2022_2023,0.07059221266378517,-0.0021615266499519998,39607,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,sentinel2,2023;2024,2025,W2023_2024,0.07235799521171608,-0.0023107477882826476,39607,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-01,sentinel2,2022;2023;2024,2025,W2022_2024,0.07000125788176859,-0.0021687844617165673,59485,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,landsat,2022,2025,W2022,0.9705669133981684,-0.07448619312918081,15357,37
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,landsat,2023,2025,W2023,1.028743960263303,-0.0859748041331474,2686,15
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,landsat,2024,2025,W2024,1.0096618785959404,-0.08684201361887539,1542,30
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,landsat,2022;2023,2025,W2022_2023,0.9871930733906722,-0.07753735258300998,10105,15
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,landsat,2023;2024,2025,W2023_2024,1.0196603020993638,-0.08023764090644259,3407,14
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,landsat,2022;2023;2024,2025,W2022_2024,0.9840158514766824,-0.07405714267098151,10599,14
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,modis,2022,2025,W2022,1.0770483060992286,-0.1309135310154832,18558,38
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,modis,2023,2025,W2023,1.0991643454510596,-0.16737951243333016,9553,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,modis,2024,2025,W2024,1.0792496661709425,-0.13150519453536613,17909,38
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,modis,2022;2023,2025,W2022_2023,1.0610320578120123,-0.12893221423934947,27583,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,modis,2023;2024,2025,W2023_2024,1.0746511310238778,-0.13681388305902897,27078,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,modis,2022;2023;2024,2025,W2022_2024,1.0699622319341187,-0.1310297786436726,45108,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,sentinel2,2022,2025,W2022,0.8596691721666712,0.01259726969376146,18847,38
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,sentinel2,2023,2025,W2023,0.8681876939524352,0.03911976395346556,7586,37
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,sentinel2,2024,2025,W2024,0.8456852651181478,0.041134081009933154,18284,38
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,sentinel2,2022;2023,2025,W2022_2023,0.8642498987919686,0.018958040453997016,26061,37
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,sentinel2,2023;2024,2025,W2023_2024,0.8489322497382372,0.04187981729743684,25498,37
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-02,sentinel2,2022;2023;2024,2025,W2022_2024,0.8587874100842277,0.02641598042880544,43973,37
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,landsat,2022,2025,W2022,0.8758736678944793,-0.07642250632300693,16230,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,landsat,2023,2025,W2023,0.9550248396612672,-0.07333017177038215,11178,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,landsat,2024,2025,W2024,0.8816392661338747,-0.07116456543473856,15551,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,landsat,2022;2023,2025,W2022_2023,0.9130425688716752,-0.07631132132443352,27408,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,landsat,2023;2024,2025,W2023_2024,0.9078603843933202,-0.07125140272137442,26729,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,landsat,2022;2023;2024,2025,W2022_2024,0.9000774742486002,-0.07417894915472259,42959,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,modis,2022,2025,W2022,0.9835175731411916,-0.10294772735938282,18858,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,modis,2023,2025,W2023,1.0253966121147282,-0.10440612276157446,17967,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,modis,2024,2025,W2024,0.9366638829163044,-0.10702604748263059,18695,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,modis,2022;2023,2025,W2022_2023,1.0090811804972573,-0.10475661593519081,36825,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,modis,2023;2024,2025,W2023_2024,0.9601152703877346,-0.10100255971020233,36662,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,modis,2022;2023;2024,2025,W2022_2024,0.9644159785437897,-0.10087688855220564,55520,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,sentinel2,2022,2025,W2022,0.8367545536531671,-0.03646414757996527,19267,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,sentinel2,2023,2025,W2023,0.8161238797241077,-0.035143176889861544,16731,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,sentinel2,2024,2025,W2024,0.8216629959360076,-0.03074920913209006,19142,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,sentinel2,2022;2023,2025,W2022_2023,0.824572221616096,-0.03545522355919861,35998,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,sentinel2,2023;2024,2025,W2023_2024,0.8181336589070517,-0.03260249606672724,35873,35
spatial_aggregation_order,reflectance_first,multi_aoi,AOI-03,sentinel2,2022;2023;2024,2025,W2022_2024,0.8238406775859353,-0.03388481291854692,55140,35
