execution_id,experiment,AOI,sensor,train_years,target_year,processing_hash,source_manifest_hash,AOI_geometry_hash,block_manifest_hash,code_version,timestamp,rolling_id,history_length,target_n,target_block_n,RMSE,MAE,Bias,R2,Pearson_r,n,history_length_rank_by_global_RMSE,run_id
rolling_origin-f28f528a7092c8c229f2,rolling_origin,AOI-02,sentinel2,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,9ac861fd948e2b129a3e4cc00e21d44adea6f28f0b8d629d25a9593d4edc1922,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.334227+00:00,R2024-H1,1,18284,38,0.0587296483657514,0.0452364359569345,0.0112377634456201,0.883868713481342,0.942721191904112,18284,2.0,rolling_origin--AOI-02--sentinel2--R2024-H1
rolling_origin-c3ed6da7870f0686a434,rolling_origin,AOI-02,sentinel2,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,9ac861fd948e2b129a3e4cc00e21d44adea6f28f0b8d629d25a9593d4edc1922,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.362177+00:00,R2024-H2,2,18284,38,0.0587589014959688,0.0455826766544228,-0.0116709731374206,0.8837529951069995,0.942721191904113,18284,3.0,rolling_origin--AOI-02--sentinel2--R2024-H2
rolling_origin-51c3f71be4fe337f8e52,rolling_origin,AOI-02,sentinel2,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,9ac861fd948e2b129a3e4cc00e21d44adea6f28f0b8d629d25a9593d4edc1922,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.394844+00:00,R2024-H3,3,18284,38,0.0579153279391262,0.0445252958913832,0.0040280461014045,0.8870668412050655,0.9427211919041124,18284,1.0,rolling_origin--AOI-02--sentinel2--R2024-H3
rolling_origin-e8b94203b57f372b2c5c,rolling_origin,AOI-02,sentinel2,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.419869+00:00,R2025-H1,1,18534,38,0.058608124197518,0.0453224319548005,0.0053160967710665,0.881503702338176,0.9394120392862394,18534,2.0,rolling_origin--AOI-02--sentinel2--R2025-H1
rolling_origin-674b9d82e949a515febe,rolling_origin,AOI-02,sentinel2,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,9ac861fd948e2b129a3e4cc00e21d44adea6f28f0b8d629d25a9593d4edc1922,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.447297+00:00,R2025-H2,2,18534,38,0.058888992705033,0.0455779273302871,0.0078560887265058,0.8803652380953709,0.9394120392862396,18534,3.0,rolling_origin--AOI-02--sentinel2--R2025-H2
rolling_origin-6d1bcf71fe74b3fbb83e,rolling_origin,AOI-02,sentinel2,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,9ac861fd948e2b129a3e4cc00e21d44adea6f28f0b8d629d25a9593d4edc1922,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.479190+00:00,R2025-H3,3,18534,38,0.0584417571152951,0.0450129782798967,-0.0025459797177648,0.8821754830274435,0.9394120392862396,18534,1.0,rolling_origin--AOI-02--sentinel2--R2025-H3
rolling_origin-cc5a65c95b38f71ba757,rolling_origin,AOI-02,landsat,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,1afbdf5fe2c5cb53aacfdd97048cc74a2094c0a49ffac44d791da0ae62f6187c,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.545229+00:00,R2024-H1,1,1542,30,0.0611533456290388,0.0470908739790961,0.0098331695692228,0.903787324519462,0.9521390822006974,1542,3.0,rolling_origin--AOI-02--landsat--R2024-H1
rolling_origin-f77a137abeec76db39ad,rolling_origin,AOI-02,landsat,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,1afbdf5fe2c5cb53aacfdd97048cc74a2094c0a49ffac44d791da0ae62f6187c,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.565543+00:00,R2024-H2,2,1542,30,0.060486210841888,0.0468375256986809,-0.0038078728634271,0.905875083032284,0.9521390822006972,1542,1.0,rolling_origin--AOI-02--landsat--R2024-H2
rolling_origin-2e12355628e8555f00e7,rolling_origin,AOI-02,landsat,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,f2e4a77c2097a95e55eb10053c2045d5e8fc4384cc96e4aa75d8a1633e8dfcde,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.585838+00:00,R2024-H3,3,1542,30,0.0610745511105039,0.0474153578646182,-0.0082852369933093,0.9040350999234452,0.9521390822006977,1542,2.0,rolling_origin--AOI-02--landsat--R2024-H3
rolling_origin-c6c55011ffd98b3800d8,rolling_origin,AOI-02,landsat,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,792e207368a1d79debf7e74afbbe8683dc0b35312b28d62ef8007e358b4b1c9d,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.602860+00:00,R2025-H1,1,7600,36,0.0583223975344482,0.0448803572503994,0.0142643074248919,0.8546318277236518,0.9296188720290796,7600,2.0,rolling_origin--AOI-02--landsat--R2025-H1
rolling_origin-1fe64155ecb32d82e960,rolling_origin,AOI-02,landsat,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.623458+00:00,R2025-H2,2,7600,36,0.0621950237358768,0.0484491098669703,0.0256027326580251,0.8346859109573713,0.9296188720290792,7600,3.0,rolling_origin--AOI-02--landsat--R2025-H2
rolling_origin-177fbfecb3e1b9be89e7,rolling_origin,AOI-02,landsat,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.646889+00:00,R2025-H3,3,7600,36,0.0574005936432642,0.0441981409076883,0.0107458090365366,0.8591906932319451,0.9296188720290786,7600,1.0,rolling_origin--AOI-02--landsat--R2025-H3
rolling_origin-6a4e6fccd266bd0df382,rolling_origin,AOI-02,modis,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.713166+00:00,R2024-H1,1,17909,38,0.049872856781714,0.0394415761883569,-0.0232298738023544,0.9179810397874636,0.9675042317774885,17909,3.0,rolling_origin--AOI-02--modis--R2024-H1
rolling_origin-404b0a473c16dabca52e,rolling_origin,AOI-02,modis,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.741807+00:00,R2024-H2,2,17909,38,0.0449361517040894,0.0345248111583777,-0.0084580682346764,0.9334148286659733,0.9674628316087888,17909,2.0,rolling_origin--AOI-02--modis--R2024-H2
rolling_origin-563dc112a5fc286e1453,rolling_origin,AOI-02,modis,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,0640ff84eba160d873e28e20c3326bedb1df4014a170e847a4aa5ee90af16715,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.772892+00:00,R2024-H3,3,17909,38,0.0446627519934967,0.0341955887552407,-0.0073047437276721,0.934222596423002,0.967466095690737,17909,1.0,rolling_origin--AOI-02--modis--R2024-H3
rolling_origin-d5f3af73dedc6eeed665,rolling_origin,AOI-02,modis,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.797353+00:00,R2025-H1,1,16568,38,0.0546623987120001,0.0429658917080637,0.0263947415740085,0.8944854294225392,0.9587673277944574,16568,3.0,rolling_origin--AOI-02--modis--R2025-H1
rolling_origin-fd246409c7e4347a363d,rolling_origin,AOI-02,modis,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.824839+00:00,R2025-H2,2,16568,38,0.0512937233724461,0.0398099263374938,0.0184934461396666,0.9070897742762098,0.9587698393509936,16568,1.0,rolling_origin--AOI-02--modis--R2025-H2
rolling_origin-22ee2af6f7259b9c6301,rolling_origin,AOI-02,modis,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.856709+00:00,R2025-H3,3,16568,38,0.0523618717323295,0.0408374155591161,0.0213064041491022,0.9031799306167724,0.9587677386349794,16568,2.0,rolling_origin--AOI-02--modis--R2025-H3
rolling_origin-253cc491af15bb427748,rolling_origin,AOI-03,sentinel2,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.928011+00:00,R2024-H1,1,19142,35,0.0353193996234276,0.0244135656727818,-0.0043802517436222,0.8801161167581693,0.939127296858138,19142,3.0,rolling_origin--AOI-03--sentinel2--R2024-H1
rolling_origin-4710e93e99a0188a0b5e,rolling_origin,AOI-03,sentinel2,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.955069+00:00,R2024-H2,2,19142,35,0.035207663709435,0.0244164973702483,-0.0033048460932213,0.8808734425774315,0.939126439540895,19142,2.0,rolling_origin--AOI-03--sentinel2--R2024-H2
rolling_origin-5ca01bd18ab3bdfcd5e5,rolling_origin,AOI-03,sentinel2,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.986352+00:00,R2024-H3,3,19142,35,0.0350710555016656,0.0246350249901981,-0.0007321357853781,0.8817960879513906,0.9391108966641069,19142,1.0,rolling_origin--AOI-03--sentinel2--R2024-H3
rolling_origin-31ce3d7c223e62990bf2,rolling_origin,AOI-03,sentinel2,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.011289+00:00,R2025-H1,1,18857,35,0.0396204938215159,0.0280512763482519,0.000467160031258,0.848506318916378,0.9220066543467396,18857,2.0,rolling_origin--AOI-03--sentinel2--R2025-H1
rolling_origin-babee2d575fc1b38cb83,rolling_origin,AOI-03,sentinel2,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.038386+00:00,R2025-H2,2,18857,35,0.0396456664646305,0.0275690781412779,-0.0015974424581981,0.848313756560833,0.9220492995359216,18857,3.0,rolling_origin--AOI-03--sentinel2--R2025-H2
rolling_origin-7d204c6c091e0b25aa5b,rolling_origin,AOI-03,sentinel2,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.069194+00:00,R2025-H3,3,18857,35,0.0396014265935821,0.0274754728898516,-0.0018325935137303,0.8486520954685244,0.9220716518121864,18857,1.0,rolling_origin--AOI-03--sentinel2--R2025-H3
rolling_origin-6f79cbaa32772998b90e,rolling_origin,AOI-03,landsat,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.136235+00:00,R2024-H1,1,15551,35,0.0366725052882726,0.0282609086857787,0.0165063021402088,0.869128948413187,0.9498769568720912,15551,3.0,rolling_origin--AOI-03--landsat--R2024-H1
rolling_origin-caecf3e3f224912c4fc5,rolling_origin,AOI-03,landsat,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.161081+00:00,R2024-H2,2,15551,35,0.0319525535468433,0.0224379337886115,0.0026966815618511,0.9006486952354196,0.9499401959596184,15551,1.0,rolling_origin--AOI-03--landsat--R2024-H2
rolling_origin-51d3182182bbcd8434be,rolling_origin,AOI-03,landsat,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,d73bd7af84286421b3c3b68cdb7fc0ea151d5a4c7c6def3ab29e3691e25de5cf,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.186892+00:00,R2024-H3,3,15551,35,0.032286193805708,0.0230287725629157,0.0048811637618847,0.8985630619681374,0.9499259361101392,15551,2.0,rolling_origin--AOI-03--landsat--R2024-H3
rolling_origin-95522d5c9e1b65ae6fba,rolling_origin,AOI-03,landsat,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.209401+00:00,R2025-H1,1,14402,35,0.0359616853412303,0.0269413358242545,0.0069854839562236,0.8734938483724931,0.937162382311951,14402,1.0,rolling_origin--AOI-03--landsat--R2025-H1
rolling_origin-85e1e4abade5d32e86e3,rolling_origin,AOI-03,landsat,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.234520+00:00,R2025-H2,2,14402,35,0.0377143325023685,0.0290402647099493,0.0130339957803673,0.8608624274020508,0.9371285156581728,14402,3.0,rolling_origin--AOI-03--landsat--R2025-H2
rolling_origin-9266ef7b7907088729d3,rolling_origin,AOI-03,landsat,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.262872+00:00,R2025-H3,3,14402,35,0.0362452988639407,0.0272316890806303,0.0081913691134555,0.8714905865617243,0.9372000064427638,14402,2.0,rolling_origin--AOI-03--landsat--R2025-H3
rolling_origin-3dce9afab7106b68bf53,rolling_origin,AOI-03,modis,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.331994+00:00,R2024-H1,1,18695,35,0.0427329920442357,0.0315311902783698,0.0268745234390924,0.82176800058503,0.9483223753441992,18695,3.0,rolling_origin--AOI-03--modis--R2024-H1
rolling_origin-749df0b357c7787de2df,rolling_origin,AOI-03,modis,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.359360+00:00,R2024-H2,2,18695,35,0.0395801959735031,0.0285807083771182,0.0221292809798705,0.8470973700081356,0.9483802543195892,18695,2.0,rolling_origin--AOI-03--modis--R2024-H2
rolling_origin-58c32fd9c190107902a9,rolling_origin,AOI-03,modis,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.390077+00:00,R2024-H3,3,18695,35,0.0354744335434868,0.0249774686717089,0.0143644467001076,0.8771740833792643,0.9485517540946948,18695,1.0,rolling_origin--AOI-03--modis--R2024-H3
rolling_origin-569288644b00ccdc4f86,rolling_origin,AOI-03,modis,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.414926+00:00,R2025-H1,1,17860,35,0.0282901187305938,0.0203832113381556,-0.0042599772311234,0.924268492688769,0.966580831796315,17860,1.0,rolling_origin--AOI-03--modis--R2025-H1
rolling_origin-49c561146ab50a2c3c62,rolling_origin,AOI-03,modis,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.442657+00:00,R2025-H2,2,17860,35,0.028398861421267,0.0222703197668772,0.0073514756587782,0.9236851741498808,0.966036931690068,17860,2.0,rolling_origin--AOI-03--modis--R2025-H2
rolling_origin-9c232a91b03a332ad036,rolling_origin,AOI-03,modis,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.474035+00:00,R2025-H3,3,17860,35,0.028648816881596,0.0226350389550225,0.0085465202001805,0.9223358768123576,0.9660086616446903,17860,3.0,rolling_origin--AOI-03--modis--R2025-H3
