execution_id,experiment,AOI,sensor,train_years,target_year,processing_hash,source_manifest_hash,AOI_geometry_hash,block_manifest_hash,code_version,timestamp,rolling_id,history_length,target_n,target_block_n,RMSE,MAE,Bias,R2,Pearson_r,n,history_length_rank_by_global_RMSE,run_id
rolling_origin-ffc88af5bfa3b14e1e8c,rolling_origin,AOI-01,sentinel2,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:46.735416+00:00,R2024-H3,3,19878,35,0.0012558276218619,0.0003945561781271,0.0001318545960316,0.3635034622502969,0.7195757572646169,19878,1.0,rolling_origin--AOI-01--sentinel2--R2024-H3
rolling_origin-b6c52692cf48be1ae45e,rolling_origin,AOI-01,sentinel2,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:46.761755+00:00,R2025-H1,1,19878,35,0.0013951338201383,0.0003259507115386,-0.0002328025825148,0.3590953121375849,0.8470703341120515,19878,3.0,rolling_origin--AOI-01--sentinel2--R2025-H1
rolling_origin-f5bd6d07f7976de0dbbf,rolling_origin,AOI-01,sentinel2,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:46.790269+00:00,R2025-H2,2,19878,35,0.0013658898120329,0.000320746589372,-0.0002287273757756,0.3856822753170371,0.8475791954719489,19878,2.0,rolling_origin--AOI-01--sentinel2--R2025-H2
rolling_origin-cd3a82bce60aaa0c1512,rolling_origin,AOI-01,sentinel2,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:46.822916+00:00,R2025-H3,3,19878,35,0.0013568861977573,0.0003287746715037,-0.0002134852983773,0.3937544492492609,0.8460051752069516,19878,1.0,rolling_origin--AOI-01--sentinel2--R2025-H3
rolling_origin-dcae383708c42d8c5e33,rolling_origin,AOI-01,landsat,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:46.892953+00:00,R2024-H1,1,19872,35,0.0011672634524432,0.000433293938395,0.0002254226880718,0.4502763445266329,0.7349565179115117,19872,1.0,rolling_origin--AOI-01--landsat--R2024-H1
rolling_origin-bde86f10613872b2c966,rolling_origin,AOI-01,landsat,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:46.921512+00:00,R2024-H2,2,19872,35,0.0011817737260908,0.0003813881692805,0.0001546346218398,0.4365241456741199,0.7452122277692741,19872,3.0,rolling_origin--AOI-01--landsat--R2024-H2
rolling_origin-0229cb90eed163fe1754,rolling_origin,AOI-01,landsat,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:46.953310+00:00,R2024-H3,3,19872,35,0.0011809444966472,0.0003591872555819,0.0001280057962282,0.4373146300589745,0.7532417502327515,19872,2.0,rolling_origin--AOI-01--landsat--R2024-H3
rolling_origin-8dba7896042634100b38,rolling_origin,AOI-01,landsat,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:46.979362+00:00,R2025-H1,1,14738,35,0.0013752216480642,0.0006170496079467,0.0001349960854972,0.3524528514911028,0.6404183852649107,14738,3.0,rolling_origin--AOI-01--landsat--R2025-H1
rolling_origin-ba6abeab42dffea2ea57,rolling_origin,AOI-01,landsat,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.007954+00:00,R2025-H2,2,14738,35,0.0013650952252453,0.000609735217302,0.0001351132243413,0.3619541472415132,0.6447416215787831,14738,1.0,rolling_origin--AOI-01--landsat--R2025-H2
rolling_origin-5432cebe5b4fb27e3d62,rolling_origin,AOI-01,landsat,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.039428+00:00,R2025-H3,3,14738,35,0.0013724223382514,0.0005738149403587,7.480297583573888e-05,0.3550863763471589,0.6505171709492424,14738,2.0,rolling_origin--AOI-01--landsat--R2025-H3
rolling_origin-e1502f87eb93875bfe49,rolling_origin,AOI-01,modis,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.111429+00:00,R2024-H1,1,19878,35,0.0013786732482322,0.0004609123575446,0.0002006826151935,0.2328881693017269,0.5602291444857145,19878,2.0,rolling_origin--AOI-01--modis--R2024-H1
rolling_origin-9eccf2ccb8bb98c8fe91,rolling_origin,AOI-01,modis,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.141017+00:00,R2024-H2,2,19878,35,0.0013800483780977,0.0004921620121813,0.0002387746811696,0.2313571256356295,0.5529276202179613,19878,3.0,rolling_origin--AOI-01--modis--R2024-H2
rolling_origin-c6c133b2a6ed266271a7,rolling_origin,AOI-01,modis,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.174108+00:00,R2024-H3,3,19878,35,0.0013713851121106,0.0004408871812431,0.0001798392207932,0.2409771606170251,0.5712188417264286,19878,1.0,rolling_origin--AOI-01--modis--R2024-H3
rolling_origin-1edf8a914ae58a0804f2,rolling_origin,AOI-01,modis,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.201048+00:00,R2025-H1,1,19878,35,0.0015301914218663,0.0004728336436292,-7.073827276235444e-05,0.2290020191971791,0.6684975744159392,19878,3.0,rolling_origin--AOI-01--modis--R2025-H1
rolling_origin-bc599ffbebeb4084ffac,rolling_origin,AOI-01,modis,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.230341+00:00,R2025-H2,2,19878,35,0.0014734826564928,0.0004930812955601,-1.0024037016673304e-05,0.2850893423852669,0.6778159407140044,19878,2.0,rolling_origin--AOI-01--modis--R2025-H2
rolling_origin-75eccc56a024e5e0f497,rolling_origin,AOI-01,modis,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.263220+00:00,R2025-H3,3,19878,35,0.0014507230444003,0.0005119764291834,2.9472812236953387e-05,0.3070039899124258,0.6763311041706928,19878,1.0,rolling_origin--AOI-01--modis--R2025-H3
