run_id,experiment_family,aoi,sensor,unit,training_years,evaluation_year,execution_status,task_id,start_timestamp,completion_timestamp,validation_status,design_hash,processing_hash
multi_aoi--AOI-03--landsat--W2022_2023,multi_aoi,AOI-03,landsat,W2022_2023,2022;2023,2025,COMPLETED,local-runner:20_run_multi_aoi_experiment.py,2026-08-11T15:27:25.823061+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
multi_aoi--AOI-03--landsat--W2023_2024,multi_aoi,AOI-03,landsat,W2023_2024,2023;2024,2025,COMPLETED,local-runner:20_run_multi_aoi_experiment.py,2026-08-11T15:27:25.926623+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
multi_aoi--AOI-03--landsat--W2022_2024,multi_aoi,AOI-03,landsat,W2022_2024,2022;2023;2024,2025,COMPLETED,local-runner:20_run_multi_aoi_experiment.py,2026-08-11T15:27:26.038256+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
multi_aoi--AOI-03--modis--W2022,multi_aoi,AOI-03,modis,W2022,2022,2025,COMPLETED,local-runner:20_run_multi_aoi_experiment.py,2026-08-11T15:27:26.213434+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
multi_aoi--AOI-03--modis--W2023,multi_aoi,AOI-03,modis,W2023,2023,2025,COMPLETED,local-runner:20_run_multi_aoi_experiment.py,2026-08-11T15:27:26.278639+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
multi_aoi--AOI-03--modis--W2024,multi_aoi,AOI-03,modis,W2024,2024,2025,COMPLETED,local-runner:20_run_multi_aoi_experiment.py,2026-08-11T15:27:26.343333+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
multi_aoi--AOI-03--modis--W2022_2023,multi_aoi,AOI-03,modis,W2022_2023,2022;2023,2025,COMPLETED,local-runner:20_run_multi_aoi_experiment.py,2026-08-11T15:27:26.415913+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
multi_aoi--AOI-03--modis--W2023_2024,multi_aoi,AOI-03,modis,W2023_2024,2023;2024,2025,COMPLETED,local-runner:20_run_multi_aoi_experiment.py,2026-08-11T15:27:26.530271+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
multi_aoi--AOI-03--modis--W2022_2024,multi_aoi,AOI-03,modis,W2022_2024,2022;2023;2024,2025,COMPLETED,local-runner:20_run_multi_aoi_experiment.py,2026-08-11T15:27:26.652382+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--sentinel2--R2024-H1,rolling_origin,AOI-00,sentinel2,R2024-H1,2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.001853+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--sentinel2--R2024-H2,rolling_origin,AOI-00,sentinel2,R2024-H2,2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.033241+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--sentinel2--R2024-H3,rolling_origin,AOI-00,sentinel2,R2024-H3,2021;2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.067455+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--sentinel2--R2025-H1,rolling_origin,AOI-00,sentinel2,R2025-H1,2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.092618+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--sentinel2--R2025-H2,rolling_origin,AOI-00,sentinel2,R2025-H2,2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.120760+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--sentinel2--R2025-H3,rolling_origin,AOI-00,sentinel2,R2025-H3,2022;2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.152827+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--landsat--R2024-H1,rolling_origin,AOI-00,landsat,R2024-H1,2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.224882+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--landsat--R2024-H2,rolling_origin,AOI-00,landsat,R2024-H2,2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.254868+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--landsat--R2024-H3,rolling_origin,AOI-00,landsat,R2024-H3,2021;2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.287303+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--landsat--R2025-H1,rolling_origin,AOI-00,landsat,R2025-H1,2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.313852+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--landsat--R2025-H2,rolling_origin,AOI-00,landsat,R2025-H2,2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.343661+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--landsat--R2025-H3,rolling_origin,AOI-00,landsat,R2025-H3,2022;2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.376024+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--modis--R2024-H1,rolling_origin,AOI-00,modis,R2024-H1,2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.450241+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--modis--R2024-H2,rolling_origin,AOI-00,modis,R2024-H2,2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.478921+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--modis--R2024-H3,rolling_origin,AOI-00,modis,R2024-H3,2021;2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.512236+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--modis--R2025-H1,rolling_origin,AOI-00,modis,R2025-H1,2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.538416+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--modis--R2025-H2,rolling_origin,AOI-00,modis,R2025-H2,2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.567566+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-00--modis--R2025-H3,rolling_origin,AOI-00,modis,R2025-H3,2022;2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.600876+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--sentinel2--R2024-H1,rolling_origin,AOI-01,sentinel2,R2024-H1,2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.672400+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--sentinel2--R2024-H2,rolling_origin,AOI-01,sentinel2,R2024-H2,2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.702112+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--sentinel2--R2024-H3,rolling_origin,AOI-01,sentinel2,R2024-H3,2021;2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.735416+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--sentinel2--R2025-H1,rolling_origin,AOI-01,sentinel2,R2025-H1,2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.761755+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--sentinel2--R2025-H2,rolling_origin,AOI-01,sentinel2,R2025-H2,2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.790269+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--sentinel2--R2025-H3,rolling_origin,AOI-01,sentinel2,R2025-H3,2022;2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.822916+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--landsat--R2024-H1,rolling_origin,AOI-01,landsat,R2024-H1,2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.892953+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--landsat--R2024-H2,rolling_origin,AOI-01,landsat,R2024-H2,2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.921512+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--landsat--R2024-H3,rolling_origin,AOI-01,landsat,R2024-H3,2021;2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.953310+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--landsat--R2025-H1,rolling_origin,AOI-01,landsat,R2025-H1,2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:46.979362+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--landsat--R2025-H2,rolling_origin,AOI-01,landsat,R2025-H2,2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.007954+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--landsat--R2025-H3,rolling_origin,AOI-01,landsat,R2025-H3,2022;2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.039428+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--modis--R2024-H1,rolling_origin,AOI-01,modis,R2024-H1,2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.111429+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--modis--R2024-H2,rolling_origin,AOI-01,modis,R2024-H2,2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.141017+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--modis--R2024-H3,rolling_origin,AOI-01,modis,R2024-H3,2021;2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.174108+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--modis--R2025-H1,rolling_origin,AOI-01,modis,R2025-H1,2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.201048+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--modis--R2025-H2,rolling_origin,AOI-01,modis,R2025-H2,2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.230341+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-01--modis--R2025-H3,rolling_origin,AOI-01,modis,R2025-H3,2022;2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.263220+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--sentinel2--R2024-H1,rolling_origin,AOI-02,sentinel2,R2024-H1,2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.334227+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--sentinel2--R2024-H2,rolling_origin,AOI-02,sentinel2,R2024-H2,2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.362177+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--sentinel2--R2024-H3,rolling_origin,AOI-02,sentinel2,R2024-H3,2021;2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.394844+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--sentinel2--R2025-H1,rolling_origin,AOI-02,sentinel2,R2025-H1,2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.419869+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--sentinel2--R2025-H2,rolling_origin,AOI-02,sentinel2,R2025-H2,2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.447297+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--sentinel2--R2025-H3,rolling_origin,AOI-02,sentinel2,R2025-H3,2022;2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.479190+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--landsat--R2024-H1,rolling_origin,AOI-02,landsat,R2024-H1,2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.545229+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--landsat--R2024-H2,rolling_origin,AOI-02,landsat,R2024-H2,2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.565543+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--landsat--R2024-H3,rolling_origin,AOI-02,landsat,R2024-H3,2021;2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.585838+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--landsat--R2025-H1,rolling_origin,AOI-02,landsat,R2025-H1,2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.602860+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--landsat--R2025-H2,rolling_origin,AOI-02,landsat,R2025-H2,2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.623458+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--landsat--R2025-H3,rolling_origin,AOI-02,landsat,R2025-H3,2022;2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.646889+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--modis--R2024-H1,rolling_origin,AOI-02,modis,R2024-H1,2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.713166+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--modis--R2024-H2,rolling_origin,AOI-02,modis,R2024-H2,2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.741807+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--modis--R2024-H3,rolling_origin,AOI-02,modis,R2024-H3,2021;2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.772892+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--modis--R2025-H1,rolling_origin,AOI-02,modis,R2025-H1,2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.797353+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--modis--R2025-H2,rolling_origin,AOI-02,modis,R2025-H2,2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.824839+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-02--modis--R2025-H3,rolling_origin,AOI-02,modis,R2025-H3,2022;2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.856709+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
