sensitivity,variant,experiment,AOI,sensor,train_years,target_year,rolling_id,history_length,target_n,target_block_n,RMSE,MAE,Bias,R2,Pearson_r,n,slope,intercept,train_n,train_block_n,history_length_rank_by_global_RMSE
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-00,landsat,2023,2024,R2024-H1,1,20186,39,0.053372821640600185,0.04341159041091878,0.022798545199474274,0.667898639718175,0.854214516503916,20186,0.8544793879372247,0.0011015203776354454,19556,39,3.0
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-00,landsat,2022;2023,2024,R2024-H2,2,20186,39,0.05223999101389104,0.04243817178459475,0.019272511210011566,0.6818466390847548,0.8542145165039166,20186,0.8860855093515932,-0.022550811709008967,38144,39,2.0
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-00,landsat,2021;2022;2023,2024,R2024-H3,3,20186,39,0.0519406826048345,0.042224999406104066,0.01914394081990229,0.6854819068708957,0.8542145165039162,20186,0.8582634149850386,-0.004962694955891744,56238,39,1.0
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-00,landsat,2024,2025,R2025-H1,1,20251,39,0.05459148698931992,0.043455352786185134,-0.026620959027305786,0.6913419838552173,0.8753008071620669,20251,0.821342425568143,-0.0005959104544163152,20186,39,3.0
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-00,landsat,2023;2024,2025,R2025-H2,2,20251,39,0.04992647284457533,0.04024357008372471,-0.01515288336156512,0.7418396842401004,0.8753008071620647,20251,0.8355955161455583,0.00150303954960318,39742,39,2.0
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-00,landsat,2022;2023;2024,2025,R2025-H3,3,20251,39,0.04941579865093187,0.03980078399718749,-0.013564831734708419,0.7470938734763888,0.8753008071620675,20251,0.8574769860461495,-0.011292472868706382,58330,39,1.0
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-01,landsat,2023,2024,R2024-H1,1,19872,35,0.0011672634524432326,0.00043329393839509217,0.00022542268807187318,0.45027634452663334,0.7349565179115086,19872,0.10954021202802719,-0.005685602641599043,19878,35,1.0
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-01,landsat,2022;2023,2024,R2024-H2,2,19872,35,0.0011817737260908703,0.00038138816928051845,0.00015463462183984392,0.4365241456741198,0.745212227769269,19872,0.09823332194897147,-0.005151154769054033,39027,35,3.0
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-01,landsat,2021;2022;2023,2024,R2024-H3,3,19872,35,0.0011809444966472114,0.0003591872555819062,0.00012800579622820215,0.43731463005897364,0.7532417502327453,19872,0.09662792894359856,-0.005107224644724565,50177,35,2.0
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-01,landsat,2024,2025,R2025-H1,1,14738,35,0.0013752216480642538,0.0006170496079467353,0.00013499608549722006,0.35245285149110306,0.6404183852649127,14738,0.10080825874284378,-0.005165141170417693,19872,35,3.0
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-01,landsat,2023;2024,2025,R2025-H2,2,14738,35,0.0013650952252453098,0.0006097352173020437,0.00013511322434132223,0.3619541472415131,0.6447416215787849,14738,0.1053281495021411,-0.005432412362311486,39750,35,1.0
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-01,landsat,2022;2023;2024,2025,R2025-H3,3,14738,35,0.001372422338251498,0.0005738149403587612,7.480297583573804e-05,0.3550863763471588,0.6505171709492439,14738,0.09869899820912345,-0.005134813201461102,58899,35,2.0
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-02,landsat,2023,2024,R2024-H1,1,1542,30,0.0611533456290388,0.0470908739790961,0.009833169569222746,0.903787324519462,0.9521390822006978,1542,1.0328370889095944,-0.08795051082679384,2686,15,3.0
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-02,landsat,2022;2023,2024,R2024-H2,2,1542,30,0.0604862108418881,0.046837525698680944,-0.0038078728634272376,0.9058750830322841,0.9521390822006973,1542,0.9954864633534535,-0.08236274659659193,10105,15,1.0
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-02,landsat,2021;2022;2023,2024,R2024-H3,3,1542,30,0.061074551110503944,0.047415357864618285,-0.008285236993309299,0.9040350999234452,0.9521390822006975,1542,0.9850451175303495,-0.08146470891879443,6670,9,2.0
landsat_sr_qa_aerosol,primary_full,rolling_origin,AOI-02,landsat,2024,2025,R2025-H1,1,7600,36,0.058322397534448206,0.04488035725039942,0.014264307424891973,0.8546318277236516,0.9296188720290788,7600,1.0145689898668875,-0.08837891837771922,1542,30,2.0
