sensitivity,variant,AOI,sensor,target_year,contrast,history_left,history_right,paired_block_n,mean_difference_RMSE,t,p,Holm_adjusted_p,significant
phase1_aggregation_order,reflectance_first_matched,AOI-01,sentinel2,2024,1y_vs_2y,1,2,35,-3.667742908799986e-06,-2.5829680360546403,0.014271167830501157,0.028542335661002314,True
phase1_aggregation_order,reflectance_first_matched,AOI-01,sentinel2,2024,1y_vs_3y,1,3,35,-1.463355676742785e-06,-4.79037922699584,3.20638628235233e-05,9.619158847056991e-05,True
phase1_aggregation_order,reflectance_first_matched,AOI-01,sentinel2,2024,2y_vs_3y,2,3,35,2.204387232057201e-06,1.3626675058248245,0.18194558968219696,0.18194558968219696,False
phase1_aggregation_order,reflectance_first_matched,AOI-01,sentinel2,2025,1y_vs_2y,1,2,35,1.1021456951599463e-05,3.7433189847646924,0.0006712994765324979,0.002013898429597494,True
phase1_aggregation_order,reflectance_first_matched,AOI-01,sentinel2,2025,1y_vs_3y,1,3,35,1.4936116250955264e-05,3.6072225449769615,0.0009820885968249257,0.002013898429597494,True
phase1_aggregation_order,reflectance_first_matched,AOI-01,sentinel2,2025,2y_vs_3y,2,3,35,3.914659299355798e-06,3.2685715103453887,0.0024765514717646512,0.0024765514717646512,True
phase1_aggregation_order,reflectance_first_matched,AOI-02,landsat,2024,1y_vs_2y,1,2,30,-0.0019438568979786783,-1.8793979944636878,0.07027297353567749,0.14054594707135498,False
phase1_aggregation_order,reflectance_first_matched,AOI-02,landsat,2024,1y_vs_3y,1,3,30,-0.00044541581479975594,-1.1866325565628981,0.2450030733345555,0.2450030733345555,False
phase1_aggregation_order,reflectance_first_matched,AOI-02,landsat,2024,2y_vs_3y,2,3,30,0.0014984410831789224,2.2618639011756394,0.03137642672873915,0.09412928018621745,False
phase1_aggregation_order,reflectance_first_matched,AOI-02,landsat,2025,1y_vs_2y,1,2,28,-0.0033007699732711315,-4.271487283238291,0.00021507041246142522,0.00043014082492285043,True
phase1_aggregation_order,reflectance_first_matched,AOI-02,landsat,2025,1y_vs_3y,1,3,28,0.0013089818938868843,1.6869963303414215,0.10312601687791474,0.10312601687791474,False
phase1_aggregation_order,reflectance_first_matched,AOI-02,landsat,2025,2y_vs_3y,2,3,28,0.004609751867158015,6.822982900887012,2.497734346433381e-07,7.493203039300143e-07,True
phase1_aggregation_order,reflectance_first_matched,AOI-02,modis,2024,1y_vs_2y,1,2,38,0.009946394996464835,9.65256971946377,1.1922047850029646e-11,3.5766143550088936e-11,True
phase1_aggregation_order,reflectance_first_matched,AOI-02,modis,2024,1y_vs_3y,1,3,38,0.010453656589263378,8.957719607532047,8.433865836099146e-11,1.6867731672198292e-10,True
phase1_aggregation_order,reflectance_first_matched,AOI-02,modis,2024,2y_vs_3y,2,3,38,0.0005072615927985426,3.397015526205058,0.001641647545988505,0.001641647545988505,True
phase1_aggregation_order,reflectance_first_matched,AOI-02,modis,2025,1y_vs_2y,1,2,24,0.003134984647324887,4.348781945593657,0.00023603991450057778,0.0007081197435017334,True
phase1_aggregation_order,reflectance_first_matched,AOI-02,modis,2025,1y_vs_3y,1,3,24,0.004157861302004222,3.957925472373754,0.0006244671684748986,0.0012489343369497972,True
phase1_aggregation_order,reflectance_first_matched,AOI-02,modis,2025,2y_vs_3y,2,3,24,0.0010228766546793347,2.9038056803400467,0.008000660017274468,0.008000660017274468,True
phase1_aggregation_order,reflectance_first_matched,AOI-02,sentinel2,2024,1y_vs_2y,1,2,38,-0.0004805128959210634,-6.30073968442101,2.461213597112596e-07,7.383640791337787e-07,True
phase1_aggregation_order,reflectance_first_matched,AOI-02,sentinel2,2024,1y_vs_3y,1,3,38,0.003830807193271268,4.1601306380923235,0.00018149694385457123,0.00018860971025784875,True
