sensor,aoi,window,fold,slope,intercept,train_n,test_n,train_blocks,test_blocks,model_id,train_years,processing_hash,block_manifest_hash,verified_rmse
landsat,AOI-02,W2022_2024,3,0.9690416630896391,-0.06989244319368382,6750,1701,9,2,multi_aoi-7e4b7d5e72139724180a,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,0.05784965833413328
landsat,AOI-02,W2022_2024,4,1.0159832797997939,-0.08989095730476293,6519,1932,9,2,multi_aoi-7e4b7d5e72139724180a,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,0.05797658104426778
landsat,AOI-02,W2022_2024,5,0.9721610117817422,-0.0637470629153235,6634,1817,9,2,multi_aoi-7e4b7d5e72139724180a,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,0.0549080912099167
landsat,AOI-02,W2023,1,1.0554183903532688,-0.09488317499780796,1683,455,11,1,multi_aoi-99757fd8a95a9a628a54,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,1afbdf5fe2c5cb53aacfdd97048cc74a2094c0a49ffac44d791da0ae62f6187c,0.06406479949748173
landsat,AOI-02,W2023,2,1.0435231976365076,-0.08179993914144323,1716,422,11,1,multi_aoi-99757fd8a95a9a628a54,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,1afbdf5fe2c5cb53aacfdd97048cc74a2094c0a49ffac44d791da0ae62f6187c,0.08139643659071429
landsat,AOI-02,W2023,3,1.0235820176888621,-0.08271008792386658,1724,414,9,3,multi_aoi-99757fd8a95a9a628a54,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,1afbdf5fe2c5cb53aacfdd97048cc74a2094c0a49ffac44d791da0ae62f6187c,0.06661844775483643
landsat,AOI-02,W2023,4,0.9971601563746804,-0.07341280810892825,1702,436,10,2,multi_aoi-99757fd8a95a9a628a54,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,1afbdf5fe2c5cb53aacfdd97048cc74a2094c0a49ffac44d791da0ae62f6187c,0.07368766320784868
landsat,AOI-02,W2023,5,1.0325265892704905,-0.08354816823793709,1727,411,7,5,multi_aoi-99757fd8a95a9a628a54,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,1afbdf5fe2c5cb53aacfdd97048cc74a2094c0a49ffac44d791da0ae62f6187c,0.07530262767898815
landsat,AOI-02,W2023_2024,1,1.0476535362298298,-0.08732841459034846,2061,627,10,1,multi_aoi-2601e49dcbee21b2af98,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,0.07523181257692477
landsat,AOI-02,W2023_2024,2,1.0456205649299846,-0.09089801956386412,2065,623,10,1,multi_aoi-2601e49dcbee21b2af98,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,0.06433953647013313
landsat,AOI-02,W2023_2024,3,1.0157412707979565,-0.08052435885305398,2198,490,9,2,multi_aoi-2601e49dcbee21b2af98,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,0.06541389432500147
landsat,AOI-02,W2023_2024,4,0.9826509881360516,-0.06359210759880685,2206,482,7,4,multi_aoi-2601e49dcbee21b2af98,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,0.07712102543394182
landsat,AOI-02,W2023_2024,5,1.0226118833665432,-0.07469668382178407,2222,466,8,3,multi_aoi-2601e49dcbee21b2af98,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,0.07658281512243795
landsat,AOI-02,W2024,1,1.022977455738724,-0.09368029289845814,1013,253,20,4,multi_aoi-451ffc919b335f8bfd3e,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,792e207368a1d79debf7e74afbbe8683dc0b35312b28d62ef8007e358b4b1c9d,0.06540281557949741
landsat,AOI-02,W2024,2,0.9813130967490735,-0.0672216186556891,1012,254,19,5,multi_aoi-451ffc919b335f8bfd3e,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,792e207368a1d79debf7e74afbbe8683dc0b35312b28d62ef8007e358b4b1c9d,0.05936704563674977
landsat,AOI-02,W2024,3,1.0050604984363336,-0.08578859526169591,1013,253,19,5,multi_aoi-451ffc919b335f8bfd3e,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,792e207368a1d79debf7e74afbbe8683dc0b35312b28d62ef8007e358b4b1c9d,0.0647231583997537
landsat,AOI-02,W2024,4,1.0187811909504165,-0.08993350317178878,1012,254,19,5,multi_aoi-451ffc919b335f8bfd3e,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,792e207368a1d79debf7e74afbbe8683dc0b35312b28d62ef8007e358b4b1c9d,0.05140174491867558
landsat,AOI-02,W2024,5,1.0155415334347613,-0.08546650030115682,1014,252,19,5,multi_aoi-451ffc919b335f8bfd3e,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,792e207368a1d79debf7e74afbbe8683dc0b35312b28d62ef8007e358b4b1c9d,0.0585482828896256
landsat,AOI-03,W2022,1,0.8712642511816447,-0.0742220620220446,10180,2526,23,5,multi_aoi-0afd38339cf775848833,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03509151517980808
landsat,AOI-03,W2022,2,0.8821640678332807,-0.07476283404095613,10180,2526,23,5,multi_aoi-0afd38339cf775848833,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.020515212332236077
landsat,AOI-03,W2022,3,0.8885347673394308,-0.07836263569155488,10181,2525,21,7,multi_aoi-0afd38339cf775848833,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03176159939759826
landsat,AOI-03,W2022,4,0.8961438942954293,-0.07878933780012298,10133,2573,23,5,multi_aoi-0afd38339cf775848833,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.022179449629051384
landsat,AOI-03,W2022,5,0.88557680249626,-0.07990071347886907,10150,2556,22,6,multi_aoi-0afd38339cf775848833,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.04084819293093073
landsat,AOI-03,W2022_2023,1,0.9197303539031209,-0.075790006549738,16914,4192,22,6,multi_aoi-f31526435766b1646444,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03317362315331285
landsat,AOI-03,W2022_2023,2,0.9308027946637448,-0.07895927037302802,16820,4286,23,5,multi_aoi-f31526435766b1646444,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03169856379188031
landsat,AOI-03,W2022_2023,3,0.9206586779826114,-0.0759111404791942,16892,4214,23,5,multi_aoi-f31526435766b1646444,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.033106201838257944
landsat,AOI-03,W2022_2023,4,0.9258267457638845,-0.07847535913211964,16885,4221,22,6,multi_aoi-f31526435766b1646444,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03904653455548774
landsat,AOI-03,W2022_2023,5,0.9110576050428508,-0.07438404568826254,16913,4193,22,6,multi_aoi-f31526435766b1646444,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.04184321097894804
landsat,AOI-03,W2022_2024,1,0.9075872388065815,-0.07466261818778364,26585,6596,22,6,multi_aoi-457fd1e47aad79344611,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.0346722591407839
landsat,AOI-03,W2022_2024,2,0.9125901986782606,-0.07659226074859699,26413,6768,23,5,multi_aoi-457fd1e47aad79344611,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03694314862522917
landsat,AOI-03,W2022_2024,3,0.9135838640850058,-0.07388128268305916,26571,6610,22,6,multi_aoi-457fd1e47aad79344611,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.02736618253566648
landsat,AOI-03,W2022_2024,4,0.902094614600301,-0.07519380738827106,26585,6596,23,5,multi_aoi-457fd1e47aad79344611,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.04724566740691714
landsat,AOI-03,W2022_2024,5,0.9067456023384861,-0.07265498656878525,26570,6611,22,6,multi_aoi-457fd1e47aad79344611,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.024866093138358903
landsat,AOI-03,W2023,1,0.9581905825780079,-0.06972248148912802,6711,1689,23,5,multi_aoi-6eebff4a27fbdf1ef135,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.031055138830351898
landsat,AOI-03,W2023,2,0.9575031615564584,-0.07181406783156968,6730,1670,23,5,multi_aoi-6eebff4a27fbdf1ef135,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.04015901707145391
landsat,AOI-03,W2023,3,0.9529154321497312,-0.06880032139026349,6697,1703,23,5,multi_aoi-6eebff4a27fbdf1ef135,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03212748008042277
landsat,AOI-03,W2023,4,0.9889326352776538,-0.07977286158792807,6732,1668,22,6,multi_aoi-6eebff4a27fbdf1ef135,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.0466696878481653
landsat,AOI-03,W2023,5,0.9503343781371527,-0.07066827529468508,6730,1670,21,7,multi_aoi-6eebff4a27fbdf1ef135,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03952532189242296
landsat,AOI-03,W2023_2024,1,0.9254048081109956,-0.07337185852090905,16403,4072,22,6,multi_aoi-0d9c4d047931ccf6e956,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03324927944826727
landsat,AOI-03,W2023_2024,2,0.9119861107477719,-0.06993098361924552,16411,4064,22,6,multi_aoi-0d9c4d047931ccf6e956,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.033996016990609515
landsat,AOI-03,W2023_2024,3,0.9229458740782619,-0.0723935807647878,16355,4120,22,6,multi_aoi-0d9c4d047931ccf6e956,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03381541185599716
landsat,AOI-03,W2023_2024,4,0.9141157335854447,-0.07202563316195407,16382,4093,23,5,multi_aoi-0d9c4d047931ccf6e956,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.04440328823528071
landsat,AOI-03,W2023_2024,5,0.9065118724208716,-0.06881411142558344,16349,4126,23,5,multi_aoi-0d9c4d047931ccf6e956,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03446752465632879
landsat,AOI-03,W2024,1,0.9002759821363263,-0.07310222160921293,9668,2407,22,6,multi_aoi-7901b773558bbec52925,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.031667808381205496
landsat,AOI-03,W2024,2,0.8928273179207669,-0.07338825415026662,9676,2399,23,5,multi_aoi-7901b773558bbec52925,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03821206421951441
landsat,AOI-03,W2024,3,0.8945966880913643,-0.07321284793685925,9670,2405,22,6,multi_aoi-7901b773558bbec52925,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.029987353337587987
landsat,AOI-03,W2024,4,0.8816516359733942,-0.07050804270304681,9616,2459,23,5,multi_aoi-7901b773558bbec52925,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.039339270402769584
landsat,AOI-03,W2024,5,0.8878246718912493,-0.07001329645790089,9670,2405,22,6,multi_aoi-7901b773558bbec52925,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.02124656965278354
modis,AOI-00,W2022,1,0.977720358414262,-0.09888461502658785,13371,3348,24,7,multi_aoi-3fd42668df20ca8be9a0,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.04520121633607296
modis,AOI-00,W2022,2,1.0271388133067114,-0.13474607573491149,13371,3348,26,5,multi_aoi-3fd42668df20ca8be9a0,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.03926835851972591
modis,AOI-00,W2022,3,1.0100520565365199,-0.12359067268116808,13386,3333,24,7,multi_aoi-3fd42668df20ca8be9a0,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.04739249699277371
modis,AOI-00,W2022,4,1.0151644821683152,-0.1302715054942556,13356,3363,25,6,multi_aoi-3fd42668df20ca8be9a0,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.04005009181094212
modis,AOI-00,W2022,5,1.015189849666142,-0.12983627134010045,13392,3327,25,6,multi_aoi-3fd42668df20ca8be9a0,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.046585017333147655
modis,AOI-00,W2022_2023,1,0.9700530475547663,-0.09215708857643012,26742,6696,24,7,multi_aoi-2548119df2ac39ba86e4,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.04275670009732888
modis,AOI-00,W2022_2023,2,1.0075514091442346,-0.11988917363802387,26742,6696,26,5,multi_aoi-2548119df2ac39ba86e4,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.036088003900973394
modis,AOI-00,W2022_2023,3,0.985599133361815,-0.10630167027158377,26772,6666,24,7,multi_aoi-2548119df2ac39ba86e4,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.04419885865440331
modis,AOI-00,W2022_2023,4,0.9912015842671117,-0.11243301179405463,26712,6726,25,6,multi_aoi-2548119df2ac39ba86e4,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.03770483537761367
modis,AOI-00,W2022_2023,5,0.9959854041782769,-0.1159527240918603,26784,6654,25,6,multi_aoi-2548119df2ac39ba86e4,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.045567186628244646
modis,AOI-00,W2022_2024,1,0.9451172420119361,-0.08061624747191076,40113,10044,24,7,multi_aoi-57467b4a18d0a1582c69,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.0459379240324124
modis,AOI-00,W2022_2024,2,0.9824985074132633,-0.10916516419275601,40113,10044,26,5,multi_aoi-57467b4a18d0a1582c69,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.03634766101502621
modis,AOI-00,W2022_2024,3,0.9599237552396713,-0.09566710905468234,40158,9999,24,7,multi_aoi-57467b4a18d0a1582c69,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.04357328004759068
modis,AOI-00,W2022_2024,4,0.9682295664381367,-0.10274613989940018,40068,10089,25,6,multi_aoi-57467b4a18d0a1582c69,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.04024221748446668
modis,AOI-00,W2022_2024,5,0.9738270696873274,-0.106923363845975,40176,9981,25,6,multi_aoi-57467b4a18d0a1582c69,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.04650851279256383
modis,AOI-00,W2023,1,0.9600527232387818,-0.08374422589763098,13371,3348,24,7,multi_aoi-4da35621bb9ba008581b,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.03964447034497093
modis,AOI-00,W2023,2,0.9839806058820877,-0.10206244768185457,13371,3348,26,5,multi_aoi-4da35621bb9ba008581b,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.03272046219920048
modis,AOI-00,W2023,3,0.9598395492939029,-0.0876593027931789,13386,3333,24,7,multi_aoi-4da35621bb9ba008581b,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.04070686360417056
modis,AOI-00,W2023,4,0.9619667815571009,-0.09066171575564275,13356,3363,25,6,multi_aoi-4da35621bb9ba008581b,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.035560698279223917
modis,AOI-00,W2023,5,0.9749849766297363,-0.10051546816034285,13392,3327,25,6,multi_aoi-4da35621bb9ba008581b,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.044128031626381486
modis,AOI-00,W2023_2024,1,0.9331737900043774,-0.07413064577388306,26742,6696,24,7,multi_aoi-e7cf62d64ebe5aa890e3,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.04585163840052847
modis,AOI-00,W2023_2024,2,0.963754876805685,-0.09821034127766481,26742,6696,26,5,multi_aoi-e7cf62d64ebe5aa890e3,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.03447139807588242
modis,AOI-00,W2023_2024,3,0.9398764352727748,-0.08445557050882302,26772,6666,24,7,multi_aoi-e7cf62d64ebe5aa890e3,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.041790592454524426
modis,AOI-00,W2023_2024,4,0.9477510272746084,-0.09045934227570052,26712,6726,25,6,multi_aoi-e7cf62d64ebe5aa890e3,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.04003659070588326
modis,AOI-00,W2023_2024,5,0.9579781958492682,-0.09827507806175595,26784,6654,25,6,multi_aoi-e7cf62d64ebe5aa890e3,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.04638309934295908
modis,AOI-00,W2024,1,0.9008592904116062,-0.06093495918961633,13371,3348,24,7,multi_aoi-dd61b8e5102f6e674406,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.04905678069391843
modis,AOI-00,W2024,2,0.9424893713740609,-0.0936664402206655,13371,3348,26,5,multi_aoi-dd61b8e5102f6e674406,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.03398383842387871
modis,AOI-00,W2024,3,0.9173764869583312,-0.07959111852655221,13386,3333,24,7,multi_aoi-dd61b8e5102f6e674406,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.042250498989055314
modis,AOI-00,W2024,4,0.9305650816642043,-0.08833395565080426,13356,3363,25,6,multi_aoi-dd61b8e5102f6e674406,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.041921852585056804
modis,AOI-00,W2024,5,0.9377261901601888,-0.09390492632927017,13392,3327,25,6,multi_aoi-dd61b8e5102f6e674406,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.0465468677930802
modis,AOI-01,W2022,1,0.12322126053398862,-0.006742340798217994,12399,3057,22,6,multi_aoi-56f72ff5e981be70371d,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0005671993631493295
modis,AOI-01,W2022,2,0.1119159715500061,-0.006153302023795597,12300,3156,23,5,multi_aoi-56f72ff5e981be70371d,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0014486484442105762
modis,AOI-01,W2022,3,0.06419620529043707,-0.0035203453281320773,12429,3027,21,7,multi_aoi-56f72ff5e981be70371d,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.002590372085326229
modis,AOI-01,W2022,4,0.12859503685537393,-0.007070061780781523,12426,3030,23,5,multi_aoi-56f72ff5e981be70371d,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0007564880966580322
modis,AOI-01,W2022,5,0.12686149312516865,-0.00692023665389829,12270,3186,23,5,multi_aoi-56f72ff5e981be70371d,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0011578313091710024
modis,AOI-01,W2022_2023,1,0.11057132973617727,-0.006082221070152981,24798,6114,22,6,multi_aoi-4345171fab6f74744cb9,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0005620741724743979
modis,AOI-01,W2022_2023,2,0.10588688465057423,-0.0058563586414994585,24600,6312,23,5,multi_aoi-4345171fab6f74744cb9,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.001395159343194927
