sensor,aoi,window,fold,slope,intercept,train_n,test_n,train_blocks,test_blocks,model_id,train_years,processing_hash,block_manifest_hash,verified_rmse
modis,AOI-01,W2022_2023,3,0.04747950531387655,-0.00258302040833211,24858,6054,21,7,multi_aoi-4345171fab6f74744cb9,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0029637308990962162
modis,AOI-01,W2022_2023,4,0.13341695600702738,-0.007430266969950769,24852,6060,23,5,multi_aoi-4345171fab6f74744cb9,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0010110109821170677
modis,AOI-01,W2022_2023,5,0.10951809970488081,-0.006017000084153926,24540,6372,23,5,multi_aoi-4345171fab6f74744cb9,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0012065107742078758
modis,AOI-01,W2022_2024,1,0.08946161369122314,-0.004893726141237271,37197,9171,22,6,multi_aoi-b80c98fb9760ee7383c0,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0004973091574937822
modis,AOI-01,W2022_2024,2,0.0853156642083849,-0.0046920659346199375,36900,9468,23,5,multi_aoi-b80c98fb9760ee7383c0,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0013326307274981217
modis,AOI-01,W2022_2024,3,0.03498753194340807,-0.0018682742173262484,37287,9081,21,7,multi_aoi-b80c98fb9760ee7383c0,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0029915368204891705
modis,AOI-01,W2022_2024,4,0.12903364347064333,-0.007225724604400835,37278,9090,23,5,multi_aoi-b80c98fb9760ee7383c0,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0011680804457457276
modis,AOI-01,W2022_2024,5,0.08430009772893243,-0.004608658691984287,36810,9558,23,5,multi_aoi-b80c98fb9760ee7383c0,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.001193891013796536
modis,AOI-01,W2023,1,0.10259532938374148,-0.005673100549795645,12399,3057,22,6,multi_aoi-1b3788664b1356720965,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0005671205860915878
modis,AOI-01,W2023,2,0.10243775366283814,-0.005700107472143247,12300,3156,23,5,multi_aoi-1b3788664b1356720965,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0013232559384391152
modis,AOI-01,W2023,3,0.03649950074708127,-0.0019557526264870197,12429,3027,21,7,multi_aoi-1b3788664b1356720965,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0032952432022874687
modis,AOI-01,W2023,4,0.13958413981391912,-0.00787632289335983,12426,3030,23,5,multi_aoi-1b3788664b1356720965,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.001212209051141624
modis,AOI-01,W2023,5,0.09896271997444421,-0.0054754116306781255,12270,3186,23,5,multi_aoi-1b3788664b1356720965,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0012823469929458115
modis,AOI-01,W2023_2024,1,0.07904682217997498,-0.004316667382814891,24798,6114,22,6,multi_aoi-41ad1ec1787b6534457c,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.00048271627720961887
modis,AOI-01,W2023_2024,2,0.077305737199931,-0.004247808104949015,24600,6312,23,5,multi_aoi-41ad1ec1787b6534457c,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0012392381452326173
modis,AOI-01,W2023_2024,3,0.026415312702280935,-0.001370540164373755,24858,6054,21,7,multi_aoi-41ad1ec1787b6534457c,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.003155608372151661
modis,AOI-01,W2023_2024,4,0.13106623003787687,-0.00740919181808364,24852,6060,23,5,multi_aoi-41ad1ec1787b6534457c,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0013275256335444484
modis,AOI-01,W2023_2024,5,0.0718928328648244,-0.0039270364736027855,24540,6372,23,5,multi_aoi-41ad1ec1787b6534457c,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0012505517406898965
modis,AOI-01,W2024,1,0.05909462557530565,-0.0031649638547062093,12399,3057,22,6,multi_aoi-dfc8e0368af4eff139ab,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0004061391075700213
modis,AOI-01,W2024,2,0.0570956404842751,-0.0030775569841213464,12300,3156,23,5,multi_aoi-dfc8e0368af4eff139ab,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0011297066920699184
modis,AOI-01,W2024,3,0.01844210755506595,-0.0009044589654339063,12429,3027,21,7,multi_aoi-dfc8e0368af4eff139ab,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0029726636145552435
modis,AOI-01,W2024,4,0.1208334298933726,-0.006840390986821634,12426,3030,23,5,multi_aoi-dfc8e0368af4eff139ab,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.001447334127020171
modis,AOI-01,W2024,5,0.05005218297903217,-0.002675761327924465,12270,3186,23,5,multi_aoi-dfc8e0368af4eff139ab,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,0.0012321153641268248
modis,AOI-02,W2022,1,1.096614726575918,-0.14246881935135564,11137,2772,24,6,multi_aoi-b0a0121b8b97f5af972b,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,0.03764768295659431
modis,AOI-02,W2022,2,1.08136223192031,-0.13354949253982606,11154,2755,23,7,multi_aoi-b0a0121b8b97f5af972b,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,0.03800366087585994
modis,AOI-02,W2022,3,1.0863248537969297,-0.13439909581259052,11135,2774,24,6,multi_aoi-b0a0121b8b97f5af972b,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,0.039866775808820344
modis,AOI-02,W2022,4,1.071942731397229,-0.12925743444791365,11060,2849,25,5,multi_aoi-b0a0121b8b97f5af972b,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,0.038342724311555526
modis,AOI-02,W2022,5,1.0794951088007996,-0.1291797919603146,11150,2759,24,6,multi_aoi-b0a0121b8b97f5af972b,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,0.041536692111614676
modis,AOI-02,W2022_2023,1,1.0690741137074513,-0.13372388159457377,16685,4229,23,5,multi_aoi-e4eb93cf7d4ec3749f43,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.04101291291232977
modis,AOI-02,W2022_2023,2,1.0817694856353888,-0.13986799219792545,16760,4154,22,6,multi_aoi-e4eb93cf7d4ec3749f43,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.04849609192302112
modis,AOI-02,W2022_2023,3,1.0707738985003938,-0.13115985402250496,16771,4143,21,7,multi_aoi-e4eb93cf7d4ec3749f43,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.04844496646735324
modis,AOI-02,W2022_2023,4,1.0650762954557986,-0.13140020323348084,16761,4153,23,5,multi_aoi-e4eb93cf7d4ec3749f43,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.04707319256430749
modis,AOI-02,W2022_2023,5,1.0640183601299662,-0.13013857096676756,16679,4235,23,5,multi_aoi-e4eb93cf7d4ec3749f43,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.04493204727686235
modis,AOI-02,W2022_2024,1,1.067984589338275,-0.1314268851291549,27006,6820,23,5,multi_aoi-0a35068846c28919d0c6,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.043910467629650146
modis,AOI-02,W2022_2024,2,1.0865940368109208,-0.13961039285144716,27036,6790,23,5,multi_aoi-0a35068846c28919d0c6,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.04102624498970504
modis,AOI-02,W2022_2024,3,1.087971997665027,-0.1401193901266048,27085,6741,21,7,multi_aoi-0a35068846c28919d0c6,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.04787737982272819
modis,AOI-02,W2022_2024,4,1.0765736485489268,-0.13377213786836062,27077,6749,22,6,multi_aoi-0a35068846c28919d0c6,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.04882600908332254
modis,AOI-02,W2022_2024,5,1.073919686850853,-0.13227559263430522,27100,6726,23,5,multi_aoi-0a35068846c28919d0c6,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.044264277398517675
modis,AOI-02,W2023,1,1.112952657743028,-0.17696211186346966,6022,1490,23,5,multi_aoi-c9e27577761c00c8ac9b,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.05125284284144982
modis,AOI-02,W2023,2,1.1219736388720096,-0.17997715881002607,5998,1514,23,5,multi_aoi-c9e27577761c00c8ac9b,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.057871480548218654
modis,AOI-02,W2023,3,1.1158876924984253,-0.1739335273744952,6001,1511,23,5,multi_aoi-c9e27577761c00c8ac9b,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.056391707494397536
modis,AOI-02,W2023,4,1.105843546555755,-0.16914954284850237,6005,1507,23,5,multi_aoi-c9e27577761c00c8ac9b,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.05158811008230895
modis,AOI-02,W2023,5,1.1188102684964256,-0.17688888519244872,6022,1490,20,8,multi_aoi-c9e27577761c00c8ac9b,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.05345311881757939
modis,AOI-02,W2023_2024,1,1.0831930176400428,-0.14118024448247402,16289,4135,23,5,multi_aoi-d8577ef83e48679cf7fe,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.048459892989457666
modis,AOI-02,W2023_2024,2,1.102194866874119,-0.15170184459636027,16401,4023,22,6,multi_aoi-d8577ef83e48679cf7fe,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.05050087646112008
modis,AOI-02,W2023_2024,3,1.083254280298133,-0.14229429222999057,16394,4030,21,7,multi_aoi-d8577ef83e48679cf7fe,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.04945768772355527
modis,AOI-02,W2023_2024,4,1.0872399324108095,-0.14469596381452787,16262,4162,23,5,multi_aoi-d8577ef83e48679cf7fe,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.04702118242837622
modis,AOI-02,W2023_2024,5,1.0813608337859142,-0.14046467861618284,16350,4074,23,5,multi_aoi-d8577ef83e48679cf7fe,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,0.04818475495544392
modis,AOI-02,W2024,1,1.0922685346884495,-0.1373953667258655,10609,2678,25,5,multi_aoi-3bfa30fcb7508f09ea2f,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,0.04444304851724975
modis,AOI-02,W2024,2,1.0839339332672238,-0.13361954532944753,10614,2673,25,5,multi_aoi-3bfa30fcb7508f09ea2f,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,0.042533506567151755
modis,AOI-02,W2024,3,1.0891810450448143,-0.13688765130694203,10643,2644,23,7,multi_aoi-3bfa30fcb7508f09ea2f,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,0.043423067077063435
modis,AOI-02,W2024,4,1.0853938103497118,-0.13698999842260806,10646,2641,23,7,multi_aoi-3bfa30fcb7508f09ea2f,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,0.043996639413248
modis,AOI-02,W2024,5,1.0812525900920273,-0.13212210207281572,10636,2651,24,6,multi_aoi-3bfa30fcb7508f09ea2f,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,0.042100222888174645
modis,AOI-03,W2022,1,0.9961267303897817,-0.10478319838618419,11745,2958,22,6,multi_aoi-b76061afda8574ae309a,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.021281254656603858
modis,AOI-03,W2022,2,0.9962355991902924,-0.10472915664552107,11736,2967,23,5,multi_aoi-b76061afda8574ae309a,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.0213148371638458
modis,AOI-03,W2022,3,1.003647479512337,-0.10665136343319484,11772,2931,22,6,multi_aoi-b76061afda8574ae309a,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.027199074627171416
modis,AOI-03,W2022,4,0.9911287394527839,-0.1039597761047488,11777,2926,22,6,multi_aoi-b76061afda8574ae309a,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.022852540914159294
modis,AOI-03,W2022,5,0.989349834081493,-0.10213628879290107,11782,2921,23,5,multi_aoi-b76061afda8574ae309a,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.023824491240946922
modis,AOI-03,W2022_2023,1,1.0157634210410318,-0.10553185193888134,22965,5749,22,6,multi_aoi-ab2fb068dd8fef35c03c,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03219300566135876
modis,AOI-03,W2022_2023,2,1.0214097356798222,-0.10596896807199471,23013,5701,21,7,multi_aoi-ab2fb068dd8fef35c03c,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.019328362219439673
modis,AOI-03,W2022_2023,3,1.0225970359260041,-0.10726841438938164,22968,5746,23,5,multi_aoi-ab2fb068dd8fef35c03c,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.025308241356830102
modis,AOI-03,W2022_2023,4,1.0103420848601499,-0.10412041559582269,22963,5751,22,6,multi_aoi-ab2fb068dd8fef35c03c,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.026095251413852334
modis,AOI-03,W2022_2023,5,1.017222974799724,-0.10489023822909799,22947,5767,24,4,multi_aoi-ab2fb068dd8fef35c03c,2022;2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.02019842661920733
modis,AOI-03,W2022_2024,1,0.9598026355418001,-0.09822389423807523,34640,8636,23,5,multi_aoi-7b37e5abe16164620cff,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.033255358881699386
modis,AOI-03,W2022_2024,2,0.97644816575028,-0.10308004196071191,34613,8663,22,6,multi_aoi-7b37e5abe16164620cff,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03578544029941749
modis,AOI-03,W2022_2024,3,0.9732328316088337,-0.10207259551360631,34592,8684,22,6,multi_aoi-7b37e5abe16164620cff,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.026768727262087767
modis,AOI-03,W2022_2024,4,0.9741539539723292,-0.10230801619980559,34633,8643,22,6,multi_aoi-7b37e5abe16164620cff,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.029985778794074745
modis,AOI-03,W2022_2024,5,0.9728485666475725,-0.10190581242857169,34626,8650,23,5,multi_aoi-7b37e5abe16164620cff,2022;2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.023755750672745726
modis,AOI-03,W2023,1,1.0252964026297562,-0.10332388025840619,11208,2803,23,5,multi_aoi-29ec68b91373506d8f24,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.027640088951085263
modis,AOI-03,W2023,2,1.0352098218724577,-0.10590363925688528,11222,2789,21,7,multi_aoi-29ec68b91373506d8f24,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.028487574762025136
modis,AOI-03,W2023,3,1.0291345233401725,-0.1035863042976351,11191,2820,22,6,multi_aoi-29ec68b91373506d8f24,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.026813440808785876
modis,AOI-03,W2023,4,1.0382301537747838,-0.10603046098118529,11200,2811,23,5,multi_aoi-29ec68b91373506d8f24,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.024805025564739045
modis,AOI-03,W2023,5,1.029899589128872,-0.10460119784834013,11223,2788,23,5,multi_aoi-29ec68b91373506d8f24,2023,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.020777064847998225
modis,AOI-03,W2023_2024,1,0.963442527123295,-0.10076839250637004,22840,5733,22,6,multi_aoi-b19400a0cc81aecb9fcb,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.027004047764794023
modis,AOI-03,W2023_2024,2,0.961238503448953,-0.100481564568276,22857,5716,23,5,multi_aoi-b19400a0cc81aecb9fcb,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03278567807451502
modis,AOI-03,W2023_2024,3,0.9578378708315127,-0.09915026403873792,22846,5727,22,6,multi_aoi-b19400a0cc81aecb9fcb,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.04131898538639998
modis,AOI-03,W2023_2024,4,0.976250423957956,-0.10487897106782226,22874,5699,23,5,multi_aoi-b19400a0cc81aecb9fcb,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.027341820629681334
modis,AOI-03,W2023_2024,5,0.9706232845704117,-0.10259245162809788,22875,5698,22,6,multi_aoi-b19400a0cc81aecb9fcb,2023;2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03468177252841317
modis,AOI-03,W2024,1,0.9573002041505678,-0.11245900826386071,11651,2911,22,6,multi_aoi-57334b35ec7e973e17de,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.026165393573183243
modis,AOI-03,W2024,2,0.942216336650922,-0.10938985772328655,11661,2901,22,6,multi_aoi-57334b35ec7e973e17de,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.035421728975763365
modis,AOI-03,W2024,3,0.9368084274605367,-0.10698765868904458,11623,2939,22,6,multi_aoi-57334b35ec7e973e17de,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.03909641819999161
modis,AOI-03,W2024,4,0.9464017103403303,-0.10759154668555407,11653,2909,23,5,multi_aoi-57334b35ec7e973e17de,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.032618986879911674
modis,AOI-03,W2024,5,0.9444258305100917,-0.10867384761777502,11660,2902,23,5,multi_aoi-57334b35ec7e973e17de,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,0.031193156574375498
sentinel2,AOI-00,W2022,1,0.6891468386361888,0.1245770406868601,12071,3015,25,6,multi_aoi-a36834effcd97a6a8567,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.05305158807895675
sentinel2,AOI-00,W2022,2,0.6566118043679564,0.1428027612839457,12069,3017,26,5,multi_aoi-a36834effcd97a6a8567,2022,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,da07a6bbac9293f09a6effffcf5dbea99b553c25f0c77c183163cdcec9ea4121,0.06703655212101277
