sensitivity,variant,AOI,sensor,target_year,contrast,history_left,history_right,paired_block_n,mean_difference_RMSE,t,p,Holm_adjusted_p,significant
non_overlapping_temporal_composition,primary_matched,AOI-02,sentinel2,2024,2y_vs_3y,2,3,38,0.002526059269694066,3.344235060948757,0.0019000012648540342,0.0038000025297080684,True
non_overlapping_temporal_composition,primary_matched,AOI-02,sentinel2,2025,1y_vs_2y,1,2,38,0.0005237384957148955,1.7685578560021247,0.08521202694023104,0.2556360808206931,False
non_overlapping_temporal_composition,primary_matched,AOI-02,sentinel2,2025,1y_vs_3y,1,3,38,0.0007001237892980133,0.8513829459311031,0.4000334841175347,0.8000669682350694,False
non_overlapping_temporal_composition,primary_matched,AOI-02,sentinel2,2025,2y_vs_3y,2,3,38,0.00017638529358311782,0.334660492504296,0.7397710082994019,0.8000669682350694,False
non_overlapping_temporal_composition,primary_matched,AOI-03,landsat,2024,1y_vs_2y,1,2,35,0.004410160254436004,8.147813872306573,1.6728409613232426e-09,5.018522883969728e-09,True
non_overlapping_temporal_composition,primary_matched,AOI-03,landsat,2024,1y_vs_3y,1,3,35,0.004974321658655193,7.525924120890514,9.746985145024069e-09,1.9493970290048138e-08,True
non_overlapping_temporal_composition,primary_matched,AOI-03,landsat,2024,2y_vs_3y,2,3,35,0.0005641614042191883,4.6360243517182775,5.0662573385252775e-05,5.0662573385252775e-05,True
non_overlapping_temporal_composition,primary_matched,AOI-03,landsat,2025,1y_vs_2y,1,2,35,-0.0026284216663948457,-4.958564267056158,1.9437505473484877e-05,3.8875010946969754e-05,True
non_overlapping_temporal_composition,primary_matched,AOI-03,landsat,2025,1y_vs_3y,1,3,35,-0.0011513346352216023,-4.4134653907172225,9.757197913955288e-05,9.757197913955288e-05,True
non_overlapping_temporal_composition,primary_matched,AOI-03,landsat,2025,2y_vs_3y,2,3,35,0.001477087031173243,5.258778175115839,7.925435524871638e-06,2.3776306574614915e-05,True
non_overlapping_temporal_composition,primary_matched,AOI-03,modis,2024,1y_vs_2y,1,2,35,0.002567636836447283,12.735353159662933,1.704131848414536e-14,5.1123955452436085e-14,True
non_overlapping_temporal_composition,primary_matched,AOI-03,modis,2024,1y_vs_3y,1,3,35,0.006265036669032308,7.678827746924346,6.293868782808012e-09,1.2587737565616023e-08,True
non_overlapping_temporal_composition,primary_matched,AOI-03,modis,2024,2y_vs_3y,2,3,35,0.0036973998325850253,5.96932912328461,9.438817136846887e-07,9.438817136846887e-07,True
non_overlapping_temporal_composition,primary_matched,AOI-03,modis,2025,1y_vs_2y,1,2,35,-0.001687367088797488,-2.8250049711527607,0.007855798484517474,0.015711596969034947,True
non_overlapping_temporal_composition,primary_matched,AOI-03,modis,2025,1y_vs_3y,1,3,35,-0.0016688779135797464,-3.075674926293824,0.004127520928625608,0.012382562785876823,True
non_overlapping_temporal_composition,primary_matched,AOI-03,modis,2025,2y_vs_3y,2,3,35,1.848917521774191e-05,0.25785194723506716,0.7980755370040402,0.7980755370040402,False
non_overlapping_temporal_composition,primary_matched,AOI-03,sentinel2,2024,1y_vs_2y,1,2,35,-6.472190190976743e-05,-0.5147093204669266,0.6100861743025118,0.6100861743025118,False
non_overlapping_temporal_composition,primary_matched,AOI-03,sentinel2,2024,1y_vs_3y,1,3,35,-0.00047135056616170345,-2.078208324959594,0.045308854390658876,0.09061770878131775,False
non_overlapping_temporal_composition,primary_matched,AOI-03,sentinel2,2024,2y_vs_3y,2,3,35,-0.00040662866425193603,-2.6848403505239324,0.011134880001334686,0.03340464000400406,True
non_overlapping_temporal_composition,primary_matched,AOI-03,sentinel2,2025,1y_vs_2y,1,2,35,-9.625004804056151e-05,-1.0841639055040755,0.2859204707946136,0.5718409415892272,False
non_overlapping_temporal_composition,primary_matched,AOI-03,sentinel2,2025,1y_vs_3y,1,3,35,4.676243889732319e-05,0.4889428415389852,0.628021462036812,0.628021462036812,False
non_overlapping_temporal_composition,primary_matched,AOI-03,sentinel2,2025,2y_vs_3y,2,3,35,0.0001430124869378847,2.642551901527719,0.012350058277415497,0.03705017483224649,True
