sensitivity,variant,experiment,AOI,sensor,train_years,target_year,window,n,block_n,RMSE,MAE,Bias,R2,Pearson_r,slope,intercept,train_n,train_block_n
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,landsat,2022,2025,W2022,20017,39,0.04788157546268848,0.03876599220715139,-0.0015231374536982018,0.7545550482122758,0.8709496879560632,0.9140471829239694,-0.036385851428821114,13159,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,landsat,2023,2025,W2023,20017,39,0.04753726347546319,0.038829311899330206,-0.001992906780868331,0.7580723004240353,0.8709496879560626,0.8613305584425657,-0.0021525533660397,12841,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,landsat,2024,2025,W2024,20017,39,0.054519065156254466,0.043369007200996935,-0.02662153119023411,0.6817898403881015,0.8709496879560623,0.8247297840292268,-0.002687086898274793,18920,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,landsat,2022;2023,2025,W2022_2023,20017,39,0.04764854669874802,0.038757524209331845,-0.002088871650932288,0.7569382845134918,0.8709496879560621,0.8872239938178333,-0.01929402601709318,26000,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,landsat,2023;2024,2025,W2023_2024,20017,39,0.05039489023608029,0.04051402391030642,-0.016777247317180013,0.7281118698479166,0.8709496879560615,0.8368114827028112,-0.0007961196000023651,31761,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,landsat,2022;2023;2024,2025,W2022_2024,20017,39,0.049234751284382386,0.03972869685056634,-0.012987802903911225,0.7404860324030976,0.8709496879560616,0.8511369229484604,-0.006437034644040218,44920,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,modis,2022,2025,W2022,18641,39,0.03974423490401797,0.031234683157624635,-0.0066049289948469075,0.8343786011268833,0.9164303457763627,1.0408087769520054,-0.1498354868010443,10732,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,modis,2023,2025,W2023,18641,39,0.03919645986237128,0.03133274570891738,0.0001730976160664058,0.838912495011925,0.9164204100718234,0.9746527911216444,-0.09814716463484807,20043,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,modis,2024,2025,W2024,18641,39,0.04471272126346641,0.03479663386127226,-0.020622291277759774,0.7903811321593328,0.9164204100718231,0.9312146601959905,-0.08945545822225454,16212,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,modis,2022;2023,2025,W2022_2023,18641,39,0.03915991356788254,0.03108879943880945,-0.0023774177276433776,0.8392127469664552,0.9164204100718228,1.002802294862217,-0.11980640040318535,30775,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,modis,2023;2024,2025,W2023_2024,18641,39,0.04033529860233427,0.031736239547553516,-0.008979970252982203,0.8294158329599023,0.9164204100718226,0.9592098114556422,-0.09681707856695843,36255,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,modis,2022;2023;2024,2025,W2022_2024,18641,39,0.04012999511231113,0.031556505391957757,-0.008714596559029474,0.8311479335093583,0.9164204100718236,0.9784204880714239,-0.10959248356672746,46987,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,sentinel2,2022,2025,W2022,12809,39,0.06571287647960831,0.054463424218587575,-0.028387168493805754,0.5692152548999296,0.8064575898009937,0.6404465942366467,0.15098454904056102,5928,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,sentinel2,2023,2025,W2023,12809,39,0.06544440271627376,0.05394471615569629,-0.027561159493993886,0.5727280563935966,0.8064819225625341,0.6992721558332868,0.11623791401690031,13486,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,sentinel2,2024,2025,W2024,12809,39,0.06930352332933971,0.05761137565143094,-0.03481369055968494,0.520851659876744,0.8064575898009934,0.5869177021573005,0.17692576741262633,8101,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,sentinel2,2022;2023,2025,W2022_2023,12809,39,0.06527848311626568,0.05390438401015565,-0.027400476967838122,0.5748918143517232,0.8064714840892548,0.6835517013062149,0.12590541518496368,19414,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,sentinel2,2023;2024,2025,W2023_2024,12809,39,0.06605899469204621,0.05468206653328816,-0.029310543836986287,0.5646653059445994,0.8064575898009932,0.6617374084268253,0.13718708793452378,21587,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-00,sentinel2,2022;2023;2024,2025,W2022_2024,12809,39,0.06594253937022404,0.054601719457529015,-0.029039273573789538,0.5661988550170851,0.8064575898009925,0.6574934449657039,0.14002458930024503,27515,39
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,landsat,2022,2025,W2022,9601,35,0.0012032481189989382,0.0004979752742595921,7.879918695190871e-05,0.43719979632438855,0.7344642965527511,0.0947369577144108,-0.004986759240921149,9709,34
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,landsat,2023,2025,W2023,9601,35,0.0011863664682869705,0.0005566421014765085,0.00017856423163416368,0.4528812613616898,0.7242498455690726,0.10616768742614131,-0.005509522937845851,15205,35
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,landsat,2024,2025,W2024,9601,35,0.0012001021052102231,0.0005318088431598988,0.00012898830628206044,0.44013894494491845,0.7264280258241015,0.0980351747807159,-0.005103139884648391,10862,35
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,landsat,2022;2023,2025,W2022_2023,9601,35,0.0011897385052335114,0.0005332839930409788,0.00014017355251138365,0.44976666472093507,0.728199029229375,0.102154150765038,-0.005330777255285372,24912,34
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,landsat,2023;2024,2025,W2023_2024,9601,35,0.0011912512338369348,0.0005454480392644543,0.00015686591782046471,0.44836655392066194,0.7253228767299523,0.10277392674172861,-0.005341488255316043,26067,35
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,landsat,2022;2023;2024,2025,W2022_2024,9601,35,0.0011928478935703674,0.0005324806194597819,0.0001362365282503032,0.4468868305104131,0.7277454770254972,0.10086095928400676,-0.005259960629276608,35773,34
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,modis,2022,2025,W2022,19714,35,0.0013827106643184489,0.0005721136404526248,0.00015929461805840245,0.36035121373559986,0.6723048553388795,0.09667384384522865,-0.005346229277428304,19809,35
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,modis,2023,2025,W2023,19714,35,0.001388992497633831,0.0005209595588605894,8.179544320937903e-05,0.3545259971001278,0.6863860692071108,0.09074889851478275,-0.005094112047038029,19735,35
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,modis,2024,2025,W2024,19714,35,0.0014710862464752642,0.0004763422597493755,-3.411448779207706e-05,0.27597222687753065,0.6818175818012645,0.06381744203110255,-0.0035654022941035454,19776,35
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,modis,2022;2023,2025,W2022_2023,19714,35,0.0013867897848517017,0.0005440488700798346,0.00011556726949183149,0.356571604220389,0.6791224650211667,0.09283782622811591,-0.005171988324189129,39544,35
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,modis,2023;2024,2025,W2023_2024,19714,35,0.0014282659814937623,0.0004964454574425416,1.9971609929313797e-05,0.31750866815259426,0.6850517491380265,0.07679133920581896,-0.004304694163664747,39511,35
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,modis,2022;2023;2024,2025,W2022_2024,19714,35,0.0014144478595565283,0.0005158895773286848,5.5339450569689645e-05,0.3306506577831304,0.680827455963828,0.08167889958366328,-0.004558547034691226,59320,35
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,sentinel2,2022,2025,W2022,19409,35,0.0012643381334472967,0.000312514321842678,-0.0001661015977997114,0.4634404648390513,0.8489222424866206,0.08286245802853434,-0.0025532985254751927,15920,35
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,sentinel2,2023,2025,W2023,19409,35,0.0013158550916978545,0.0002911847558153847,-0.00021774522098119448,0.41882413040991595,0.852594101785976,0.07800826035853063,-0.0025849262746615136,13138,35
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,sentinel2,2024,2025,W2024,19409,35,0.0013656925440447558,0.00030913492973167384,-0.00021026480382865418,0.37396686514396293,0.8509447043683604,0.06516045746702244,-0.0020460100811503035,19112,35
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,sentinel2,2022;2023,2025,W2022_2023,19409,35,0.00129161383712079,0.000300873242793165,-0.00019334589936546853,0.4400402364769884,0.85198096513836,0.07977912440762687,-0.002540517769382411,29058,35
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,sentinel2,2023;2024,2025,W2023_2024,19409,35,0.0013446013059972247,0.00030131638540635704,-0.00021346005121508434,0.3931539897737991,0.8524178508455749,0.07036259794310887,-0.0022604543343236073,32250,35
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-01,sentinel2,2022;2023;2024,2025,W2022_2024,19409,35,0.0013177024340521194,0.0003036386787356243,-0.00019962998557391032,0.4171911474978135,0.8517265196800871,0.0745720560155815,-0.0023651593882318507,48170,35
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,landsat,2022,2025,W2022,1735,28,0.0560061172004847,0.043303933074535866,0.01011071966870987,0.8840328705155373,0.9423048807545295,0.9606899159551845,-0.06884407173948737,4780,34
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,landsat,2023,2025,W2023,1735,28,0.056359019859207896,0.043289819204196466,0.011063801876137818,0.8825668147384154,0.9423048995079124,1.0022940082381235,-0.09148053981283621,581,6
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,landsat,2024,2025,W2024,1735,28,0.05916894060770063,0.04551598007839317,0.020625794559164756,0.8705650487381777,0.9423048807545299,1.0141287724911017,-0.08862884978280416,1521,30
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,landsat,2022;2023,2025,W2022_2023,1735,28,0.055349902971141104,0.04278723700394205,0.005528884962659208,0.8867344846629909,0.9423048807545297,0.9634131442644709,-0.07496997798121924,1550,6
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,landsat,2023;2024,2025,W2023_2024,1735,28,0.059777465913110374,0.04630674819566684,0.02328063490484137,0.8678890004450327,0.9423048807545299,0.9757823460320222,-0.0642315703663201,1097,6
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,landsat,2022;2023;2024,2025,W2022_2024,1735,28,0.05667293023460137,0.043877154790474986,0.013171853762417854,0.8812550049470822,0.9423048807545295,0.9553551010505897,-0.06275809547069522,2066,6
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,modis,2022,2025,W2022,2190,24,0.05025480731777811,0.04079689069389523,0.032330567561114194,0.8109065894767484,0.9430181727413954,1.0815071177706657,-0.1325309422416855,10412,38
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,modis,2023,2025,W2023,2190,24,0.03916353457363772,0.0306444064910818,0.007381053995569304,0.8851621820197229,0.943019510012243,1.0617848922378972,-0.14471030383641992,2351,31
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,modis,2024,2025,W2024,2190,24,0.051600367286903995,0.04207542256743729,0.03433121958239952,0.8006451727203392,0.9430181727413952,1.0917610135675628,-0.13716990671420481,11497,38
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,modis,2022;2023,2025,W2022_2023,2190,24,0.04701625226077019,0.03775851596204607,0.02704692670684314,0.8344926876507212,0.9430181727413954,1.0644190578166963,-0.1267496993712916,12160,31
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,modis,2023;2024,2025,W2023_2024,2190,24,0.04834562165476052,0.03897299613659548,0.02925958524290555,0.8250010396718344,0.9430181727413955,1.0846448053097917,-0.13763364424476654,13359,31
