sensitivity,variant,experiment,AOI,sensor,train_years,target_year,window,status,held_out_year,train_n,test_n,RMSE,MAE,Bias,R2,Pearson_r,n
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,landsat,2022;2023;2024,2025,W2022_2024,COMPLETED,2023,992,306,0.06180338766454114,0.04702882286681519,0.0014355231537866598,0.8725822031172089,0.9349150681806898,306.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,landsat,2022;2023;2024,2025,W2022_2024,COMPLETED,2024,909,389,0.07164783707744585,0.05794291881744674,-0.030863510452133792,0.7954803518568714,0.9135473732006283,389.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,modis,2022,2025,W2022,NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,modis,2023,2025,W2023,NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,modis,2024,2025,W2024,NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,modis,2022;2023,2025,W2022_2023,COMPLETED,2022,2021,7658,0.04476976138592696,0.0361849014869923,-0.02590795369727457,0.9054774307758718,0.9680888242946072,7658.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,modis,2022;2023,2025,W2022_2023,COMPLETED,2023,7658,2021,0.05854459970501447,0.04579028357392509,0.026382099111942132,0.8610920587305694,0.9430424757200011,2021.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,modis,2023;2024,2025,W2023_2024,COMPLETED,2023,8517,2021,0.05893736909947341,0.046152470640942286,0.027129444417285625,0.8592219698492429,0.9430481716222051,2021.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,modis,2023;2024,2025,W2023_2024,COMPLETED,2024,2021,8517,0.046980971630457544,0.03765171747249279,-0.02658731903389596,0.9220193793007171,0.973316064653731,8517.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,modis,2022;2023;2024,2025,W2022_2024,COMPLETED,2022,10538,7658,0.036838451960403695,0.02815518013463756,-0.004896999282746629,0.9360016610831258,0.9680636963221844,7658.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,modis,2022;2023;2024,2025,W2022_2024,COMPLETED,2023,16175,2021,0.05882011495731645,0.04603551029384917,0.026934481499861808,0.8597815600552867,0.9430459001740702,2021.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,modis,2022;2023;2024,2025,W2022_2024,COMPLETED,2024,9679,8517,0.03940070998895768,0.03032095885646796,-0.006292188611261048,0.9451532630805443,0.9732611435099207,8517.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,sentinel2,2022,2025,W2022,NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,sentinel2,2023,2025,W2023,NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,
