acquisition_count,aerosol_or_quality_masked_count,cloud_masked_count,cloud_shadow_masked_count,final_valid_count,input_checksum,min_valid_observations,no_land_valid_observation_ratio,offset,output_checksum,product_id,product_version,qa_config_hash,scale,scene_statistics,snow_ice_masked_count,source,target_date,total_pixel_count,valid_observation_count_distribution,valid_scene_count,water_caused_insufficient_ratio,water_masked_count,water_masked_ratio,water_once_ratio,year
8,32090520,12518976,2655780,9479,09228a98d546933275c207c0e6a7fc9ec4c36fc2bf052821cdd12afe69a25795,2,0.012625764450581969,0.0,aede1106e91ab3823bf186ebbf5266e8274ccad4f23805bce6921e3b939c58a5,COPERNICUS/S2_SR_HARMONIZED,Harmonized L2A,0909096b4ec2554e55705d25a822e1c1d912cb3dc73d579e3026d4be3f239912,0.0001,"[{'product_id': '20220719T040601_20220719T041203_T47SNB', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220719T040601_20220719T041203_T47SNB', 'input_checksum': 'd850bfcd757393f94af426cef0e2f8177d93678ae8cf16cb14909d5517126bf2', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 0, 'water_masked_ratio': 0.0, 'cloud_masked_count': 505227, 'cloud_shadow_masked_count': 28512, 'snow_ice_masked_count': 55892, 'aerosol_or_quality_masked_count': 8022630, 'final_valid_count': 74923}, {'product_id': '20220719T040601_20220719T041203_T47SNC', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220719T040601_20220719T041203_T47SNC', 'input_checksum': 'a077993f0f35565383f14179e0977bf2a5482ddc5963ec9c0b06b57c25cd4a06', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 3164, 'water_masked_ratio': 0.0003739140361703923, 'cloud_masked_count': 4659579, 'cloud_shadow_masked_count': 803058, 'snow_ice_masked_count': 135924, 'aerosol_or_quality_masked_count': 0, 'final_valid_count': 2895770}, {'product_id': '20220709T040601_20220709T041602_T47SNC', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220709T040601_20220709T041602_T47SNC', 'input_checksum': 'cdda2b5092d76f5d57d6c48aadc6413076d974b0bc64609df5f18c5ffab96072', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 3020, 'water_masked_ratio': 0.0003568964567745211, 'cloud_masked_count': 2401405, 'cloud_shadow_masked_count': 476668, 'snow_ice_masked_count': 260, 'aerosol_or_quality_masked_count': 0, 'final_valid_count': 5588923}, {'product_id': '20220709T040601_20220709T041602_T47SNB', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220709T040601_20220709T041602_T47SNB', 'input_checksum': 'c4e11f18f35ec9f8eaf6e75df2337a93b444e4dbee8df503b0d121ec917fcfdb', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 0, 'water_masked_ratio': 0.0, 'cloud_masked_count': 141603, 'cloud_shadow_masked_count': 88304, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 8022630, 'final_valid_count': 208590}, {'product_id': '20220729T040551_20220729T041603_T47SNB', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220729T040551_20220729T041603_T47SNB', 'input_checksum': '6fff2a195521920cbfc5001fc5687b336c3b89edb6d6c91532b043dfa2d2a091', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 0, 'water_masked_ratio': 0.0, 'cloud_masked_count': 44702, 'cloud_shadow_masked_count': 48356, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 8022630, 'final_valid_count': 342042}, {'product_id': '20220729T040551_20220729T041603_T47SNC', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220729T040551_20220729T041603_T47SNC', 'input_checksum': 'b767d4f895ec0dba98f1dbc83afbde2bbbb1d0a985eecba3133bfbef7d405de8', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 6056, 'water_masked_ratio': 0.000715683755704139, 'cloud_masked_count': 1303971, 'cloud_shadow_masked_count': 447294, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 0, 'final_valid_count': 6710136}, {'product_id': '20220724T040549_20220724T041608_T47SNC', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220724T040549_20220724T041608_T47SNC', 'input_checksum': '4574a9549fdcf041219c79105383a4981b1a5ee0d6bf0b27bb2facdf633da751', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 3768, 'water_masked_ratio': 0.0004452933275252965, 'cloud_masked_count': 3026123, 'cloud_shadow_masked_count': 708688, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 0, 'final_valid_count': 4753277}, {'product_id': '20220724T040549_20220724T041608_T47SNB', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220724T040549_20220724T041608_T47SNB', 'input_checksum': '1ae36ed07b60e80e2637660bd0ce755664a61aca10e535eeeefb949a4adb0aea', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 0, 'water_masked_ratio': 0.0, 'cloud_masked_count': 436366, 'cloud_shadow_masked_count': 54900, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 8022630, 'final_valid_count': 168408}]",192076,sentinel2,2022-07-20,10138,"{'0': 128, '1': 531, '2': 1646, '3': 4139, '4': 3327, '5': 28, '6': 219, '7': 14, '8': 106}",8,0.0,16008,0.00023647344702179362,0.01154073781811008,2022
8,32090520,12418183,3230246,9517,0f9776a7e512ea2015f70380a7e1222ce501eac05af8e74a4e85d2c83374a5f9,2,0.012527125665811796,0.0,ef41946b2dab7dae4f4cb3eb051ea09dc6a2ca8d083e69ce35d9fcd06a329f97,COPERNICUS/S2_SR_HARMONIZED,Harmonized L2A,0909096b4ec2554e55705d25a822e1c1d912cb3dc73d579e3026d4be3f239912,0.0001,"[{'product_id': '20220719T040601_20220719T041203_T47SNB', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220719T040601_20220719T041203_T47SNB', 'input_checksum': 'd850bfcd757393f94af426cef0e2f8177d93678ae8cf16cb14909d5517126bf2', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 0, 'water_masked_ratio': 0.0, 'cloud_masked_count': 505227, 'cloud_shadow_masked_count': 28512, 'snow_ice_masked_count': 55892, 'aerosol_or_quality_masked_count': 8022630, 'final_valid_count': 74923}, {'product_id': '20220719T040601_20220719T041203_T47SNC', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220719T040601_20220719T041203_T47SNC', 'input_checksum': 'a077993f0f35565383f14179e0977bf2a5482ddc5963ec9c0b06b57c25cd4a06', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 3164, 'water_masked_ratio': 0.0003739140361703923, 'cloud_masked_count': 4659579, 'cloud_shadow_masked_count': 803058, 'snow_ice_masked_count': 135924, 'aerosol_or_quality_masked_count': 0, 'final_valid_count': 2895770}, {'product_id': '20220729T040551_20220729T041603_T47SNB', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220729T040551_20220729T041603_T47SNB', 'input_checksum': '6fff2a195521920cbfc5001fc5687b336c3b89edb6d6c91532b043dfa2d2a091', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 0, 'water_masked_ratio': 0.0, 'cloud_masked_count': 44702, 'cloud_shadow_masked_count': 48356, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 8022630, 'final_valid_count': 342042}, {'product_id': '20220729T040551_20220729T041603_T47SNC', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220729T040551_20220729T041603_T47SNC', 'input_checksum': 'b767d4f895ec0dba98f1dbc83afbde2bbbb1d0a985eecba3133bfbef7d405de8', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 6056, 'water_masked_ratio': 0.000715683755704139, 'cloud_masked_count': 1303971, 'cloud_shadow_masked_count': 447294, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 0, 'final_valid_count': 6710136}, {'product_id': '20220724T040549_20220724T041608_T47SNC', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220724T040549_20220724T041608_T47SNC', 'input_checksum': '4574a9549fdcf041219c79105383a4981b1a5ee0d6bf0b27bb2facdf633da751', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 3768, 'water_masked_ratio': 0.0004452933275252965, 'cloud_masked_count': 3026123, 'cloud_shadow_masked_count': 708688, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 0, 'final_valid_count': 4753277}, {'product_id': '20220724T040549_20220724T041608_T47SNB', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220724T040549_20220724T041608_T47SNB', 'input_checksum': '1ae36ed07b60e80e2637660bd0ce755664a61aca10e535eeeefb949a4adb0aea', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 0, 'water_masked_ratio': 0.0, 'cloud_masked_count': 436366, 'cloud_shadow_masked_count': 54900, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 8022630, 'final_valid_count': 168408}, {'product_id': '20220808T040601_20220808T041605_T47SNC', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220808T040601_20220808T041605_T47SNC', 'input_checksum': '5c3da6068673a5dc7aa6b691ffda021bcaa7518911a3d064f9ad526e9c91b850', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 3552, 'water_masked_ratio': 0.0004197669584314897, 'cloud_masked_count': 2277160, 'cloud_shadow_masked_count': 1053390, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 0, 'final_valid_count': 5168452}, {'product_id': '20220808T040601_20220808T041605_T47SNB', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220808T040601_20220808T041605_T47SNB', 'input_checksum': '3719a231612b59b9bceec32779c958d91f63eafee98221d42e4deeeb3d38fd10', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 0, 'water_masked_ratio': 0.0, 'cloud_masked_count': 165055, 'cloud_shadow_masked_count': 86048, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 8022630, 'final_valid_count': 188892}]",191816,sentinel2,2022-07-31,10138,"{'0': 127, '1': 494, '2': 1696, '3': 4437, '4': 3069, '5': 39, '6': 219, '7': 10, '8': 47}",8,0.00019727756954034326,16540,0.0002443322597289147,0.01154073781811008,2022
4,16045260,3790888,1635088,7587,665437daf5219ac4577cee92376e6647054fb1c06903b311c00f942329e9bfd3,2,0.023180114420990335,0.0,f5269486a82d6815d9dcc5f2c04c1f3a9c4b63de012d5a51ddb924acc1ea8320,COPERNICUS/S2_SR_HARMONIZED,Harmonized L2A,0909096b4ec2554e55705d25a822e1c1d912cb3dc73d579e3026d4be3f239912,0.0001,"[{'product_id': '20220729T040551_20220729T041603_T47SNB', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220729T040551_20220729T041603_T47SNB', 'input_checksum': '6fff2a195521920cbfc5001fc5687b336c3b89edb6d6c91532b043dfa2d2a091', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 0, 'water_masked_ratio': 0.0, 'cloud_masked_count': 44702, 'cloud_shadow_masked_count': 48356, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 8022630, 'final_valid_count': 342042}, {'product_id': '20220729T040551_20220729T041603_T47SNC', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220729T040551_20220729T041603_T47SNC', 'input_checksum': 'b767d4f895ec0dba98f1dbc83afbde2bbbb1d0a985eecba3133bfbef7d405de8', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 6056, 'water_masked_ratio': 0.000715683755704139, 'cloud_masked_count': 1303971, 'cloud_shadow_masked_count': 447294, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 0, 'final_valid_count': 6710136}, {'product_id': '20220808T040601_20220808T041605_T47SNC', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220808T040601_20220808T041605_T47SNC', 'input_checksum': '5c3da6068673a5dc7aa6b691ffda021bcaa7518911a3d064f9ad526e9c91b850', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 3552, 'water_masked_ratio': 0.0004197669584314897, 'cloud_masked_count': 2277160, 'cloud_shadow_masked_count': 1053390, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 0, 'final_valid_count': 5168452}, {'product_id': '20220808T040601_20220808T041605_T47SNB', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2022/annual_20260729182250_f7837b7d__2022-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20220808T040601_20220808T041605_T47SNB', 'input_checksum': '3719a231612b59b9bceec32779c958d91f63eafee98221d42e4deeeb3d38fd10', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 0, 'water_masked_ratio': 0.0, 'cloud_masked_count': 165055, 'cloud_shadow_masked_count': 86048, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 8022630, 'final_valid_count': 188892}]",0,sentinel2,2022-08-10,10138,"{'0': 235, '1': 2316, '2': 7131, '3': 35, '4': 421}",4,0.001085026632471888,9608,0.0002838626785339072,0.00976523969224699,2022
10,40113150,14233570,1251442,10067,ae224aa58f8eb4e7cafe356f05bcb6d74394e19f7d05a042101d2a5701947496,2,0.005721049516669955,0.0,48bb4bf468d2d4899017f2e160a302149cbf6f48c27452f5603397224f8c3535,COPERNICUS/S2_SR_HARMONIZED,Harmonized L2A,0909096b4ec2554e55705d25a822e1c1d912cb3dc73d579e3026d4be3f239912,0.0001,"[{'product_id': '20230729T040549_20230729T041550_T47SNC', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2023/annual_20260729202221_0489bfd4__2023-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20230729T040549_20230729T041550_T47SNC', 'input_checksum': '4e6056e03e468f03f8718f919b07d41bd0bf9187fe6386b327203295103c7518', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 7728, 'water_masked_ratio': 0.0009132767609117546, 'cloud_masked_count': 3650, 'cloud_shadow_masked_count': 38360, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 0, 'final_valid_count': 8411875}, {'product_id': '20230729T040549_20230729T041550_T47SNB', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2023/annual_20260729202221_0489bfd4__2023-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20230729T040549_20230729T041550_T47SNB', 'input_checksum': '5e2f8a554441a08ab2185840bec00629e79380c239d8ae8c4bbac3db46392f29', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 0, 'water_masked_ratio': 0.0, 'cloud_masked_count': 0, 'cloud_shadow_masked_count': 15872, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 8022630, 'final_valid_count': 417589}, {'product_id': '20230714T040551_20230714T041506_T47SNC', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2023/annual_20260729202221_0489bfd4__2023-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20230714T040551_20230714T041506_T47SNC', 'input_checksum': '86cc6863ebc8a49d3e5d97ad1e54430fb43c127828354c04fe52a18ce709416e', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 10392, 'water_masked_ratio': 0.001228101979735372, 'cloud_masked_count': 1312093, 'cloud_shadow_masked_count': 295064, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 0, 'final_valid_count': 6840257}, {'product_id': '20230709T040549_20230709T041549_T47SNC', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2023/annual_20260729202221_0489bfd4__2023-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20230709T040549_20230709T041549_T47SNC', 'input_checksum': '4875ab74d99e700ec519fba6f2b85636e097bea755cb3e4de8021f032d36b759', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 10968, 'water_masked_ratio': 0.0012961722973188568, 'cloud_masked_count': 251795, 'cloud_shadow_masked_count': 101820, 'snow_ice_masked_count': 160, 'aerosol_or_quality_masked_count': 0, 'final_valid_count': 8089299}, {'product_id': '20230714T040551_20230714T041506_T47SNB', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2023/annual_20260729202221_0489bfd4__2023-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20230714T040551_20230714T041506_T47SNB', 'input_checksum': '99f8eebe8b47f1d34980767276c396257cfd104d1d4860ab4384efafa04dd195', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 0, 'water_masked_ratio': 0.0, 'cloud_masked_count': 336136, 'cloud_shadow_masked_count': 20692, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 8022630, 'final_valid_count': 301559}, {'product_id': '20230709T040549_20230709T041549_T47SNB', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2023/annual_20260729202221_0489bfd4__2023-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20230709T040549_20230709T041549_T47SNB', 'input_checksum': '6cf5fc901cc64df156ac28a8db552f9e812b4585a54025cd4073d8091fcfbd64', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 0, 'water_masked_ratio': 0.0, 'cloud_masked_count': 39134, 'cloud_shadow_masked_count': 26232, 'snow_ice_masked_count': 160, 'aerosol_or_quality_masked_count': 8022630, 'final_valid_count': 369388}, {'product_id': '20230719T040549_20230719T041550_T47SNB', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2023/annual_20260729202221_0489bfd4__2023-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20230719T040549_20230719T041550_T47SNB', 'input_checksum': '2a93f921d422ae97fcc231bfc031f3e20c01df125c6407f854d3771cd6cfbe70', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 0, 'water_masked_ratio': 0.0, 'cloud_masked_count': 929026, 'cloud_shadow_masked_count': 34368, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 8022630, 'final_valid_count': 28789}, {'product_id': '20230719T040549_20230719T041550_T47SNC', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2023/annual_20260729202221_0489bfd4__2023-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20230719T040549_20230719T041550_T47SNC', 'input_checksum': '8076a6953dda8c36a4ca4865b5ef751d188b7ddc44ed4290d354617aa7f9f84a', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 3644, 'water_masked_ratio': 0.0004306393008232963, 'cloud_masked_count': 6434753, 'cloud_shadow_masked_count': 378406, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 0, 'final_valid_count': 1703028}, {'product_id': '20230724T040551_20230724T041549_T47SNB', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2023/annual_20260729202221_0489bfd4__2023-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20230724T040551_20230724T041549_T47SNB', 'input_checksum': 'ca4d537c362216017bd759abc3af479bcb3e9832d61be8255e5314834a5e13c7', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 0, 'water_masked_ratio': 0.0, 'cloud_masked_count': 962537, 'cloud_shadow_masked_count': 21448, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 8022630, 'final_valid_count': 4306}, {'product_id': '20230724T040551_20230724T041549_T47SNC', 'source_path': '/Users/hankchen/Desktop/青海实习/FVC模型/qh-fvc-data/storage/projects/prj_20260729085738_7fd76c__示例范围/data-center/imagery/series/series_20260729182250_38962d4d__sentinel-2-summer-l2a-series-多年度-series/years/2023/annual_20260729202221_0489bfd4__2023-s2-l2a-harmonized-r1/raw/acquisition/raw/sentinel2/20230724T040551_20230724T041549_T47SNC', 'input_checksum': '0e59c9b65eec92943196e37c19bf926cf22c500111066d64b9f533e5ba221dca', 'total_pixel_count': 8461838, 'finite_reflectance_count': 8461838, 'water_masked_count': 6256, 'water_masked_ratio': 0.000739319282642849, 'cloud_masked_count': 3964446, 'cloud_shadow_masked_count': 319180, 'snow_ice_masked_count': 0, 'aerosol_or_quality_masked_count': 0, 'final_valid_count': 4193500}]",320,sentinel2,2023-07-20,10138,"{'0': 58, '1': 13, '2': 213, '3': 2718, '4': 4618, '5': 1981, '6': 389, '7': 41, '8': 105, '9': 1, '10': 1}",10,0.0,38988,0.00046075096214321287,0.018938646675872955,2023
