sensitivity,variant,experiment,AOI,sensor,train_years,target_year,rolling_id,history_length,target_n,target_block_n,RMSE,MAE,Bias,R2,Pearson_r,n,slope,intercept,train_n,train_block_n,history_length_rank_by_global_RMSE
landsat_sr_qa_aerosol,primary_matched,rolling_origin,AOI-00,landsat,2023,2024,R2024-H1,1,19655,39,0.05315586594803877,0.04326416372470445,0.023498182032875226,0.6318090491993285,0.8393957025411115,19655,0.850481043802384,0.003785407631965887,18637,39,3.0
landsat_sr_qa_aerosol,primary_matched,rolling_origin,AOI-00,landsat,2022;2023,2024,R2024-H2,2,19655,39,0.051928373831654606,0.04221568120674727,0.019749887021391948,0.6486174739288519,0.8393957025411106,19655,0.892584621795025,-0.026932529565862895,36346,39,2.0
landsat_sr_qa_aerosol,primary_matched,rolling_origin,AOI-00,landsat,2021;2022;2023,2024,R2024-H3,3,19655,39,0.051509997780424845,0.04190415562617087,0.01928602053509435,0.6542566961255788,0.8393957025411093,19655,0.8646025411297517,-0.009472344483341777,52860,39,1.0
landsat_sr_qa_aerosol,primary_matched,rolling_origin,AOI-00,landsat,2024,2025,R2025-H1,1,20158,39,0.054807921761527885,0.04360756855812125,-0.027144917131461957,0.6674297498623412,0.8662069569862695,20158,0.8223467828968528,-0.0016912430732847206,19655,39,3.0
landsat_sr_qa_aerosol,primary_matched,rolling_origin,AOI-00,landsat,2023;2024,2025,R2025-H2,2,20158,39,0.0500106280961252,0.04030433923169219,-0.015507222674786334,0.7231010263722005,0.86620695698627,20158,0.8340939506910341,0.0022020759879589624,38292,39,2.0
landsat_sr_qa_aerosol,primary_matched,rolling_origin,AOI-00,landsat,2022;2023;2024,2025,R2025-H3,3,20158,39,0.04949342432412206,0.03983338629024452,-0.013939685599097447,0.7287987211391143,0.8662069569862707,20158,0.8597817812378615,-0.013165209553546275,56001,39,1.0
landsat_sr_qa_aerosol,primary_matched,rolling_origin,AOI-01,landsat,2023,2024,R2024-H1,1,16065,35,0.001007637284361041,0.00045252268901554114,0.00026638683964289874,0.47379341842784517,0.7400642967124038,16065,0.11426048760810575,-0.005991003398268915,18809,35,1.0
landsat_sr_qa_aerosol,primary_matched,rolling_origin,AOI-01,landsat,2022;2023,2024,R2024-H2,2,16065,35,0.0010089678882637234,0.00038092713565597667,0.0001699798125085648,0.47240276955567584,0.753988140679797,16065,0.10057196499714119,-0.005347410819013176,34885,35,2.0
landsat_sr_qa_aerosol,primary_matched,rolling_origin,AOI-01,landsat,2021;2022;2023,2024,R2024-H3,3,16065,35,0.0010108542669875114,0.0003530510564584352,0.00013404362565725957,0.4704281208757102,0.7620646607557985,16065,0.09672674041181831,-0.00518402746268797,44798,35,3.0
landsat_sr_qa_aerosol,primary_matched,rolling_origin,AOI-01,landsat,2024,2025,R2025-H1,1,8560,34,0.0012088156216650968,0.00059696709537215,0.0001396784951189646,0.45248378891457064,0.7479409837237713,8560,0.09380331891262625,-0.004890984524567946,16065,35,3.0
landsat_sr_qa_aerosol,primary_matched,rolling_origin,AOI-01,landsat,2023;2024,2025,R2025-H2,2,8560,34,0.0011802236242720733,0.0006131841401996784,0.00019120258530475135,0.47807817015041776,0.7502527297394,8560,0.10549150242103093,-0.005519675267444669,34874,35,1.0
landsat_sr_qa_aerosol,primary_matched,rolling_origin,AOI-01,landsat,2022;2023;2024,2025,R2025-H3,3,8560,34,0.0011892781003306312,0.0005702123168150222,0.00011736864720085751,0.4700392593694249,0.756997869138933,8560,0.09843572653281445,-0.005202288698277165,50950,35,2.0
