aerosol_mode,AOI,sensor,rolling_id,target_year,history_length,primary_n,primary_target_n,primary_RMSE,primary_MAE,primary_Bias,primary_R2,primary_Pearson_r,primary_slope,primary_intercept,sensitivity_n,sensitivity_target_n,sensitivity_RMSE,sensitivity_MAE,sensitivity_Bias,sensitivity_R2,sensitivity_Pearson_r,sensitivity_slope,sensitivity_intercept,primary_matched_n,primary_matched_target_n,primary_matched_RMSE,primary_matched_MAE,primary_matched_Bias,primary_matched_R2,primary_matched_Pearson_r,primary_matched_slope,primary_matched_intercept,sensitivity_matched_n,sensitivity_matched_target_n,sensitivity_matched_RMSE,sensitivity_matched_MAE,sensitivity_matched_Bias,sensitivity_matched_R2,sensitivity_matched_Pearson_r,sensitivity_matched_slope,sensitivity_matched_intercept,matched_n,retention_fraction,delta_RMSE_operational,delta_RMSE_matched,delta_MAE_operational,delta_MAE_matched,delta_Bias_operational,delta_Bias_matched,delta_slope_operational,delta_slope_matched,delta_intercept_operational,delta_intercept_matched
exclude_high_aerosol,AOI-01,landsat,R2024-H3,2024,3,19872,19872,0.0011809444966472114,0.0003591872555819062,0.00012800579622820215,0.43731463005897364,0.7532417502327453,0.09662792894359856,-0.005107224644724565,18783,18783,0.001318579686893952,0.0003580652699389977,9.616414971609079e-05,0.28925090154597266,0.6361675490704044,0.0805746469673318,-0.004242294233327828,18783,18783,0.0011523470929712637,0.0003671861807696475,0.00014211793782797647,0.45716208147346926,0.7677276882420092,0.09841853589831716,-0.005213798695062752,18783,18783,0.001318579686893952,0.0003580652699389977,9.616414971609079e-05,0.28925090154597266,0.6361675490704044,0.0805746469673318,-0.004242294233327828,18783,0.9451992753623188,0.00013763519024674055,0.00016623259392268826,-1.121985642908469e-06,-9.120910830649775e-06,-3.1841646512111366e-05,-4.595378811188569e-05,-0.016053281976266764,-0.01784388893098536,0.0008649304113967369,0.0009715044617349235
exclude_high_aerosol,AOI-01,landsat,R2025-H1,2025,1,14738,14738,0.0013752216480642538,0.0006170496079467353,0.00013499608549722006,0.35245285149110306,0.6404183852649127,0.10080825874284378,-0.005165141170417693,10301,10301,0.0013033053313442216,0.0006075365118789451,0.00010029401829673996,0.34094114792758645,0.6329754582342079,0.09104455177353515,-0.004688808995308884,10301,10301,0.0011983402910538618,0.0006206092752541375,0.00016780491608302231,0.442824287462268,0.7164164350763376,0.1031604928630545,-0.005325582925311231,10301,10301,0.0013033053313442216,0.0006075365118789451,0.00010029401829673996,0.34094114792758645,0.6329754582342079,0.09104455177353515,-0.004688808995308884,10301,0.6989415117383634,-7.191631672003214e-05,0.00010496504029035986,-9.513096067790172e-06,-1.3072763375192309e-05,-3.470206720048009e-05,-6.751089778628235e-05,-0.00976370696930863,-0.012115941089519341,0.00047633217510880885,0.000636773930002347
exclude_high_aerosol,AOI-01,landsat,R2025-H2,2025,2,14738,14738,0.0013650952252453098,0.0006097352173020437,0.00013511322434132223,0.3619541472415131,0.6447416215787849,0.1053281495021411,-0.005432412362311486,10301,10301,0.0012988157843404425,0.0006065877385018314,0.00010389211720209436,0.34547389915019977,0.6346531074521722,0.09317592320634892,-0.004810283427934388,10301,10301,0.001190377660889932,0.0006198490466124438,0.0001753235354648685,0.4502042349594041,0.7184290424818516,0.106652205480087,-0.005522524996154356,10301,10301,0.0012988157843404425,0.0006065877385018314,0.00010389211720209436,0.34547389915019977,0.6346531074521722,0.09317592320634892,-0.004810283427934388,10301,0.6989415117383634,-6.627944090486734e-05,0.00010843812345051043,-3.1474788002122623e-06,-1.3261308110612416e-05,-3.1221107139227874e-05,-7.143141826277415e-05,-0.012152226295792184,-0.01347628227373808,0.0006221289343770978,0.0007122415682199682
exclude_high_aerosol,AOI-01,landsat,R2025-H3,2025,3,14738,14738,0.001372422338251498,0.0005738149403587612,7.480297583573804e-05,0.3550863763471588,0.6505171709492439,0.09869899820912345,-0.005134813201461102,10301,10301,0.0013134332889463058,0.0005705246060761102,3.7439052910588276e-05,0.33065828438060885,0.6393642043273354,0.08425795908112467,-0.004379343978060691,10301,10301,0.0011954617352986914,0.0005836055497665421,0.00011362200957099564,0.4454978769813077,0.7242630376729788,0.1006938702682079,-0.0052595749593528805,10301,10301,0.0013134332889463058,0.0005705246060761102,3.7439052910588276e-05,0.33065828438060885,0.6393642043273354,0.08425795908112467,-0.004379343978060691,10301,0.6989415117383634,-5.898904930519227e-05,0.00011797155364761443,-3.290334282651016e-06,-1.3080943690431954e-05,-3.7363922925149765e-05,-7.618295666040736e-05,-0.014441039127998781,-0.016435911187083235,0.000755469223400411,0.0008802309812921891
exclude_high_aerosol,AOI-02,landsat,R2024-H1,2024,1,1542,1542,0.0611533456290388,0.0470908739790961,0.009833169569222746,0.903787324519462,0.9521390822006978,1.0328370889095944,-0.08795051082679384,942,942,0.0658056155107038,0.04831382027503443,0.00843990630104604,0.8989054997836252,0.95169782368274,1.0203446225514239,-0.10943322255160293,942,942,0.05675752107830892,0.04343037380158776,0.010751676672766131,0.924794698533352,0.9636849984079139,1.025451194345771,-0.0946535673654939,942,942,0.0658056155107038,0.04831382027503443,0.00843990630104604,0.8989054997836252,0.95169782368274,1.0203446225514239,-0.10943322255160293,942,0.6108949416342413,0.0046522698816649985,0.009048094432394876,0.001222946295938332,0.00488344647344667,-0.001393263268176707,-0.0023117703717200917,-0.012492466358170473,-0.005106571794347037,-0.02148271172480909,-0.01477965518610902
exclude_high_aerosol,AOI-02,landsat,R2024-H2,2024,2,1542,1542,0.0604862108418881,0.046837525698680944,-0.0038078728634272376,0.9058750830322841,0.9521390822006973,0.9954864633534535,-0.08236274659659193,942,942,0.06464237670694954,0.04755319990028127,0.007917132968381561,0.9024479837925146,0.9516471232923097,0.9889858610669104,-0.09376947239770994,942,942,0.05550532725898447,0.04277038703153478,0.004971193736152495,0.9280764767734088,0.963668234270148,0.9878988689109017,-0.0817131998584707,942,942,0.06464237670694954,0.04755319990028127,0.007917132968381561,0.9024479837925146,0.9516471232923097,0.9889858610669104,-0.09376947239770994,942,0.6108949416342413,0.0041561658650614425,0.009137049447965069,0.0007156742016003262,0.004782812868746489,0.011725005831808799,0.0029459392322290657,-0.0065006022865430335,0.0010869921560087148,-0.011406725801118012,-0.012056272539239243
exclude_high_aerosol,AOI-02,landsat,R2024-H3,2024,3,1542,1542,0.061074551110503944,0.047415357864618285,-0.008285236993309299,0.9040350999234452,0.9521390822006975,0.9850451175303495,-0.08146470891879443,942,942,0.06371352970689066,0.04774050378938877,-0.00397128483378074,0.9052312942990265,0.9516300649143447,0.9468366073777952,-0.08402678759039572,942,942,0.05631125060921926,0.044119623502077994,-0.002408217047724904,0.9259726908069265,0.9636682342701486,0.9378502217216244,-0.0641726043729538,942,942,0.06371352970689066,0.04774050378938877,-0.00397128483378074,0.9052312942990265,0.9516300649143447,0.9468366073777952,-0.08402678759039572,942,0.6108949416342413,0.002638978596386718,0.007402279097671403,0.00032514592477048826,0.0036208802873107793,0.004313952159528559,-0.0015630677860558359,-0.03820851015255433,0.008986385656170826,-0.0025620786716012978,-0.019854183217441923
exclude_high_aerosol,AOI-02,landsat,R2025-H1,2025,1,7600,7600,0.058322397534448206,0.04488035725039942,0.014264307424891973,0.8546318277236516,0.9296188720290788,1.0145689898668875,-0.08837891837771922,5083,5083,0.06474460369568202,0.047167871127467044,0.007527193061740583,0.7977091619029277,0.895039801325541,0.9473216201217616,-0.08029811640461093,5083,5083,0.05219276789875858,0.04017263011409705,0.008738447699149325,0.8685411835030115,0.9344554888683412,0.9896951459874416,-0.08757878811920744,5083,5083,0.06474460369568202,0.047167871127467044,0.007527193061740583,0.7977091619029277,0.895039801325541,0.9473216201217616,-0.08029811640461093,5083,0.6688157894736843,0.006422206161233818,0.012551835796923441,0.002287513877067625,0.006995241013369992,-0.00673711436315139,-0.0012112546374087423,-0.0672473697451259,-0.042373525865679995,0.008080801973108287,0.007280671714596509
exclude_high_aerosol,AOI-02,landsat,R2025-H2,2025,2,7600,7600,0.062195023735876785,0.048449109866970284,0.025602732658025037,0.8346859109573714,0.9296188720290798,1.0243341535316366,-0.0827417245398524,5083,5083,0.0654934939679561,0.047398806817345505,0.011382212824676496,0.7930023667959254,0.895075171054208,0.9661224313846517,-0.08793661010802523,5083,5083,0.0526976766021806,0.04061444374099246,0.012176916278355368,0.8659854366026418,0.9344554888683401,0.9659297096603686,-0.07003633008800947,5083,5083,0.0654934939679561,0.047398806817345505,0.011382212824676496,0.7930023667959254,0.895075171054208,0.9661224313846517,-0.08793661010802523,5083,0.6688157894736843,0.003298470232079319,0.012795817365775501,-0.001050303049624779,0.0067843630763530435,-0.01422051983334854,-0.0007947034536788713,-0.05821172214698489,0.00019272172428308476,-0.0051948855681728245,-0.017900280020015757
exclude_high_aerosol,AOI-02,landsat,R2025-H3,2025,3,7600,7600,0.057400593643264226,0.04419814090768831,0.010745809036536647,0.8591906932319451,0.9296188720290789,0.9920488741735304,-0.0787494148457919,5083,5083,0.06470729896561789,0.04710826565396121,0.00613846549497299,0.797942207766967,0.895087357471574,0.9600720931215544,-0.08948575591172697,5083,5083,0.05156490795980406,0.039890336744638134,0.005611910152331003,0.871684962936858,0.9344554888683402,0.9591490766282507,-0.07257725790776365,5083,5083,0.06470729896561789,0.04710826565396121,0.00613846549497299,0.797942207766967,0.895087357471574,0.9600720931215544,-0.08948575591172697,5083,0.6688157894736843,0.007306705322353661,0.013142391005813825,0.0029101247462728977,0.007217928909323074,-0.0046073435415636575,0.0005265553426419866,-0.03197678105197599,0.0009230164933037299,-0.010736341065935073,-0.016908498003963324
exclude_high_aerosol,AOI-03,landsat,R2024-H1,2024,1,15551,15551,0.03667250528827264,0.028260908685778748,0.016506302140208814,0.8691289484131867,0.9498769568720935,0.9643769491644618,-0.07494910528627224,15093,15093,0.032363805390080276,0.023823247250924905,0.007986843354028097,0.8989895051271639,0.9515878298208581,0.8967602776092882,-0.06740758869370508,15093,15093,0.03344661197990308,0.024994076432326453,0.010344524772644468,0.8921173513025902,0.9508722927817046,0.9264541518369456,-0.07181074217469124,15093,15093,0.032363805390080276,0.023823247250924905,0.007986843354028097,0.8989895051271639,0.9515878298208581,0.8967602776092882,-0.06740758869370508,15093,0.970548517780207,-0.004308699898192367,-0.0010828065898228073,-0.004437661434853843,-0.0011708291814015483,-0.008519458786180717,-0.002357681418616371,-0.06761667155517359,-0.029693874227657346,0.00754151659256716,0.0044031534809861606
exclude_high_aerosol,AOI-03,landsat,R2024-H2,2024,2,15551,15551,0.03195255354684338,0.022437933788611534,0.002696681561851105,0.9006486952354196,0.949940195959615,0.9190494354718157,-0.07729541703790502,15093,15093,0.03134420574855638,0.021359193913399434,-0.0020463683223181733,0.905253783637155,0.9516722411479915,0.8841593918403595,-0.07428343258726253,15093,15093,0.031549029026329056,0.021599251624376703,-0.001208837059798467,0.9040114719213405,0.9509457685348951,0.8998649236838099,-0.07664886176068933,15093,15093,0.03134420574855638,0.021359193913399434,-0.0020463683223181733,0.905253783637155,0.9516722411479915,0.8841593918403595,-0.07428343258726253,15093,0.970548517780207,-0.0006083477982870011,-0.00020482327777267967,-0.0010787398752120994,-0.0002400577109772685,-0.004743049884169279,-0.0008375312625197064,-0.0348900436314562,-0.01570553184345036,0.003011984450642491,0.002365429173426803
exclude_high_aerosol,AOI-03,landsat,R2024-H3,2024,3,15551,15551,0.03228619380570804,0.023028772562915707,0.004881163761884749,0.8985630619681375,0.9499259361101392,0.9247923021402483,-0.07655708736667091,15093,15093,0.031361522648665846,0.02190301515238456,0.0017356563989309407,0.9051490648254056,0.9516433385612444,0.8919857119061038,-0.0724768120961099,15093,15093,0.03179510684586057,0.02250514340822035,0.003467421869388858,0.9025082391929252,0.9509123662799107,0.9103878006698031,-0.07462389183728954,15093,15093,0.031361522648665846,0.02190301515238456,0.0017356563989309407,0.9051490648254056,0.9516433385612444,0.8919857119061038,-0.0724768120961099,15093,0.970548517780207,-0.0009246711570421937,-0.00043358419719472657,-0.0011257574105311453,-0.0006021282558357904,-0.003145507362953808,-0.001731765470457917,-0.03280659023414456,-0.01840208876369931,0.004080275270561012,0.0021470797411796416
exclude_high_aerosol,AOI-03,landsat,R2025-H1,2025,1,14402,14402,0.03596168534123037,0.02694133582425457,0.006985483956223636,0.873493848372493,0.937162382311949,0.8872859532100673,-0.0718219727825205,13996,13996,0.03590063872439188,0.026929585055075096,0.007944825477032848,0.8725343184915642,0.9374591134547563,0.877594089572746,-0.07042963233900812,13996,13996,0.03552822582319615,0.026657016483540297,0.007033343809865726,0.8751651157800185,0.9381144415417066,0.8868317790840167,-0.07201503582306348,13996,13996,0.03590063872439188,0.026929585055075096,0.007944825477032848,0.8725343184915642,0.9374591134547563,0.877594089572746,-0.07042963233900812,13996,0.9718094709068185,-6.104661683849211e-05,0.00037241290119573167,-1.175076917947493e-05,0.00027256857153479946,0.0009593415208092124,0.0009114816671671223,-0.00969186363732133,-0.009237689511270686,0.0013923404435123854,0.0015854034840553644
exclude_high_aerosol,AOI-03,landsat,R2025-H2,2025,2,14402,14402,0.037714332502368594,0.029040264709949404,0.013033995780367407,0.8608624274020507,0.9371285156581729,0.9150460019278217,-0.07232176131147369,13996,13996,0.036543455338852567,0.02776522922351767,0.010379682596651224,0.8679287950141964,0.9374251942265377,0.8831708433669125,-0.0693104807022985,13996,13996,0.03627299242839968,0.027623921807599306,0.010056801416733558,0.869876513236865,0.9380910746607175,0.8987861418771623,-0.07181002529472022,13996,13996,0.036543455338852567,0.02776522922351767,0.010379682596651224,0.8679287950141964,0.9374251942265377,0.8831708433669125,-0.0693104807022985,13996,0.9718094709068185,-0.0011708771635160278,0.0002704629104528858,-0.001275035486431736,0.0001413074159183625,-0.002654313183716183,0.0003228811799176664,-0.03187515856090917,-0.015615298510249787,0.0030112806091751876,0.0024995445924217152
exclude_high_aerosol,AOI-03,landsat,R2025-H3,2025,3,14402,14402,0.03624529886394073,0.02723168908063038,0.00819136911345552,0.8714905865617243,0.9372000064427635,0.906043527373169,-0.07506609062152686,13996,13996,0.03561605174452377,0.026461464760101406,0.0065447018003575155,0.8745471682371928,0.937509165845573,0.882167069737972,-0.07294025499587792,13996,13996,0.035342085697508546,0.026317273056540306,0.006060606999476018,0.8764697635196336,0.9381646917761238,0.894985007631139,-0.07493826089118172,13996,13996,0.03561605174452377,0.026461464760101406,0.0065447018003575155,0.8745471682371928,0.937509165845573,0.882167069737972,-0.07294025499587792,13996,0.9718094709068185,-0.0006292471194169549,0.00027396604701522553,-0.0007702243205289748,0.00014419170356110012,-0.0016466673130980042,0.0004840948008814974,-0.023876457635196968,-0.012817937893166986,0.002125835625648942,0.0019980058953038005
valid_retrieval_no_high,AOI-00,landsat,R2024-H1,2024,1,20186,20186,0.053372821640600185,0.04341159041091878,0.022798545199474274,0.667898639718175,0.854214516503916,0.8544793879372247,0.0011015203776354454,20037,20037,0.05360689361041842,0.04149405544808202,0.02409744883139312,0.6552331820277331,0.8532963645136922,1.0812580956993205,-0.16242656119320698,20037,20037,0.05313245208181692,0.04323139372251747,0.023063391171532437,0.6613088133169172,0.8521437859181277,0.8521457584339186,0.002568989835384894,20037,20037,0.05360689361041842,0.04149405544808202,0.02409744883139312,0.6552331820277331,0.8532963645136922,1.0812580956993205,-0.16242656119320698,20037,0.9926186465867433,0.00023407196981823503,0.0004744415286015019,-0.0019175349628367602,-0.0017373382744354515,0.0012989036319188477,0.0010340576598606849,0.22677870776209585,0.22911233726540192,-0.16352808157084242,-0.16499555102859187
valid_retrieval_no_high,AOI-00,landsat,R2024-H2,2024,2,20186,20186,0.05223999101389104,0.04243817178459475,0.019272511210011566,0.6818466390847548,0.8542145165039166,0.8860855093515932,-0.022550811709008967,20037,20037,0.05445182791356384,0.04227105488877246,0.02571015240310872,0.6442793281190725,0.853356824197721,1.0954063780901275,-0.1701048437807844,20037,20037,0.05195353088638256,0.042226144208808394,0.019392518007088386,0.6761720619939535,0.8521437859181256,0.888484180828238,-0.02427957110920964,20037,20037,0.05445182791356384,0.04227105488877246,0.02571015240310872,0.6442793281190725,0.853356824197721,1.0954063780901275,-0.1701048437807844,20037,0.9926186465867433,0.0022118368996727963,0.0024982970271812746,-0.00016711689582228628,4.491067996406639e-05,0.006437641193097154,0.006317634396020334,0.20932086873853428,0.20692219726188954,-0.14755403207177542,-0.14582527267157475
valid_retrieval_no_high,AOI-00,landsat,R2024-H3,2024,3,20186,20186,0.0519406826048345,0.042224999406104066,0.01914394081990229,0.6854819068708957,0.8542145165039162,0.8582634149850386,-0.004962694955891744,20037,20037,0.05238111175479133,0.04038473601361095,0.02149672508405241,0.6708198787366586,0.8532331671508654,1.0629085077298412,-0.15297927436837266,20037,20037,0.05156403261912269,0.041937820199847715,0.01902131485559815,0.6810093700846844,0.8521437859181269,0.8614150790963849,-0.007385324989899966,20037,20037,0.05238111175479133,0.04038473601361095,0.02149672508405241,0.6708198787366586,0.8532331671508654,1.0629085077298412,-0.15297927436837266,20037,0.9926186465867433,0.0004404291499568308,0.0008170791356686344,-0.001840263392493116,-0.0015530841862367653,0.0023527842641501186,0.00247541022845426,0.2046450927448027,0.20149342863345632,-0.14801657941248092,-0.1455939493784727
valid_retrieval_no_high,AOI-00,landsat,R2025-H1,2025,1,20251,20251,0.05459148698931992,0.043455352786185134,-0.026620959027305786,0.6913419838552173,0.8753008071620669,0.821342425568143,-0.0005959104544163152,20220,20220,0.0548063629258398,0.042339755201021054,-0.025707467096892173,0.6846277139345307,0.8694837242277352,1.0114209842691544,-0.14067068085296575,20220,20220,0.054728847046348755,0.04355600633866001,-0.02690770832130983,0.6855191824010032,0.8734487881766344,0.8213026771622388,-0.0008217996988086895,20220,20220,0.0548063629258398,0.042339755201021054,-0.025707467096892173,0.6846277139345307,0.8694837242277352,1.0114209842691544,-0.14067068085296575,20220,0.9984692113969681,0.0002148759365198788,7.751587949104272e-05,-0.0011155975851640798,-0.0012162511376389573,0.0009134919304136131,0.0012002412244176558,0.19007855870101142,0.19011830710691557,-0.14007477039854943,-0.13984888115415706
valid_retrieval_no_high,AOI-00,landsat,R2025-H2,2025,2,20251,20251,0.04992647284457533,0.04024357008372471,-0.01515288336156512,0.7418396842401004,0.8753008071620647,0.8355955161455583,0.00150303954960318,20220,20220,0.05009362749360698,0.038300374330543376,-0.013472615235948207,0.7365328184481117,0.8695022859236649,1.040392247874999,-0.14795333452825588,20220,20220,0.04999659849014729,0.04029659859730066,-0.015365674541352639,0.7375524770855533,0.8734487881766358,0.8342625782761599,0.002194838652740505,20220,20220,0.05009362749360698,0.038300374330543376,-0.013472615235948207,0.7365328184481117,0.8695022859236649,1.040392247874999,-0.14795333452825588,20220,0.9984692113969681,0.00016715464903165056,9.702900345969628e-05,-0.0019431957531813315,-0.0019962242667572877,0.001680268125616913,0.0018930593054044317,0.20479673172944068,0.20612966959883905,-0.14945637407785906,-0.15014817318099638
valid_retrieval_no_high,AOI-00,landsat,R2025-H3,2025,3,20251,20251,0.04941579865093187,0.03980078399718749,-0.013564831734708419,0.7470938734763888,0.8753008071620675,0.8574769860461495,-0.011292472868706382,20220,20220,0.049035621263574775,0.03744663968937509,-0.00888060443392299,0.7475444482286879,0.8695007856577899,1.048579492581106,-0.14887639528525254,20220,20220,0.04949034178233033,0.039839000162479064,-0.013826436136672398,0.7428405620766807,0.8734487881766361,0.8585009306914694,-0.012210607786791061,20220,20220,0.049035621263574775,0.03744663968937509,-0.00888060443392299,0.7475444482286879,0.8695007856577899,1.048579492581106,-0.14887639528525254,20220,0.9984692113969681,-0.0003801773873570932,-0.0004547205187555581,-0.002354144307812403,-0.0023923604731039758,0.004684227300785429,0.0049458317027494085,0.19110250653495653,0.19007856188963668,-0.13758392241654616,-0.13666578749846148
valid_retrieval_no_high,AOI-01,landsat,R2024-H1,2024,1,19872,19872,0.0011672634524432326,0.00043329393839509217,0.00022542268807187318,0.45027634452663334,0.7349565179115086,0.10954021202802719,-0.005685602641599043,18610,18610,0.0012284692121873376,0.0004290184939216762,0.00019389663708441033,0.3055664297021332,0.6132488081158283,0.0931187194938664,-0.004833446757975852,18610,18610,0.0010737820382062343,0.0004446117522379611,0.0002540442650281138,0.46944009848777724,0.7443236148798426,0.1115759741950944,-0.005801407310036763,18610,18610,0.0012284692121873376,0.0004290184939216762,0.00019389663708441033,0.3055664297021332,0.6132488081158283,0.0931187194938664,-0.004833446757975852,18610,0.9364935587761675,6.120575974410502e-05,0.00015468717398110332,-4.275444473415954e-06,-1.5593258316284864e-05,-3.152605098746285e-05,-6.014762794370347e-05,-0.016421492534160795,-0.018457254701228,0.0008521558836231905,0.0009679605520609112
valid_retrieval_no_high,AOI-01,landsat,R2024-H2,2024,2,19872,19872,0.0011817737260908703,0.00038138816928051845,0.00015463462183984392,0.4365241456741198,0.745212227769269,0.09823332194897147,-0.005151154769054033,18610,18610,0.0012468970011124977,0.0003645500531178224,0.0001068618612927923,0.2845763135433853,0.6229923336910177,0.07699239799495439,-0.0040350315382681155,18610,18610,0.0010786550875522103,0.00038738394502532925,0.000178347377439042,0.46461358596428826,0.7562501773124005,0.10103709980364853,-0.00531522994086762,18610,18610,0.0012468970011124977,0.0003645500531178224,0.0001068618612927923,0.2845763135433853,0.6229923336910177,0.07699239799495439,-0.0040350315382681155,18610,0.9364935587761675,6.512327502162748e-05,0.0001682419135602875,-1.683811616269603e-05,-2.2833891907506824e-05,-4.777276054705162e-05,-7.14855161462497e-05,-0.021240923954017082,-0.02404470180869414,0.0011161232307859174,0.0012801984025995047
valid_retrieval_no_high,AOI-01,landsat,R2024-H3,2024,3,19872,19872,0.0011809444966472114,0.0003591872555819062,0.00012800579622820215,0.43731463005897364,0.7532417502327453,0.09662792894359856,-0.005107224644724565,18610,18610,0.00124491607679585,0.00034668931639511466,8.669956246150298e-05,0.2868476710570992,0.6314442269759188,0.07661632014751477,-0.00404818205511665,18610,18610,0.0010758602227504412,0.00036282914525335855,0.00014901016039266528,0.46738443294596754,0.7647357766201962,0.09933392806064983,-0.005268677388111801,18610,18610,0.00124491607679585,0.00034668931639511466,8.669956246150298e-05,0.2868476710570992,0.6314442269759188,0.07661632014751477,-0.00404818205511665,18610,0.9364935587761675,6.397158014863867e-05,0.00016905585404540882,-1.2497939186791528e-05,-1.6139828858243897e-05,-4.130623376669917e-05,-6.23105979311623e-05,-0.020011608796083796,-0.02271760791313507,0.001059042589607915,0.0012204953329951508
valid_retrieval_no_high,AOI-01,landsat,R2025-H1,2025,1,14738,14738,0.0013752216480642538,0.0006170496079467353,0.00013499608549722006,0.35245285149110306,0.6404183852649127,0.10080825874284378,-0.005165141170417693,9498,9498,0.0012650524138633316,0.0006129732298476508,0.0001286331169096978,0.38816212391138316,0.6968517988925013,0.08710207178347858,-0.004502166423076657,9498,9498,0.0011991883420346325,0.0006116267914041181,0.0001689377900574859,0.45021344489867543,0.7348355140073282,0.0978962145248325,-0.005055320045081644,9498,9498,0.0012650524138633316,0.0006129732298476508,0.0001286331169096978,0.38816212391138316,0.6968517988925013,0.08710207178347858,-0.004502166423076657,9498,0.6444565069887366,-0.00011016923420092213,6.586407182869914e-05,-4.076378099084478e-06,1.3464384435327246e-06,-6.3629685875222445e-06,-4.030467314778809e-05,-0.013706186959365207,-0.01079414274135393,0.0006629747473410356,0.0005531536220049864
valid_retrieval_no_high,AOI-01,landsat,R2025-H2,2025,2,14738,14738,0.0013650952252453098,0.0006097352173020437,0.00013511322434132223,0.3619541472415131,0.6447416215787849,0.1053281495021411,-0.005432412362311486,9498,9498,0.0012571547915300391,0.0006155660023574031,0.0001395163288464628,0.3957775892047929,0.6983090121478668,0.09023570516279443,-0.004674479500234584,9498,9498,0.001182227057564782,0.0006181885641650119,0.00019641495616012816,0.465655788628504,0.7373732908119407,0.10536413272633353,-0.005461632853167068,9498,9498,0.0012571547915300391,0.0006155660023574031,0.0001395163288464628,0.3957775892047929,0.6983090121478668,0.09023570516279443,-0.004674479500234584,9498,0.6444565069887366,-0.00010794043371527067,7.492773396525708e-05,5.830785055359442e-06,-2.6225618076087653e-06,4.4031045051405625e-06,-5.6898627313665365e-05,-0.015092444339346672,-0.015128427563539104,0.0007579328620769014,0.0007871533529324841
valid_retrieval_no_high,AOI-01,landsat,R2025-H3,2025,3,14738,14738,0.001372422338251498,0.0005738149403587612,7.480297583573804e-05,0.3550863763471588,0.6505171709492439,0.09869899820912345,-0.005134813201461102,9498,9498,0.0012803470687540023,0.0005725674561972091,6.006079788560802e-05,0.3732782852781874,0.7029804652516178,0.07996798189847153,-0.004171627239291591,9498,9498,0.0011863942547758967,0.0005817998254864401,0.0001358656778939941,0.46188216132257465,0.7432815799565211,0.09993152738846514,-0.005225434679120429,9498,9498,0.0012803470687540023,0.0005725674561972091,6.006079788560802e-05,0.3732782852781874,0.7029804652516178,0.07996798189847153,-0.004171627239291591,9498,0.6444565069887366,-9.207526949749577e-05,9.395281397810563e-05,-1.2474841615521147e-06,-9.232369289231e-06,-1.4742177950130023e-05,-7.580488000838608e-05,-0.018731016310651924,-0.019963545489993614,0.0009631859621695117,0.0010538074398288386
valid_retrieval_no_high,AOI-02,landsat,R2024-H1,2024,1,1542,1542,0.0611533456290388,0.0470908739790961,0.009833169569222746,0.903787324519462,0.9521390822006978,1.0328370889095944,-0.08795051082679384,819,819,0.07359503643615273,0.05462886904073449,0.017534219375513097,0.8679342432805717,0.9377641123216106,1.0424529777982543,-0.14223749697714438,819,819,0.054432402887427844,0.04202543519025594,0.009678375563312261,0.9277549347410425,0.9650051510843439,1.0293351383120708,-0.09878555493187535,819,819,0.07359503643615273,0.05462886904073449,0.017534219375513097,0.8679342432805717,0.9377641123216106,1.0424529777982543,-0.14223749697714438,819,0.5311284046692607,0.01244169080711393,0.019162633548724883,0.0075379950616383876,0.012603433850478546,0.00770104980629035,0.007855843812200836,0.00961588888865994,0.013117839486183502,-0.05428698615035055,-0.04345194204526903
valid_retrieval_no_high,AOI-02,landsat,R2024-H2,2024,2,1542,1542,0.0604862108418881,0.046837525698680944,-0.0038078728634272376,0.9058750830322841,0.9521390822006973,0.9954864633534535,-0.08236274659659193,819,819,0.07324266386624328,0.05394773003877338,0.018268632196782097,0.8691958757075707,0.9376618511194984,1.0204957167051083,-0.12920769789774267,819,819,0.05334820682026784,0.04167400961255067,0.004862369372655993,0.9306042574439177,0.9649866074333233,0.9889880831665586,-0.08292606402520208,819,819,0.07324266386624328,0.05394773003877338,0.018268632196782097,0.8691958757075707,0.9376618511194984,1.0204957167051083,-0.12920769789774267,819,0.5311284046692607,0.012756453024355185,0.019894457045975443,0.007110204340092435,0.012273720426222712,0.022076505060209334,0.013406262824126105,0.025009253351654825,0.031507633538549684,-0.04684495130115074,-0.046281633872540584
valid_retrieval_no_high,AOI-02,landsat,R2024-H3,2024,3,1542,1542,0.061074551110503944,0.047415357864618285,-0.008285236993309299,0.9040350999234452,0.9521390822006975,0.9850451175303495,-0.08146470891879443,819,819,0.07084101413964912,0.053202571833631765,0.007352666553582578,0.8776334503562002,0.9375743657779522,0.9642366620496797,-0.10884308563762207,819,819,0.054264831905949044,0.043188331269008104,-0.0028218113653101563,0.9281990651239347,0.9649866074333233,0.938873950135308,-0.06496515217223159,819,819,0.07084101413964912,0.053202571833631765,0.007352666553582578,0.8776334503562002,0.9375743657779522,0.9642366620496797,-0.10884308563762207,819,0.5311284046692607,0.009766463029145175,0.016576182233700075,0.00578721396901348,0.010014240564623661,0.015637903546891877,0.010174477918892734,-0.020808455480669785,0.02536271191437167,-0.027378376718827646,-0.043877933465390484
