execution_id,experiment,AOI,sensor,train_years,target_year,processing_hash,source_manifest_hash,AOI_geometry_hash,block_manifest_hash,code_version,timestamp,rolling_id,history_length,target_n,target_block_n,RMSE,MAE,Bias,R2,Pearson_r,n,history_length_rank_by_global_RMSE
rolling_origin-e1502f87eb93875bfe49,rolling_origin,AOI-01,modis,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.111429+00:00,R2024-H1,1,19878,35,0.0013786732482322923,0.00046091235754468164,0.00020068261519353616,0.23288816930172695,0.5602291444857145,19878,2.0
rolling_origin-9eccf2ccb8bb98c8fe91,rolling_origin,AOI-01,modis,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.141017+00:00,R2024-H2,2,19878,35,0.0013800483780977775,0.0004921620121813846,0.00023877468116969812,0.2313571256356295,0.5529276202179613,19878,3.0
rolling_origin-c6c133b2a6ed266271a7,rolling_origin,AOI-01,modis,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.174108+00:00,R2024-H3,3,19878,35,0.0013713851121106816,0.0004408871812431159,0.000179839220793206,0.24097716061702512,0.5712188417264286,19878,1.0
rolling_origin-1edf8a914ae58a0804f2,rolling_origin,AOI-01,modis,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.201048+00:00,R2025-H1,1,19878,35,0.0015301914218663604,0.000472833643629273,-7.073827276235444e-05,0.2290020191971791,0.6684975744159392,19878,3.0
rolling_origin-bc599ffbebeb4084ffac,rolling_origin,AOI-01,modis,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.230341+00:00,R2025-H2,2,19878,35,0.0014734826564928472,0.0004930812955601761,-1.0024037016673305e-05,0.28508934238526695,0.6778159407140044,19878,2.0
rolling_origin-75eccc56a024e5e0f497,rolling_origin,AOI-01,modis,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,18ae788e0cf1ef68015dfee09e2ef7a0a1af4676e0b5d436994b707dfe92dec3,a8f53f162d19c589361001b4f38cd05f828cb16b4c645292c65e266e42c873ff,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.263220+00:00,R2025-H3,3,19878,35,0.0014507230444003477,0.0005119764291834618,2.9472812236953387e-05,0.30700398991242583,0.6763311041706928,19878,1.0
rolling_origin-f28f528a7092c8c229f2,rolling_origin,AOI-02,sentinel2,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,9ac861fd948e2b129a3e4cc00e21d44adea6f28f0b8d629d25a9593d4edc1922,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.334227+00:00,R2024-H1,1,18284,38,0.05872964836575145,0.04523643595693457,0.0112377634456201,0.883868713481342,0.942721191904112,18284,2.0
rolling_origin-c3ed6da7870f0686a434,rolling_origin,AOI-02,sentinel2,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,9ac861fd948e2b129a3e4cc00e21d44adea6f28f0b8d629d25a9593d4edc1922,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.362177+00:00,R2024-H2,2,18284,38,0.05875890149596883,0.04558267665442289,-0.011670973137420647,0.8837529951069995,0.942721191904113,18284,3.0
rolling_origin-51c3f71be4fe337f8e52,rolling_origin,AOI-02,sentinel2,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,9ac861fd948e2b129a3e4cc00e21d44adea6f28f0b8d629d25a9593d4edc1922,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.394844+00:00,R2024-H3,3,18284,38,0.0579153279391262,0.044525295891383265,0.004028046101404561,0.8870668412050655,0.9427211919041123,18284,1.0
rolling_origin-e8b94203b57f372b2c5c,rolling_origin,AOI-02,sentinel2,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.419869+00:00,R2025-H1,1,18534,38,0.058608124197518034,0.04532243195480059,0.005316096771066517,0.881503702338176,0.9394120392862394,18534,2.0
rolling_origin-674b9d82e949a515febe,rolling_origin,AOI-02,sentinel2,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,9ac861fd948e2b129a3e4cc00e21d44adea6f28f0b8d629d25a9593d4edc1922,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.447297+00:00,R2025-H2,2,18534,38,0.058888992705033096,0.04557792733028711,0.007856088726505832,0.8803652380953709,0.9394120392862397,18534,3.0
rolling_origin-6d1bcf71fe74b3fbb83e,rolling_origin,AOI-02,sentinel2,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,9ac861fd948e2b129a3e4cc00e21d44adea6f28f0b8d629d25a9593d4edc1922,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.479190+00:00,R2025-H3,3,18534,38,0.058441757115295166,0.04501297827989674,-0.002545979717764819,0.8821754830274435,0.9394120392862395,18534,1.0
rolling_origin-cc5a65c95b38f71ba757,rolling_origin,AOI-02,landsat,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,1afbdf5fe2c5cb53aacfdd97048cc74a2094c0a49ffac44d791da0ae62f6187c,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.545229+00:00,R2024-H1,1,1542,30,0.061153345629038805,0.0470908739790961,0.009833169569222847,0.903787324519462,0.9521390822006974,1542,3.0
rolling_origin-f77a137abeec76db39ad,rolling_origin,AOI-02,landsat,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,1afbdf5fe2c5cb53aacfdd97048cc74a2094c0a49ffac44d791da0ae62f6187c,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.565543+00:00,R2024-H2,2,1542,30,0.06048621084188809,0.04683752569868093,-0.0038078728634271743,0.9058750830322841,0.9521390822006972,1542,1.0
rolling_origin-2e12355628e8555f00e7,rolling_origin,AOI-02,landsat,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,f2e4a77c2097a95e55eb10053c2045d5e8fc4384cc96e4aa75d8a1633e8dfcde,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.585838+00:00,R2024-H3,3,1542,30,0.06107455111050393,0.047415357864618264,-0.00828523699330934,0.9040350999234452,0.9521390822006977,1542,2.0
rolling_origin-c6c55011ffd98b3800d8,rolling_origin,AOI-02,landsat,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,792e207368a1d79debf7e74afbbe8683dc0b35312b28d62ef8007e358b4b1c9d,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.602860+00:00,R2025-H1,1,7600,36,0.0583223975344482,0.04488035725039942,0.014264307424891954,0.8546318277236518,0.9296188720290797,7600,2.0
rolling_origin-1fe64155ecb32d82e960,rolling_origin,AOI-02,landsat,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.623458+00:00,R2025-H2,2,7600,36,0.0621950237358768,0.04844910986697031,0.02560273265802513,0.8346859109573713,0.9296188720290792,7600,3.0
rolling_origin-177fbfecb3e1b9be89e7,rolling_origin,AOI-02,landsat,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.646889+00:00,R2025-H3,3,7600,36,0.05740059364326423,0.04419814090768832,0.010745809036536694,0.8591906932319451,0.9296188720290786,7600,1.0
rolling_origin-6a4e6fccd266bd0df382,rolling_origin,AOI-02,modis,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.713166+00:00,R2024-H1,1,17909,38,0.04987285678171402,0.03944157618835699,-0.02322987380235443,0.9179810397874637,0.9675042317774883,17909,3.0
rolling_origin-404b0a473c16dabca52e,rolling_origin,AOI-02,modis,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.741807+00:00,R2024-H2,2,17909,38,0.0449361517040894,0.034524811158377765,-0.008458068234676467,0.9334148286659731,0.9674628316087888,17909,2.0
rolling_origin-563dc112a5fc286e1453,rolling_origin,AOI-02,modis,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,0640ff84eba160d873e28e20c3326bedb1df4014a170e847a4aa5ee90af16715,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.772892+00:00,R2024-H3,3,17909,38,0.044662751993496744,0.03419558875524072,-0.007304743727672142,0.9342225964230021,0.967466095690737,17909,1.0
rolling_origin-d5f3af73dedc6eeed665,rolling_origin,AOI-02,modis,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.797353+00:00,R2025-H1,1,16568,38,0.0546623987120001,0.04296589170806379,0.02639474157400855,0.8944854294225392,0.9587673277944574,16568,3.0
rolling_origin-fd246409c7e4347a363d,rolling_origin,AOI-02,modis,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.824839+00:00,R2025-H2,2,16568,38,0.05129372337244615,0.03980992633749384,0.01849344613966667,0.9070897742762098,0.9587698393509935,16568,1.0
rolling_origin-22ee2af6f7259b9c6301,rolling_origin,AOI-02,modis,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.856709+00:00,R2025-H3,3,16568,38,0.052361871732329555,0.04083741555911612,0.021306404149102273,0.9031799306167723,0.9587677386349794,16568,2.0
rolling_origin-253cc491af15bb427748,rolling_origin,AOI-03,sentinel2,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.928011+00:00,R2024-H1,1,19142,35,0.035319399623427616,0.024413565672781887,-0.0043802517436222045,0.8801161167581693,0.9391272968581381,19142,3.0
rolling_origin-4710e93e99a0188a0b5e,rolling_origin,AOI-03,sentinel2,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.955069+00:00,R2024-H2,2,19142,35,0.035207663709435004,0.024416497370248386,-0.003304846093221356,0.8808734425774315,0.939126439540895,19142,2.0
rolling_origin-5ca01bd18ab3bdfcd5e5,rolling_origin,AOI-03,sentinel2,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.986352+00:00,R2024-H3,3,19142,35,0.03507105550166564,0.024635024990198186,-0.0007321357853781126,0.8817960879513906,0.9391108966641067,19142,1.0
rolling_origin-31ce3d7c223e62990bf2,rolling_origin,AOI-03,sentinel2,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.011289+00:00,R2025-H1,1,18857,35,0.03962049382151596,0.02805127634825195,0.00046716003125803885,0.848506318916378,0.9220066543467396,18857,2.0
rolling_origin-babee2d575fc1b38cb83,rolling_origin,AOI-03,sentinel2,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.038386+00:00,R2025-H2,2,18857,35,0.039645666464630594,0.0275690781412779,-0.0015974424581981235,0.848313756560833,0.9220492995359216,18857,3.0
rolling_origin-7d204c6c091e0b25aa5b,rolling_origin,AOI-03,sentinel2,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.069194+00:00,R2025-H3,3,18857,35,0.03960142659358215,0.02747547288985161,-0.0018325935137303915,0.8486520954685244,0.9220716518121864,18857,1.0
rolling_origin-6f79cbaa32772998b90e,rolling_origin,AOI-03,landsat,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.136235+00:00,R2024-H1,1,15551,35,0.0366725052882726,0.028260908685778737,0.016506302140208807,0.869128948413187,0.9498769568720911,15551,3.0
rolling_origin-caecf3e3f224912c4fc5,rolling_origin,AOI-03,landsat,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.161081+00:00,R2024-H2,2,15551,35,0.03195255354684338,0.02243793378861154,0.0026966815618511327,0.9006486952354196,0.9499401959596183,15551,1.0
rolling_origin-51d3182182bbcd8434be,rolling_origin,AOI-03,landsat,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,d73bd7af84286421b3c3b68cdb7fc0ea151d5a4c7c6def3ab29e3691e25de5cf,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.186892+00:00,R2024-H3,3,15551,35,0.03228619380570805,0.02302877256291571,0.004881163761884751,0.8985630619681374,0.9499259361101391,15551,2.0
rolling_origin-95522d5c9e1b65ae6fba,rolling_origin,AOI-03,landsat,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.209401+00:00,R2025-H1,1,14402,35,0.035961685341230364,0.026941335824254554,0.006985483956223608,0.8734938483724931,0.937162382311951,14402,1.0
rolling_origin-85e1e4abade5d32e86e3,rolling_origin,AOI-03,landsat,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.234520+00:00,R2025-H2,2,14402,35,0.037714332502368594,0.029040264709949394,0.013033995780367394,0.8608624274020508,0.9371285156581727,14402,3.0
rolling_origin-9266ef7b7907088729d3,rolling_origin,AOI-03,landsat,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.262872+00:00,R2025-H3,3,14402,35,0.03624529886394073,0.027231689080630377,0.008191369113455511,0.8714905865617243,0.9372000064427638,14402,2.0
rolling_origin-3dce9afab7106b68bf53,rolling_origin,AOI-03,modis,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.331994+00:00,R2024-H1,1,18695,35,0.04273299204423575,0.03153119027836989,0.026874523439092433,0.82176800058503,0.9483223753441992,18695,3.0
rolling_origin-749df0b357c7787de2df,rolling_origin,AOI-03,modis,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.359360+00:00,R2024-H2,2,18695,35,0.039580195973503166,0.02858070837711823,0.022129280979870533,0.8470973700081356,0.9483802543195893,18695,2.0
rolling_origin-58c32fd9c190107902a9,rolling_origin,AOI-03,modis,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.390077+00:00,R2024-H3,3,18695,35,0.035474433543486866,0.02497746867170899,0.014364446700107685,0.8771740833792643,0.9485517540946949,18695,1.0
rolling_origin-569288644b00ccdc4f86,rolling_origin,AOI-03,modis,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.414926+00:00,R2025-H1,1,17860,35,0.028290118730593852,0.020383211338155665,-0.004259977231123499,0.924268492688769,0.966580831796315,17860,1.0
