Sensor,AOI,sensor,history,train_years,slope,intercept,train_n,training_FCOVER_mean,n,RMSE,MAE,Bias,R2,Pearson_r,fraction_raw_lt_0,fraction_raw_gt_1,fraction_clipped,raw_prediction_mean,clipped_prediction_mean,prediction_variance_raw,prediction_variance_clipped,unclipped_RMSE,unclipped_MAE,unclipped_Bias,unclipped_R2,unclipped_Pearson_r,clipped_RMSE,clipped_MAE,clipped_Bias,clipped_R2,clipped_Pearson_r,delta_RMSE_clipping
Sentinel-2,AOI-03,sentinel2,W2023,2023,0.823896592797,-0.0366370548536,16731,0.151544797532,18857,0.0397867121803,0.027126749575,-0.0040052284056,0.847232541176,0.922112203233,0.0114546322321,0,0.0114546322321,0.127696429636,0.127800043197,0.0081118318589,0.00808375169726,0.0398505807731,0.027230363136,-0.00410884196656,0.84674168011,0.921814669773,0.0397867121803,0.027126749575,-0.0040052284056,0.847232541176,0.922112203233,6.38685927779e-05
Sentinel-2,AOI-03,sentinel2,W2024,2024,0.822515613936,-0.0318448483335,19142,0.148331836262,18857,0.0396204938215,0.0280512763483,0.000467160031258,0.848506318916,0.922006654347,0.00758339078326,0,0.00758339078326,0.132213187671,0.132272431633,0.00808466126479,0.00806814551021,0.039654930805,0.028110520311,0.000407916068522,0.848242856646,0.921814669773,0.0396204938215,0.0280512763483,0.000467160031258,0.848506318916,0.922006654347,3.44369835138e-05
Sentinel-2,AOI-03,sentinel2,W2022_2023,2022;2023,0.829354312065,-0.0367565665789,35998,0.139740652674,18857,0.0396465454275,0.027236482761,-0.00303687424851,0.848307030577,0.922109149575,0.0114546322321,0,0.0114546322321,0.128665508435,0.128768397354,0.00821965785733,0.00819156765653,0.0397102284927,0.0273393716792,-0.00313976316674,0.847819319395,0.921814669773,0.0396465454275,0.027236482761,-0.00303687424851,0.848307030577,0.922109149575,6.36830652791e-05
Sentinel-2,AOI-03,sentinel2,W2023_2024,2023;2024,0.822243479622,-0.0338720005811,35873,0.149830346423,18857,0.0396456664646,0.0275690781413,-0.0015974424582,0.848313756561,0.922049299536,0.00922734263138,0,0.00922734263138,0.13013175582,0.130207829144,0.00807931243069,0.00805838692537,0.0396910814364,0.0276451514651,-0.00167351578202,0.847966037744,0.921814669773,0.0396456664646,0.0275690781413,-0.0015974424582,0.848313756561,0.922049299536,4.5414971788e-05
Sentinel-2,AOI-03,sentinel2,W2022_2024,2022;2023;2024,0.827026336102,-0.0350710359697,55140,0.142723105272,18857,0.0396014265936,0.0274754728899,-0.00183259351373,0.848652095469,0.922071651812,0.00970461897439,0,0.00970461897439,0.129886703587,0.129972678088,0.00817357788962,0.00814994020158,0.0396535592198,0.0275614473917,-0.00191856801562,0.84825335442,0.921814669773,0.0396014265936,0.0274754728899,-0.00183259351373,0.848652095469,0.922071651812,5.21326262653e-05
Landsat 8/9,AOI-03,landsat,W2022,2022,0.879483033252,-0.0769441523346,16230,0.131894763163,14402,0.035253270818,0.0253861906968,8.77127904706e-05,0.878428883388,0.937320338978,0.0163171781697,0,0.0163171781697,0.130863320331,0.131019250416,0.00880017889457,0.00875626375747,0.0353724613069,0.0255421207821,-6.82172948452e-05,0.877605435471,0.936849781078,0.035253270818,0.0253861906968,8.77127904706e-05,0.878428883388,0.937320338978,0.000119190488923
Landsat 8/9,AOI-03,landsat,W2023,2023,0.964376949164,-0.0749491052863,11178,0.154515298358,14402,0.0423794086953,0.0336081804479,0.0220581421716,0.824312300217,0.937107049302,0.00645743646716,0,0.00645743646716,0.152917412799,0.152989679797,0.0105810852153,0.0105574202915,0.0424268501371,0.0336804474457,0.0219858751738,0.823918734414,0.936849781078,0.0423794086953,0.0336081804479,0.0220581421716,0.824312300217,0.937107049302,4.74414417909e-05
Landsat 8/9,AOI-03,landsat,W2024,2024,0.88728595321,-0.0718219727825,15551,0.153463057559,14402,0.0359616853412,0.0269413358243,0.00698548395622,0.873493848372,0.937162382312,0.00854048048882,0,0.00854048048882,0.137829202393,0.137917021582,0.00895702490947,0.00893105103927,0.0360271610491,0.0270291550133,0.00689766476721,0.873032767626,0.936849781078,0.0359616853412,0.0269413358243,0.00698548395622,0.873493848372,0.937162382312,6.54757078766e-05
Landsat 8/9,AOI-03,landsat,W2022_2023,2022;2023,0.919049435472,-0.0772954170379,27408,0.141120257267,14402,0.0365314344673,0.0274882000782,0.009048717565,0.869453563111,0.937226964158,0.0115261769199,0,0.0115261769199,0.139860950077,0.13998025519,0.00960979924083,0.00957391965569,0.0366202362077,0.0276075051922,0.00892941245106,0.86881811909,0.936849781078,0.0365314344673,0.0274882000782,0.009048717565,0.869453563111,0.937226964158,8.88017404261e-05
Landsat 8/9,AOI-03,landsat,W2023_2024,2023;2024,0.915046001928,-0.0723217613115,26729,0.153903101992,14402,0.0377143325024,0.0290402647099,0.0130339957804,0.860862427402,0.937128515658,0.00729065407582,0,0.00729065407582,0.143888659861,0.143965533406,0.00952625988466,0.0095025536289,0.0377697292745,0.0291171382553,0.012957122235,0.86045338221,0.936849781078,0.0377143325024,0.0290402647099,0.0130339957804,0.860862427402,0.937128515658,5.53967721152e-05
Landsat 8/9,AOI-03,landsat,W2022_2024,2022;2023;2024,0.906043527373,-0.0750660906215,42959,0.145588305577,14402,0.0362452988639,0.0272316890806,0.00819136911346,0.871490586562,0.937200006443,0.00979030690182,0,0.00979030690182,0.139017192886,0.139122906739,0.00933973801097,0.00930816500651,0.0363240229091,0.0273374029332,0.00808565526092,0.870931740703,0.936849781078,0.0362452988639,0.0272316890806,0.00819136911346,0.871490586562,0.937200006443,7.87240452055e-05
MODIS,AOI-03,modis,W2022,2022,0.988058911337,-0.103388068177,18858,0.12956665644,17860,0.0292322838043,0.0233965193463,0.0112415325089,0.919140220377,0.966007392369,0.0133258678611,0,0.0133258678611,0.143230628768,0.143351051343,0.00899061276683,0.00895423711517,0.0293116701408,0.023516941921,0.0111211099343,0.918700440987,0.965540566884,0.0292322838043,0.0233965193463,0.0112415325089,0.919140220377,0.966007392369,7.93863365082e-05
MODIS,AOI-03,modis,W2023,2023,1.02952653835,-0.10482926626,17967,0.152903211884,17860,0.0333733073142,0.0275519836651,0.0201223639335,0.894608507265,0.965899934508,0.0101903695409,0,0.0101903695409,0.152139716504,0.152231882767,0.00976109873609,0.00973164786009,0.0334246358243,0.027644149928,0.0200301976705,0.894284071436,0.965540566884,0.0333733073142,0.0275519836651,0.0201223639335,0.894608507265,0.965899934508,5.13285101637e-05
MODIS,AOI-03,modis,W2024,2024,0.942723602091,-0.107760959695,18695,0.150552982598,17860,0.0282901187306,0.0203832113382,-0.00425997723112,0.924268492689,0.966580831796,0.0310750279955,0,0.0310750279955,0.127542081105,0.127849541603,0.00818450416919,0.00810067270443,0.0285291592784,0.0206906718358,-0.00456743772878,0.922983281946,0.965540566884,0.0282901187306,0.0203832113382,-0.00425997723112,0.924268492689,0.966580831796,0.000239040547827
MODIS,AOI-03,modis,W2022_2023,2022;2023,1.01340960806,-0.105183456,36825,0.140952614123,17860,0.0309921216978,0.0252277466801,0.015765944752,0.909111344714,0.965972638209,0.0120380739082,0,0.0120380739082,0.147762754134,0.147875463586,0.00945787671808,0.0094227961646,0.0310618175433,0.025340456132,0.0156532353001,0.908702099784,0.965540566884,0.0309921216978,0.0252277466801,0.015765944752,0.909111344714,0.965972638209,6.96958455853e-05
MODIS,AOI-03,modis,W2023_2024,2023;2024,0.965663340673,-0.101694417218,36662,0.151704762904,17860,0.0283988614213,0.0222703197669,0.00735147565878,0.92368517415,0.96603693169,0.0141657334826,0,0.0141657334826,0.139334363588,0.139460994492,0.00858766517003,0.0085504211946,0.0284849943025,0.0223969506714,0.00722484475423,0.923221551055,0.965540566884,0.0283988614213,0.0222703197669,0.00735147565878,0.92368517415,0.96603693169,8.61328812528e-05
MODIS,AOI-03,modis,W2022_2024,2022;2023;2024,0.969677813581,-0.101493314365,55520,0.144185303039,17860,0.0286488168816,0.022635038955,0.00854652020018,0.922335876812,0.966008661645,0.0133258678611,0,0.0133258678611,0.140537475599,0.140656039034,0.00865921517643,0.00862407312412,0.0287280148678,0.0227536023901,0.00842795676511,0.921905887399,0.965540566884,0.0286488168816,0.022635038955,0.00854652020018,0.922335876812,0.966008661645,7.91979861935e-05
