Sensor,AOI,sensor,endpoint_pair,lower_percentile,upper_percentile,NDVI_low,NDVI_high,endpoint_spread,prediction_mean,NDVI_median,NDVI_IQR,FCOVER_mean,FCOVER_SD,target_identity_sha256,target_observation_count,RMSE,MAE,Bias,R2,Pearson_r,n,fraction_raw_lt_0,fraction_raw_gt_1,fraction_clipped,raw_prediction_mean,clipped_prediction_mean,prediction_variance_raw,prediction_variance_clipped,unclipped_RMSE,unclipped_MAE,unclipped_Bias,unclipped_R2,unclipped_Pearson_r,clipped_RMSE,clipped_MAE,clipped_Bias,clipped_R2,clipped_Pearson_r,delta_RMSE_clipping
MODIS,AOI-00,modis,P5/P95,5,95,0.518893644214,0.782914191484,0.264020547271,0.636952183946,0.696981370449,0.0920396149158,0.565811019914,0.0985265439007,bedba85f2a903856f1d88d9cdccbda910ff8658dc5dd93263353372bf8d0663c,20256,0.19541867177,0.165437134052,0.0711411640318,-2.93411505756,0.8799306704,20256,0.0500098736177,0.0500098736177,0.100019747235,0.61713437484,0.636952183946,0.116209937117,0.0689490920202,0.258501984544,0.190599548557,0.0513233549259,-5.88402923572,0.918938144275,0.19541867177,0.165437134052,0.0711411640318,-2.93411505756,0.8799306704,0.0630833127734
MODIS,AOI-00,modis,P10/P90,10,90,0.589069455862,0.769716054201,0.180646598339,0.564402863908,0.696981370449,0.0920396149158,0.565811019914,0.0985265439007,bedba85f2a903856f1d88d9cdccbda910ff8658dc5dd93263353372bf8d0663c,20256,0.243634632039,0.206600747186,-0.00140815600584,-5.11495108462,0.839584926875,20256,0.100019747235,0.100019747235,0.200039494471,0.513490675105,0.564402863908,0.248232787433,0.102655156808,0.412868269289,0.275923324178,-0.0523203448094,-16.5605436299,0.918938144275,0.243634632039,0.206600747186,-0.00140815600584,-5.11495108462,0.839584926875,0.16923363725
Sentinel-2,AOI-01,sentinel2,P1/P99,1,99,0.0120139778312,0.0523188258335,0.0403048480023,0.378384147055,0.0267852013931,0.0100176585838,0.000345105154873,0.00174272983784,ab517a335909710f53d5ec7d12f25a92fd03cc7e0d63d1b5b873f756290e207f,19878,0.421517092994,0.3780390419,0.3780390419,-58503.880355,0.456434521145,19878,0.0100110675118,0.0100110675118,0.0200221350236,0.380973139129,0.378384147055,0.0926055169014,0.0350579715863,0.486687646325,0.391536099786,0.380628033974,-77993.2093498,0.585862910429,0.421517092994,0.3780390419,0.3780390419,-58503.880355,0.456434521145,0.0651705533313
Sentinel-2,AOI-01,sentinel2,P2/P98,2,98,0.014187069945,0.0463790349662,0.0321919650212,0.404574591291,0.0267852013931,0.0100176585838,0.000345105154873,0.00174272983784,ab517a335909710f53d5ec7d12f25a92fd03cc7e0d63d1b5b873f756290e207f,19878,0.462200842029,0.404229486136,0.404229486136,-70342.3714098,0.416188980426,19878,0.0200221350236,0.0200221350236,0.0400442700473,0.409480202375,0.404574591291,0.145163175927,0.0505512451405,0.558372413187,0.424727604355,0.40913509722,-102660.976586,0.585862910429,0.462200842029,0.404229486136,0.404229486136,-70342.3714098,0.416188980426,0.0961715711577
Sentinel-2,AOI-01,sentinel2,P5/P95,5,95,0.0165289081633,0.0405434396118,0.0240145314485,0.440176347533,0.0267852013931,0.0100176585838,0.000345105154873,0.00174272983784,ab517a335909710f53d5ec7d12f25a92fd03cc7e0d63d1b5b873f756290e207f,19878,0.520181261115,0.439831644834,0.439831242379,-89097.6494479,0.358497916433,19878,0.0499547238153,0.0500050306872,0.0999597545025,0.451398943874,0.440176347533,0.26085742363,0.07748179051,0.680637286827,0.478268986645,0.451053838719,-152542.31804,0.585862910429,0.520181261115,0.439831644834,0.439831242379,-89097.6494479,0.358497916433,0.160456025712
Sentinel-2,AOI-01,sentinel2,P10/P90,10,90,0.0182909542695,0.036805511266,0.0185145569965,0.46798792073,0.0267852013931,0.0100176585838,0.000345105154873,0.00174272983784,ab517a335909710f53d5ec7d12f25a92fd03cc7e0d63d1b5b873f756290e207f,19878,0.568611152423,0.46764321803,0.467642815575,-106460.470735,0.309162788519,19878,0.100010061374,0.100010061374,0.200020122749,0.490321644153,0.46798792073,0.438858774015,0.104974926296,0.823156182573,0.539213071161,0.489976538998,-223112.682089,0.585862910429,0.568611152423,0.46764321803,0.467642815575,-106460.470735,0.309162788519,0.254545030149
Landsat 8/9,AOI-01,landsat,P1/P99,1,99,0.0347772498801,0.0783969148993,0.0436196650192,0.450081741286,0.0543064791709,0.0104073248804,0.000381055790329,0.00170903806935,0550432b22898c616d9e6c07c1635b886427bcd4f6180c9bcaa38978b21b2f5b,14738,0.485953074062,0.449700685496,0.449700685496,-80855.4486386,0.422592342146,14738,0.0100420681232,0.0100420681232,0.0200841362464,0.450323736899,0.450081741286,0.0477951963805,0.0341838169255,0.499861671532,0.456041461347,0.449942681109,-85550.1140248,0.515019921234,0.485953074062,0.449700685496,0.449700685496,-80855.4486386,0.422592342146,0.0139085974702
Landsat 8/9,AOI-01,landsat,P2/P98,2,98,0.0383768931776,0.0737911748886,0.035414281711,0.452306173105,0.0543064791709,0.0104073248804,0.000381055790329,0.00170903806935,0550432b22898c616d9e6c07c1635b886427bcd4f6180c9bcaa38978b21b2f5b,14738,0.502002563661,0.451925117315,0.451925117315,-86284.5089274,0.400608323133,14738,0.0200162844348,0.0200162844348,0.0400325688696,0.453018569943,0.452306173105,0.072509018619,0.0480675431986,0.526230604352,0.463133312206,0.452637514152,-94814.2509864,0.515019921234,0.502002563661,0.451925117315,0.451925117315,-86284.5089274,0.400608323133,0.0242280406904
Landsat 8/9,AOI-01,landsat,P5/P95,5,95,0.0418778318912,0.0684925254434,0.0266146935523,0.468089749128,0.0543064791709,0.0104073248804,0.000381055790329,0.00170903806935,0550432b22898c616d9e6c07c1635b886427bcd4f6180c9bcaa38978b21b2f5b,14738,0.539360357541,0.467708693338,0.467708693338,-99604.6654017,0.359650683197,14738,0.0500067851812,0.0500067851812,0.100013570362,0.471258048419,0.468089749128,0.128382539632,0.0724862129145,0.591168226208,0.49350896956,0.470876992629,-119658.769657,0.515019921234,0.539360357541,0.467708693338,0.467708693338,-99604.6654017,0.359650683197,0.0518078686675
Landsat 8/9,AOI-01,landsat,P10/P90,10,90,0.0445537514985,0.0643238514662,0.0197700999677,0.489512705036,0.0543064791709,0.0104073248804,0.000381055790329,0.00170903806935,0550432b22898c616d9e6c07c1635b886427bcd4f6180c9bcaa38978b21b2f5b,14738,0.584328872745,0.48913219206,0.489131649245,-116906.046061,0.311191137408,14738,0.100013570362,0.100013570362,0.200027140725,0.499060143931,0.489512705036,0.232665061563,0.102528117927,0.693180870684,0.548648339451,0.498679088141,-164519.163858,0.515019921234,0.584328872745,0.48913219206,0.489131649245,-116906.046061,0.311191137408,0.108851997939
MODIS,AOI-01,modis,P1/P99,1,99,0.0432198544964,0.0838610455394,0.040641191043,0.381930949283,0.0581033751369,0.010691922158,0.000345105154873,0.00174272983784,ab517a335909710f53d5ec7d12f25a92fd03cc7e0d63d1b5b873f756290e207f,19878,0.43031270052,0.381585844128,0.381585844128,-60970.9441657,0.469580865077,19878,0.0100110675118,0.0099607606399,0.0199718281517,0.381565779,0.381930949283,0.0492674580398,0.0398850891208,0.44065056616,0.386951368411,0.381220673845,-63935.7239236,0.55165869981,0.43031270052,0.381585844128,0.381585844128,-60970.9441657,0.469580865077,0.01033786564
MODIS,AOI-01,modis,P2/P98,2,98,0.0452181368321,0.0790925100446,0.0338743732125,0.398044137091,0.0581033751369,0.010691922158,0.000345105154873,0.00174272983784,ab517a335909710f53d5ec7d12f25a92fd03cc7e0d63d1b5b873f756290e207f,19878,0.460206289365,0.397699031937,0.397699031937,-69736.5705654,0.435854387913,19878,0.0200221350236,0.0200221350236,0.0400442700473,0.398797205762,0.398044137091,0.0709170192535,0.053975201098,0.478719232273,0.407032539829,0.398452100607,-75460.1579863,0.55165869981,0.460206289365,0.397699031937,0.397699031937,-69736.5705654,0.435854387913,0.0185129429071
MODIS,AOI-01,modis,P5/P95,5,95,0.0472075231373,0.0735682301223,0.026360706985,0.431749281154,0.0581033751369,0.010691922158,0.000345105154873,0.00174272983784,ab517a335909710f53d5ec7d12f25a92fd03cc7e0d63d1b5b873f756290e207f,19878,0.513508436237,0.431404578454,0.431404175999,-86826.4167613,0.379034879677,19878,0.0499547238153,0.0500050306872,0.0999597545025,0.436999625443,0.431749281154,0.117105933944,0.0779471459183,0.554182430694,0.452656836279,0.436654520288,-101126.022632,0.55165869981,0.513508436237,0.431404578454,0.431404175999,-86826.4167613,0.379034879677,0.040673994457
MODIS,AOI-01,modis,P10/P90,10,90,0.0487737316638,0.0695897124708,0.0208159808069,0.463358085451,0.0581033751369,0.010691922158,0.000345105154873,0.00174272983784,ab517a335909710f53d5ec7d12f25a92fd03cc7e0d63d1b5b873f756290e207f,19878,0.562714100325,0.463013785207,0.463012980297,-104263.702902,0.324784084188,19878,0.100010061374,0.100010061374,0.200020122749,0.478161977794,0.463358085451,0.187801584386,0.102625738753,0.644422490915,0.509108372554,0.477816872639,-136741.366983,0.55165869981,0.562714100325,0.463013785207,0.463012980297,-104263.702902,0.324784084188,0.0817083905903
Sentinel-2,AOI-02,sentinel2,P1/P99,1,99,0.0707696629316,0.802925958633,0.732156295702,0.624177262062,0.571765512228,0.229411743581,0.481247222099,0.170261771395,5b4501094a90a62db2c6266babbd01e24bf4ccdec0fa6549f4a41532c1c57f88,18534,0.180034655445,0.155961308532,0.142930039963,-0.11815333071,0.939230496292,18534,0.0100356102298,0.0100356102298,0.0200712204597,0.62421741644,0.624177262062,0.0641403210216,0.0637416442774,0.180429645144,0.156356314972,0.142970194341,-0.123065091042,0.939412039286,0.180034655445,0.155961308532,0.142930039963,-0.11815333071,0.939230496292,0.000394989698778
Sentinel-2,AOI-02,sentinel2,P2/P98,2,98,0.0881056296825,0.786541568041,0.698435938358,0.629505935272,0.571765512228,0.229411743581,0.481247222099,0.170261771395,5b4501094a90a62db2c6266babbd01e24bf4ccdec0fa6549f4a41532c1c57f88,18534,0.190064611155,0.165003422151,0.148258713173,-0.246211231347,0.938814995029,18534,0.020017265566,0.020017265566,0.040034531132,0.629533390873,0.629505935272,0.070483193856,0.0693300797163,0.191140594523,0.166113865688,0.148286168774,-0.260361136179,0.939412039286,0.190064611155,0.165003422151,0.148258713173,-0.246211231347,0.938814995029,0.00107598336789
Sentinel-2,AOI-02,sentinel2,P5/P95,5,95,0.123161255941,0.757542786002,0.634381530061,0.638184804769,0.571765512228,0.229411743581,0.481247222099,0.170261771395,5b4501094a90a62db2c6266babbd01e24bf4ccdec0fa6549f4a41532c1c57f88,18534,0.208707652794,0.181851285013,0.15693758267,-0.502677853299,0.936464172977,18534,0.0500161864681,0.0500161864681,0.100032372936,0.637838743957,0.638184804769,0.0854353634756,0.0803083848689,0.213176075137,0.186547457324,0.156591521858,-0.567711203559,0.939412039286,0.208707652794,0.181851285013,0.15693758267,-0.502677853299,0.936464172977,0.00446842234327
Sentinel-2,AOI-02,sentinel2,P10/P90,10,90,0.214841394126,0.727216726542,0.512375332415,0.620515036766,0.571765512228,0.229411743581,0.481247222099,0.170261771395,5b4501094a90a62db2c6266babbd01e24bf4ccdec0fa6549f4a41532c1c57f88,18534,0.222199268021,0.192570829729,0.139267814667,-0.703234266619,0.922184762197,18534,0.100032372936,0.100032372936,0.200064745872,0.610788537893,0.620515036766,0.13096712845,0.100576003786,0.246924699371,0.21636192321,0.129541315794,-1.10338225355,0.939412039286,0.222199268021,0.192570829729,0.139267814667,-0.703234266619,0.922184762197,0.0247254313505
Landsat 8/9,AOI-02,landsat,P1/P99,1,99,0.147829130292,0.792552639246,0.644723508954,0.676371505061,0.618517130613,0.157546833158,0.489696316705,0.15297810528,96ea9c499a4062c55e7212ebb376962d3206862180d7eb2174fc0fdd224732f9,7600,0.21109203457,0.191116938034,0.186675188356,-0.904330328401,0.929383840785,7600,0.00986842105263,0.01,0.0198684210526,0.676265933004,0.676371505061,0.0502964204309,0.0497015351837,0.211473348259,0.191650300956,0.186569616298,-0.911216453454,0.929618872029,0.21109203457,0.191116938034,0.186675188356,-0.904330328401,0.929383840785,0.000381313689103
Landsat 8/9,AOI-02,landsat,P2/P98,2,98,0.172036975622,0.779763162136,0.607726186514,0.677990932841,0.618517130613,0.157546833158,0.489696316705,0.15297810528,96ea9c499a4062c55e7212ebb376962d3206862180d7eb2174fc0fdd224732f9,7600,0.217203016972,0.195741471588,0.188294616136,-1.01618462787,0.92882978083,7600,0.0198684210526,0.0198684210526,0.0397368421053,0.677602362906,0.677990932841,0.0566067459547,0.0549113783472,0.218285984103,0.197207960584,0.187906046201,-1.03634001103,0.929618872029,0.217203016972,0.195741471588,0.188294616136,-1.01618462787,0.92882978083,0.0010829671306
Landsat 8/9,AOI-02,landsat,P5/P95,5,95,0.250106044114,0.753243029118,0.503136985004,0.667655392784,0.618517130613,0.157546833158,0.489696316705,0.15297810528,96ea9c499a4062c55e7212ebb376962d3206862180d7eb2174fc0fdd224732f9,7600,0.225136988709,0.199436462237,0.177959076078,-1.16616881053,0.922301347927,7600,0.05,0.0498684210526,0.0998684210526,0.663293777713,0.667655392784,0.0825869836644,0.0705811997584,0.233217525038,0.208612584102,0.173597461008,-1.32445400428,0.929618872029,0.225136988709,0.199436462237,0.177959076078,-1.16616881053,0.922301347927,0.00808053632931
Landsat 8/9,AOI-02,landsat,P10/P90,10,90,0.373196932673,0.729181170464,0.35598423779,0.618720527868,0.618517130613,0.157546833158,0.489696316705,0.15297810528,96ea9c499a4062c55e7212ebb376962d3206862180d7eb2174fc0fdd224732f9,7600,0.229136647429,0.198197914239,0.129024211163,-1.24381838165,0.891006601955,7600,0.1,0.0998684210526,0.199868421053,0.591702442328,0.618720527868,0.164976677493,0.0976306986188,0.288554814615,0.241771076151,0.102006125623,-2.55840390813,0.929618872029,0.229136647429,0.198197914239,0.129024211163,-1.24381838165,0.891006601955,0.0594181671862
MODIS,AOI-02,modis,P1/P99,1,99,0.171018176973,0.807279300094,0.636261123121,0.669442075988,0.637017965317,0.169291034341,0.486106712537,0.168285064891,ee2bc9836f6c5fb06eae8f2daa9957ff88e6e4d269b50d21ce3b23d398106fb2,16568,0.203979151146,0.186309861706,0.183335363451,-0.469286962102,0.958724213929,16568,0.0100193143409,0.0100193143409,0.0200386286818,0.669399300328,0.669442075988,0.0566217406826,0.0561089751521,0.204334873866,0.186789548298,0.183292587791,-0.474416059735,0.958766501193,0.203979151146,0.186309861706,0.183335363451,-0.469286962102,0.958724213929,0.000355722719565
MODIS,AOI-02,modis,P2/P98,2,98,0.190314196646,0.794095928669,0.603781732023,0.673652953552,0.637017965317,0.169291034341,0.486106712537,0.168285064891,ee2bc9836f6c5fb06eae8f2daa9957ff88e6e4d269b50d21ce3b23d398106fb2,16568,0.212057413167,0.1928017563,0.187546241016,-0.587968865089,0.958569453134,16568,0.0200386286818,0.0200386286818,0.0400772573636,0.673449873363,0.673652953552,0.062877324562,0.0614507556054,0.213023909098,0.194090152093,0.187343160826,-0.602476850743,0.958766501193,0.212057413167,0.1928017563,0.187546241016,-0.587968865089,0.958569453134,0.000966495931196
MODIS,AOI-02,modis,P5/P95,5,95,0.249349333346,0.773756033182,0.524406699836,0.665714717104,0.637017965317,0.169291034341,0.486106712537,0.168285064891,ee2bc9836f6c5fb06eae8f2daa9957ff88e6e4d269b50d21ce3b23d398106fb2,16568,0.217684959436,0.195292314354,0.179608004567,-0.673369739268,0.956262793781,16568,0.0500362143892,0.0500362143892,0.100072428778,0.662809217309,0.665714717104,0.0833522885976,0.0748762766987,0.223009486142,0.202057021243,0.176702504772,-0.756231403382,0.958766501193,0.217684959436,0.195292314354,0.179608004567,-0.673369739268,0.956262793781,0.00532452670615
MODIS,AOI-02,modis,P10/P90,10,90,0.354679837823,0.749691367149,0.395011529326,0.632623552099,0.637017965317,0.169291034341,0.486106712537,0.168285064891,ee2bc9836f6c5fb06eae8f2daa9957ff88e6e4d269b50d21ce3b23d398106fb2,16568,0.22160024834,0.19441980429,0.146516839562,-0.734105637321,0.939876706111,16568,0.100012071463,0.100012071463,0.200024142926,0.613275997807,0.632623552099,0.146904279852,0.0986994260824,0.260223819705,0.227829251221,0.12716928527,-1.39127299501,0.958766501193,0.22160024834,0.19441980429,0.146516839562,-0.734105637321,0.939876706111,0.0386235713652
Sentinel-2,AOI-03,sentinel2,P1/P99,1,99,0.0428417766094,0.56201086998,0.51916909337,0.301058048384,0.18178626895,0.12535520643,0.131805271602,0.101796803432,ffc7b1e47eb68be6f78a71dfb396f2a72d5f4a3b46c345fe2614b2d8d75b55e8,18857,0.207473110303,0.172002871086,0.169252776782,-3.15411375923,0.922312031353,18857,0.0100228032031,0.0100228032031,0.0200456064061,0.301668756321,0.301058048384,0.0443359343319,0.0429520207273,0.209846298508,0.173030509004,0.169863484719,-3.24969122581,0.921814669773,0.207473110303,0.172002871086,0.169252776782,-3.15411375923,0.922312031353,0.00237318820504
Sentinel-2,AOI-03,sentinel2,P2/P98,2,98,0.0510241943598,0.51047796011,0.45945376575,0.320964399064,0.18178626895,0.12535520643,0.131805271602,0.101796803432,ffc7b1e47eb68be6f78a71dfb396f2a72d5f4a3b46c345fe2614b2d8d75b55e8,18857,0.235718274602,0.192738063104,0.189159127462,-4.36217837789,0.920217065559,18857,0.0200456064061,0.0199925757013,0.0400381821074,0.32306771221,0.320964399064,0.056609575149,0.0522394499207,0.242695093652,0.19582831129,0.191262440607,-4.68429676507,0.921814669773,0.235718274602,0.192738063104,0.189159127462,-4.36217837789,0.920217065559,0.0069768190492
Sentinel-2,AOI-03,sentinel2,P5/P95,5,95,0.0635189250112,0.418813019991,0.35529409498,0.372256788411,0.18178626895,0.12535520643,0.131805271602,0.101796803432,ffc7b1e47eb68be6f78a71dfb396f2a72d5f4a3b46c345fe2614b2d8d75b55e8,18857,0.302940370423,0.245983035305,0.240451516809,-7.85664126947,0.903972887674,18857,0.0500079546057,0.0499549239009,0.0999628785067,0.382612456093,0.372256788411,0.0946667673689,0.0734822634418,0.331949735757,0.259982936429,0.250807184491,-9.63406730266,0.921814669773,0.302940370423,0.245983035305,0.240451516809,-7.85664126947,0.903972887674,0.0290093653343
Sentinel-2,AOI-03,sentinel2,P10/P90,10,90,0.0761866807938,0.343646848202,0.267460167408,0.430638599453,0.18178626895,0.12535520643,0.131805271602,0.101796803432,ffc7b1e47eb68be6f78a71dfb396f2a72d5f4a3b46c345fe2614b2d8d75b55e8,18857,0.378064928692,0.307433232676,0.29883332785,-12.7939146234,0.869708347345,18857,0.100015909211,0.100015909211,0.200031818423,0.460899249887,0.430638599453,0.167053393466,0.0989736507198,0.457179660641,0.349570580313,0.329093978285,-19.1710521375,0.921814669773,0.378064928692,0.307433232676,0.29883332785,-12.7939146234,0.869708347345,0.0791147319498
Landsat 8/9,AOI-03,landsat,P1/P99,1,99,0.0830718232691,0.5880230546,0.504951231331,0.303125601136,0.218448750675,0.113309778273,0.130931537625,0.10111120649,e51854d2d383ad12914e7845ba2a54eb95cadef61295ae74e22db6061aabba76,14402,0.20968661557,0.174043840578,0.17219406351,-3.30103514386,0.936723814468,14402,0.0100680461047,0.0100680461047,0.0201360922094,0.303419083368,0.303125601136,0.0446208355566,0.0436859181222,0.211134489717,0.17480814003,0.172487545743,-3.36063701542,0.936849781078,0.20968661557,0.174043840578,0.17219406351,-3.30103514386,0.936723814468,0.0014478741469
Landsat 8/9,AOI-03,landsat,P2/P98,2,98,0.0901845793426,0.552009614706,0.461825035363,0.315118766487,0.218448750675,0.113309778273,0.130931537625,0.10111120649,e51854d2d383ad12914e7845ba2a54eb95cadef61295ae74e22db6061aabba76,14402,0.228264718726,0.186755209332,0.184187228861,-4.09693567573,0.935304048201,14402,0.0200666574087,0.0200666574087,0.0401333148174,0.316351588795,0.315118766487,0.053343514479,0.0504298972826,0.232792071753,0.188968274952,0.18542005117,-4.30112374111,0.936849781078,0.228264718726,0.186755209332,0.184187228861,-4.09693567573,0.935304048201,0.0045273530267
Landsat 8/9,AOI-03,landsat,P5/P95,5,95,0.10392543897,0.466933810711,0.363008371741,0.356137354995,0.218448750675,0.113309778273,0.130931537625,0.10111120649,e51854d2d383ad12914e7845ba2a54eb95cadef61295ae74e22db6061aabba76,14402,0.28416847813,0.229981358412,0.22520581737,-6.89920480238,0.921117388857,14402,0.0500624913206,0.0500624913206,0.100124982641,0.36461479778,0.356137354995,0.0863382591827,0.0685951156444,0.309036292385,0.242196662149,0.233683260155,-8.34222968832,0.936849781078,0.28416847813,0.229981358412,0.22520581737,-6.89920480238,0.921117388857,0.024867814255
Landsat 8/9,AOI-03,landsat,P10/P90,10,90,0.117800559849,0.375375190377,0.257574630529,0.42626904486,0.218448750675,0.113309778273,0.130931537625,0.10111120649,e51854d2d383ad12914e7845ba2a54eb95cadef61295ae74e22db6061aabba76,14402,0.371868817068,0.30318046211,0.295337507234,-12.5272991896,0.874417884173,14402,0.100055547841,0.100055547841,0.200111095681,0.45999523685,0.42626904486,0.171486682418,0.0954754264129,0.459936089986,0.350131104429,0.329063699224,-19.6931472819,0.936849781078,0.371868817068,0.30318046211,0.295337507234,-12.5272991896,0.874417884173,0.0880672729186
