AOI,sensor,window,primary_n,primary_RMSE,primary_MAE,primary_Bias,primary_R2,primary_Pearson_r,primary_slope,primary_intercept,sensitivity_n,sensitivity_RMSE,sensitivity_MAE,sensitivity_Bias,sensitivity_R2,sensitivity_Pearson_r,sensitivity_slope,sensitivity_intercept,primary_matched_n,primary_matched_RMSE,primary_matched_MAE,primary_matched_Bias,primary_matched_R2,primary_matched_Pearson_r,primary_matched_slope,primary_matched_intercept,sensitivity_matched_n,sensitivity_matched_RMSE,sensitivity_matched_MAE,sensitivity_matched_Bias,sensitivity_matched_R2,sensitivity_matched_Pearson_r,sensitivity_matched_slope,sensitivity_matched_intercept,delta_RMSE_operational,delta_RMSE_matched,delta_MAE_operational,delta_MAE_matched,delta_Bias_operational,delta_Bias_matched
AOI-01,sentinel2,W2023_2024,19409,0.0013822239014969,0.0003160442621861,-0.0002079181406843,0.3587191951724442,0.8367532279597554,0.0648690621276529,-0.0020237845704211,19409,0.0014264547660531,0.0003199277249092,-0.0002154436895419,0.3170208396755909,0.8280372737611729,0.0660268767756935,-0.0020592501750163,19409,0.0013822239014969,0.0003160442621861,-0.0002079181406843,0.3587191951724442,0.8367532279597554,0.0648690621276529,-0.0020237845704211,19409,0.0014264547660531,0.0003199277249092,-0.0002154436895419,0.3170208396755909,0.8280372737611729,0.0660268767756935,-0.0020592501750163,4.423086455619999e-05,4.423086455619999e-05,3.883462723100006e-06,3.883462723100006e-06,-7.525548857600001e-06,-7.525548857600001e-06
AOI-01,sentinel2,W2022_2024,19409,0.0013650495350562,0.0003098211827688,-0.0002102339775963,0.374556236696824,0.8385305762230606,0.06920884771339,-0.0021993962566781,19409,0.0014207297623155,0.0003154103222036,-0.00021965834038,0.3224920427285738,0.8303249108370648,0.0682329616241372,-0.0021594804794676,19409,0.0013650495350562,0.0003098211827688,-0.0002102339775963,0.374556236696824,0.8385305762230606,0.06920884771339,-0.0021993962566781,19409,0.0014207297623155,0.0003154103222036,-0.00021965834038,0.3224920427285738,0.8303249108370648,0.0682329616241372,-0.0021594804794676,5.568022725929993e-05,5.568022725929993e-05,5.5891394348000405e-06,5.5891394348000405e-06,-9.42436278370001e-06,-9.42436278370001e-06
AOI-02,landsat,W2022,1735,0.0578903638243602,0.0446810797609554,0.0099514964340654,0.8760985081772599,0.9379718196852974,0.9636602169696928,-0.0693847971120795,1735,0.058816512742707,0.0455003588154732,0.0115083273686158,0.8721023630915601,0.936505405621934,0.9558392872336424,-0.0639854377767787,1735,0.0578903638243602,0.0446810797609554,0.0099514964340654,0.8760985081772599,0.9379718196852974,0.9636602169696928,-0.0693847971120795,1735,0.058816512742707,0.0455003588154732,0.0115083273686158,0.8721023630915601,0.936505405621934,0.9558392872336424,-0.0639854377767787,0.000926148918346803,0.000926148918346803,0.0008192790545177991,0.0008192790545177991,0.0015568309345503992,0.0015568309345503992
AOI-02,landsat,W2023,1735,0.0599049307984293,0.0461222857533128,0.0176682460558081,0.867324993028732,0.937971819685298,1.0008740019741795,-0.0827179734349379,1735,0.0605172609498825,0.0466698666267541,0.0176123343659339,0.8645988028450354,0.936505405621934,0.9947178495582112,-0.0798966827987034,1735,0.0599049307984293,0.0461222857533128,0.0176682460558081,0.867324993028732,0.937971819685298,1.0008740019741795,-0.0827179734349379,1735,0.0605172609498825,0.0466698666267541,0.0176123343659339,0.8645988028450354,0.936505405621934,0.9947178495582112,-0.0798966827987034,0.0006123301514532054,0.0006123301514532054,0.0005475808734412974,0.0005475808734412974,-5.59116898741982e-05,-5.59116898741982e-05
AOI-02,landsat,W2024,1735,0.0603633392006119,0.0464362886847532,0.0185172141314255,0.8652866953465363,0.9379718196852976,1.0136239496999098,-0.0890809956309846,1735,0.0608176425696678,0.0468366408224533,0.017857495313222,0.8632513205067823,0.936505405621934,1.0086003596077395,-0.0875125881853138,1735,0.0603633392006119,0.0464362886847532,0.0185172141314255,0.8652866953465363,0.9379718196852976,1.0136239496999098,-0.0890809956309846,1735,0.0608176425696678,0.0468366408224533,0.017857495313222,0.8632513205067823,0.936505405621934,1.0086003596077395,-0.0875125881853138,0.0004543033690559001,0.0004543033690559001,0.000400352137700101,0.000400352137700101,-0.0006597188182034981,-0.0006597188182034981
AOI-02,landsat,W2022_2023,1735,0.057445153399661,0.0443105776824502,0.0069461803464485,0.8779969284805731,0.937971819685298,0.96611322228071,-0.0737776522563229,1735,0.0581284603203669,0.0448269972753731,0.0072829968876814,0.8750772267332686,0.936505405621934,0.9605313451620858,-0.0708676781743201,1735,0.057445153399661,0.0443105776824502,0.0069461803464485,0.8779969284805731,0.937971819685298,0.96611322228071,-0.0737776522563229,1735,0.0581284603203669,0.0448269972753731,0.0072829968876814,0.8750772267332686,0.936505405621934,0.9605313451620858,-0.0708676781743201,0.000683306920705902,0.000683306920705902,0.0005164195929229023,0.0005164195929229023,0.00033681654123289984,0.00033681654123289984
AOI-02,landsat,W2023_2024,1735,0.0622913612206142,0.048331183741156,0.0249972076531057,0.85654370169073,0.9379718196852976,0.9819108407963006,-0.0646625259824187,1735,0.0630191329076918,0.0490561237012454,0.0253192801272228,0.8531720199348347,0.9365054056219344,0.9759936882968984,-0.0615870525663314,1735,0.0622913612206142,0.048331183741156,0.0249972076531057,0.85654370169073,0.9379718196852976,0.9819108407963006,-0.0646625259824187,1735,0.0630191329076918,0.0490561237012454,0.0253192801272228,0.8531720199348347,0.9365054056219344,0.9759936882968984,-0.0615870525663314,0.0007277716870776052,0.0007277716870776052,0.0007249399600894046,0.0007249399600894046,0.00032207247411710285,0.00032207247411710285
AOI-02,landsat,W2022_2024,1735,0.0585893432074184,0.0452870003451738,0.0133811559851205,0.8730884241914783,0.9379718196852972,0.9600352665543724,-0.0639046893793587,1735,0.0593155187588952,0.0459586956588089,0.0138161001220801,0.8699229606570384,0.936505405621934,0.9545123590694876,-0.0609262828682485,1735,0.0585893432074184,0.0452870003451738,0.0133811559851205,0.8730884241914783,0.9379718196852972,0.9600352665543724,-0.0639046893793587,1735,0.0593155187588952,0.0459586956588089,0.0138161001220801,0.8699229606570384,0.936505405621934,0.9545123590694876,-0.0609262828682485,0.0007261755514768042,0.0007261755514768042,0.000671695313635097,0.000671695313635097,0.00043494413695960125,0.00043494413695960125
AOI-02,modis,W2022,2190,0.0572061428477001,0.0433420255544829,0.0135768470479175,0.7549771974357876,0.8768581830923972,1.0139772723692282,-0.0965608755316641,2190,0.0571332363663,0.0432045059849434,0.0132124381305971,0.7556013390493674,0.8767923183136633,1.01150581462968,-0.0946714354079032,2190,0.0572061428477001,0.0433420255544829,0.0135768470479175,0.7549771974357876,0.8768581830923972,1.0139772723692282,-0.0965608755316641,2190,0.0571332363663,0.0432045059849434,0.0132124381305971,0.7556013390493674,0.8767923183136633,1.01150581462968,-0.0946714354079032,-7.290648140009792e-05,-7.290648140009792e-05,-0.0001375195695395015,-0.0001375195695395015,-0.00036440891732039855,-0.00036440891732039855
AOI-02,modis,W2023,2190,0.0569266511551095,0.0439691058069198,-0.0113949067370488,0.7573655614739481,0.8768579330350761,1.0508661202525462,-0.1450193247139268,2190,0.0570932863047529,0.0440407362800465,-0.0121081264162618,0.7559430080515063,0.8767921584271889,1.0495175791010902,-0.1441678547385385,2190,0.0569266511551095,0.0439691058069198,-0.0113949067370488,0.7573655614739481,0.8768579330350761,1.0508661202525462,-0.1450193247139268,2190,0.0570932863047529,0.0440407362800465,-0.0121081264162618,0.7559430080515063,0.8767921584271889,1.0495175791010902,-0.1441678547385385,0.0001666351496433932,0.0001666351496433932,7.163047312669368e-05,7.163047312669368e-05,-0.0007132196792129994,-0.0007132196792129994
AOI-02,modis,W2024,2190,0.0645379145692177,0.0491772304027757,0.031245428378228,0.6881462101983714,0.8768581830923973,1.1023545865039992,-0.1351600240951951,2190,0.0642340208186705,0.0488298054766414,0.0305017931659947,0.6910761868706324,0.876792318313663,1.1027525267315226,-0.1354153157594885,2190,0.0645379145692177,0.0491772304027757,0.031245428378228,0.6881462101983714,0.8768581830923973,1.1023545865039992,-0.1351600240951951,2190,0.0642340208186705,0.0488298054766414,0.0305017931659947,0.6910761868706324,0.876792318313663,1.1027525267315226,-0.1354153157594885,-0.00030389375054720724,-0.00030389375054720724,-0.00034742492613430015,-0.00034742492613430015,-0.0007436352122332998,-0.0007436352122332998
AOI-02,modis,W2022_2023,2190,0.0563666402504544,0.0427253206227319,0.00949228308474,0.7621158703397992,0.8768581830923973,1.007312870016364,-0.0964023733283025,2190,0.0563141233486192,0.0425842124703353,0.0090939202245922,0.7625589379976785,0.8767923183136634,1.004756754936888,-0.094497527200456,2190,0.0563666402504544,0.0427253206227319,0.00949228308474,0.7621158703397992,0.8768581830923973,1.007312870016364,-0.0964023733283025,2190,0.0563141233486192,0.0425842124703353,0.0090939202245922,0.7625589379976785,0.8767923183136634,1.004756754936888,-0.094497527200456,-5.251690183520619e-05,-5.251690183520619e-05,-0.00014110815239659624,-0.00014110815239659624,-0.00039836286014780127,-0.00039836286014780127
AOI-02,modis,W2023_2024,2190,0.0608018750003585,0.0457933684566834,0.0232255808831164,0.7232069922467852,0.8768581830923973,1.0855528539553627,-0.1324826088589052,2190,0.0605713589957865,0.0454879390386203,0.0225030741831881,0.7253018048493056,0.876792318313663,1.0854942479919685,-0.1324377077120251,2190,0.0608018750003585,0.0457933684566834,0.0232255808831164,0.7232069922467852,0.8768581830923973,1.0855528539553627,-0.1324826088589052,2190,0.0605713589957865,0.0454879390386203,0.0225030741831881,0.7253018048493056,0.876792318313663,1.0854942479919685,-0.1324377077120251,-0.00023051600457200255,-0.00023051600457200255,-0.0003054294180631009,-0.0003054294180631009,-0.0007225066999282971,-0.0007225066999282971
AOI-02,modis,W2022_2024,2190,0.0594389686902229,0.0447826327526072,0.0203373600093379,0.7354768403889647,0.8768581830923973,1.0588626440950335,-0.1183778091375932,2190,0.0592784070860171,0.0445724040390301,0.0198002297981261,0.7369040151514024,0.8767923183136628,1.0576323540069223,-0.117420287829848,2190,0.0594389686902229,0.0447826327526072,0.0203373600093379,0.7354768403889647,0.8768581830923973,1.0588626440950335,-0.1183778091375932,2190,0.0592784070860171,0.0445724040390301,0.0198002297981261,0.7369040151514024,0.8767923183136628,1.0576323540069223,-0.117420287829848,-0.0001605616042058,-0.0001605616042058,-0.0002102287135771,-0.0002102287135771,-0.0005371302112118018,-0.0005371302112118018
AOI-02,sentinel2,W2022,12637,0.0613619890964156,0.0471071563413775,-0.0144082256539491,0.8681801126134924,0.9356596147899816,0.8604729762540086,0.0144579728835448,12637,0.0615965738857765,0.0475028784377044,-0.0140812395128232,0.8671703001988267,0.934944838571031,0.847560619221573,0.0227386842099874,12637,0.0613619890964156,0.0471071563413775,-0.0144082256539491,0.8681801126134924,0.9356596147899816,0.8604729762540086,0.0144579728835448,12637,0.0615965738857765,0.0475028784377044,-0.0140812395128232,0.8671703001988267,0.934944838571031,0.847560619221573,0.0227386842099874,0.00023458478936089905,0.00023458478936089905,0.000395722096326899,0.000395722096326899,0.0003269861411259005,0.0003269861411259005
AOI-02,sentinel2,W2023,12637,0.0608456171651324,0.0465503357464224,-0.0119974728539419,0.8703893528403873,0.935659614789982,0.8686193484654517,0.0126348930566834,12637,0.0612967485623948,0.047143848780687,-0.0126801907283407,0.8684602674188227,0.9349448385710316,0.855609782736728,0.0199682254591762,12637,0.0608456171651324,0.0465503357464224,-0.0119974728539419,0.8703893528403873,0.935659614789982,0.8686193484654517,0.0126348930566834,12637,0.0612967485623948,0.047143848780687,-0.0126801907283407,0.8684602674188227,0.9349448385710316,0.855609782736728,0.0199682254591762,0.000451131397262404,0.000451131397262404,0.000593513034264602,0.000593513034264602,-0.0006827178743987992,-0.0006827178743987992
AOI-02,sentinel2,W2024,12637,0.0621643086972976,0.0481235771712585,0.0172218523825001,0.8647104367449556,0.935659614789983,0.845901107842799,0.0536613424800278,12637,0.0624652636134104,0.0484443583677768,0.0171667451990265,0.8633973161145765,0.934944838571032,0.8320601246079765,0.062019855222458,12637,0.0621643086972976,0.0481235771712585,0.0172218523825001,0.8647104367449556,0.935659614789983,0.845901107842799,0.0536613424800278,12637,0.0624652636134104,0.0484443583677768,0.0171667451990265,0.8633973161145765,0.934944838571032,0.8320601246079765,0.062019855222458,0.00030095491611279584,0.00030095491611279584,0.0003207811965183008,0.0003207811965183008,-5.510718347359958e-05,-5.510718347359958e-05
AOI-02,sentinel2,W2022_2023,12637,0.0612898797959522,0.0470029043621969,-0.014109088744176,0.8684897458201836,0.935659614789982,0.8634180279478205,0.0132265075049077,12637,0.0615680113287424,0.0474396221925979,-0.0139658733396304,0.8672934588747556,0.9349448385710318,0.8504695220131928,0.0213465011960092,12637,0.0612898797959522,0.0470029043621969,-0.014109088744176,0.8684897458201836,0.935659614789982,0.8634180279478205,0.0132265075049077,12637,0.0615680113287424,0.0474396221925979,-0.0139658733396304,0.8672934588747556,0.9349448385710318,0.8504695220131928,0.0213465011960092,0.00027813153279020175,0.00027813153279020175,0.00043671783040099416,0.00043671783040099416,0.00014321540454559877,0.00014321540454559877
AOI-02,sentinel2,W2023_2024,12637,0.0604646146401997,0.0465565864480172,0.0098124158794889,0.8720074603161226,0.9356596147899822,0.8552458693400452,0.0413952464615367,12637,0.0607751695239142,0.0469609667433231,0.0097641764638082,0.8706893080039928,0.9349448385710312,0.8415639599540233,0.0496918901170974,12637,0.0604646146401997,0.0465565864480172,0.0098124158794889,0.8720074603161226,0.9356596147899822,0.8552458693400452,0.0413952464615367,12637,0.0607751695239142,0.0469609667433231,0.0097641764638082,0.8706893080039928,0.9349448385710312,0.8415639599540233,0.0496918901170974,0.00031055488371450196,0.00031055488371450196,0.0004043802953059006,0.0004043802953059006,-4.82394156807002e-05,-4.82394156807002e-05
AOI-02,sentinel2,W2022_2024,12637,0.0596448274340375,0.0456849593104843,-0.0001728020156,0.8754546117614118,0.9356596147899816,0.8651997216361405,0.0262368123764187,12637,0.0599636164571913,0.0461555971825447,-5.9461471335017354e-05,0.8741197162364852,0.934944838571032,0.851710044847485,0.034610007706349,12637,0.0596448274340375,0.0456849593104843,-0.0001728020156,0.8754546117614118,0.9356596147899816,0.8651997216361405,0.0262368123764187,12637,0.0599636164571913,0.0461555971825447,-5.9461471335017354e-05,0.8741197162364852,0.934944838571032,0.851710044847485,0.034610007706349,0.00031878902315380514,0.00031878902315380514,0.00047063787206039903,0.00047063787206039903,0.00011334054426498265,0.00011334054426498265
AOI-03,landsat,W2022,9322,0.0367796409806039,0.0277418501410072,0.0074635677135337,0.861954340963434,0.9317552096621348,0.9030669043214218,-0.0791566421056328,9322,0.0359944028237708,0.02701250498378,0.0075201995993244,0.8677859135538916,0.9349801922019104,0.8995146276776018,-0.0788083800887696,9322,0.0367796409806039,0.0277418501410072,0.0074635677135337,0.861954340963434,0.9317552096621348,0.9030669043214218,-0.0791566421056328,9322,0.0359944028237708,0.02701250498378,0.0075201995993244,0.8677859135538916,0.9349801922019104,0.8995146276776018,-0.0788083800887696,-0.0007852381568330957,-0.0007852381568330957,-0.0007293451572271993,-0.0007293451572271993,5.663188579070003e-05,5.663188579070003e-05
AOI-03,landsat,W2023,9322,0.0446983117999134,0.0362424439279888,0.0253838323646337,0.7961127704998615,0.9314587026513984,0.9512361900068828,-0.0726832183894967,9322,0.0440122456702924,0.0355674287343587,0.0254401494056254,0.8023235923298151,0.934643274093808,0.9414644087547608,-0.0708560979998622,9322,0.0446983117999134,0.0362424439279888,0.0253838323646337,0.7961127704998615,0.9314587026513984,0.9512361900068828,-0.0726832183894967,9322,0.0440122456702924,0.0355674287343587,0.0254401494056254,0.8023235923298151,0.934643274093808,0.9414644087547608,-0.0708560979998622,-0.0006860661296209936,-0.0006860661296209936,-0.000675015193630106,-0.000675015193630106,5.631704099169979e-05,5.631704099169979e-05
AOI-03,landsat,W2024,9322,0.0378331345629376,0.0292759047753244,0.0116057585030791,0.8539328911020295,0.9315467673418728,0.889605834507951,-0.0717135485031507,9322,0.0370276258057467,0.0285078894001036,0.0115356273895306,0.8600865339056203,0.9347510170089846,0.8836970925317699,-0.0709095128761391,9322,0.0378331345629376,0.0292759047753244,0.0116057585030791,0.8539328911020295,0.9315467673418728,0.889605834507951,-0.0717135485031507,9322,0.0370276258057467,0.0285078894001036,0.0115356273895306,0.8600865339056203,0.9347510170089846,0.8836970925317699,-0.0709095128761391,-0.0008055087571908967,-0.0008055087571908967,-0.0007680153752207992,-0.0007680153752207992,-7.013111354849978e-05,-7.013111354849978e-05
AOI-03,landsat,W2022_2023,9322,0.039597871486759,0.0310130484849012,0.0158276274682825,0.8399884003757282,0.93158611572824,0.925638022220041,-0.0761437737119108,9322,0.0388670033422389,0.0303079515569731,0.0158843408801147,0.8458406400318816,0.934788103692076,0.9191565033419564,-0.0750962416445212,9322,0.039597871486759,0.0310130484849012,0.0158276274682825,0.8399884003757282,0.93158611572824,0.925638022220041,-0.0761437737119108,9322,0.0388670033422389,0.0303079515569731,0.0158843408801147,0.8458406400318816,0.934788103692076,0.9191565033419564,-0.0750962416445212,-0.0007308681445200998,-0.0007308681445200998,-0.0007050969279281012,-0.0007050969279281012,5.671341183220019e-05,5.671341183220019e-05
AOI-03,landsat,W2023_2024,9322,0.0403608217572506,0.0320276333655505,0.0178619254259415,0.8337629653842307,0.9314929312459388,0.9146149701796158,-0.0714363991864651,9322,0.0396115645883335,0.0313131296018855,0.017857741651291,0.8398777159453663,0.9346854935472798,0.9069364274065288,-0.0701529723788378,9322,0.0403608217572506,0.0320276333655505,0.0178619254259415,0.8337629653842307,0.9314929312459388,0.9146149701796158,-0.0714363991864651,9322,0.0396115645883335,0.0313131296018855,0.017857741651291,0.8398777159453663,0.9346854935472798,0.9069364274065288,-0.0701529723788378,-0.0007492571689170988,-0.0007492571689170988,-0.0007145037636649976,-0.0007145037636649976,-4.1837746505013484e-06,-4.1837746505013484e-06
AOI-03,landsat,W2022_2024,9322,0.0388553593735334,0.0303184931299491,0.0142693697944905,0.8459329938398575,0.9315690216747432,0.9116950085663164,-0.0743531923939587,9322,0.0380937141736559,0.0295866320631607,0.0142813597163057,0.8519138573016743,0.9347712688385982,0.9053802173085695,-0.0733821751634631,9322,0.0388553593735334,0.0303184931299491,0.0142693697944905,0.8459329938398575,0.9315690216747432,0.9116950085663164,-0.0743531923939587,9322,0.0380937141736559,0.0295866320631607,0.0142813597163057,0.8519138573016743,0.9347712688385982,0.9053802173085695,-0.0733821751634631,-0.0007616451998774948,-0.0007616451998774948,-0.000731861066788398,-0.000731861066788398,1.198992181519927e-05,1.198992181519927e-05
AOI-03,modis,W2022,12562,0.0367661805133679,0.0266150632276926,0.0005493302605848,0.8760161748305333,0.9560241372148202,0.815041142173289,-0.0768358129696764,12562,0.0362610870309852,0.0263216935128543,0.0012141226339207,0.8793993525835633,0.9570420059544236,0.8159684645094778,-0.0769965795535927,12562,0.0367661805133679,0.0266150632276926,0.0005493302605848,0.8760161748305333,0.9560241372148202,0.815041142173289,-0.0768358129696764,12562,0.0362610870309852,0.0263216935128543,0.0012141226339207,0.8793993525835633,0.9570420059544236,0.8159684645094778,-0.0769965795535927,-0.0005050934823827014,-0.0005050934823827014,-0.00029336971483829785,-0.00029336971483829785,0.0006647923733358999,0.0006647923733358999
AOI-03,modis,W2023,12562,0.0320985275017847,0.0253886107297001,0.0094572997225095,0.9054986047475684,0.9567268331912242,0.9841422918695248,-0.1117321232380595,12562,0.0318496922842868,0.0251151000893184,0.0097950355280557,0.9069581188832816,0.9577319043518422,0.9816140954787352,-0.1114453407846144,12562,0.0320985275017847,0.0253886107297001,0.0094572997225095,0.9054986047475684,0.9567268331912242,0.9841422918695248,-0.1117321232380595,12562,0.0318496922842868,0.0251151000893184,0.0097950355280557,0.9069581188832816,0.9577319043518422,0.9816140954787352,-0.1114453407846144,-0.0002488352174978975,-0.0002488352174978975,-0.00027351064038170017,-0.00027351064038170017,0.00033773580554619965,0.00033773580554619965
AOI-03,modis,W2024,12562,0.0331368200538369,0.0264650236960208,0.0113852801813987,0.8992860429741835,0.9564197390356606,0.9616340270987686,-0.1039071069317107,12562,0.032767870905082,0.0260351812684944,0.0112018351417591,0.901516279074634,0.9574356314764106,0.9566670469145518,-0.1034969265743731,12562,0.0331368200538369,0.0264650236960208,0.0113852801813987,0.8992860429741835,0.9564197390356606,0.9616340270987686,-0.1039071069317107,12562,0.032767870905082,0.0260351812684944,0.0112018351417591,0.901516279074634,0.9574356314764106,0.9566670469145518,-0.1034969265743731,-0.00036894914875489765,-0.00036894914875489765,-0.0004298424275263994,-0.0004298424275263994,-0.00018344503963959972,-0.00018344503963959972
AOI-03,modis,W2022_2023,12562,0.0322171445429851,0.0249897578097833,0.0064483704149827,0.9047988724830868,0.9565189443494212,0.9409431810850633,-0.10353107343587,12562,0.0319386177661709,0.0247441945393159,0.0069999467197355,0.9064378410479704,0.9575223300092852,0.939580430240492,-0.1033004845706365,12562,0.0322171445429851,0.0249897578097833,0.0064483704149827,0.9047988724830868,0.9565189443494212,0.9409431810850633,-0.10353107343587,12562,0.0319386177661709,0.0247441945393159,0.0069999467197355,0.9064378410479704,0.9575223300092852,0.939580430240492,-0.1033004845706365,-0.00027852677681419746,-0.00027852677681419746,-0.0002455632704673992,-0.0002455632704673992,0.0005515763047528001,0.0005515763047528001
AOI-03,modis,W2023_2024,12562,0.0327178257301312,0.026019559990907,0.0105989705107837,0.9018168705531248,0.956521703598288,0.969316294104774,-0.1067035227959461,12562,0.0324028912211734,0.0256604195787986,0.010629727040392,0.903697951242989,0.9575321915006954,0.9651845293775364,-0.1062994684268242,12562,0.0327178257301312,0.026019559990907,0.0105989705107837,0.9018168705531248,0.956521703598288,0.969316294104774,-0.1067035227959461,12562,0.0324028912211734,0.0256604195787986,0.010629727040392,0.903697951242989,0.9575321915006954,0.9651845293775364,-0.1062994684268242,-0.0003149345089577954,-0.0003149345089577954,-0.00035914041210840034,-0.00035914041210840034,3.07565296083015e-05,3.07565296083015e-05
AOI-03,modis,W2022_2024,12562,0.0326519290100027,0.0256863723714172,0.0086793986326361,0.9022119720321456,0.9564318457401382,0.9451733994774644,-0.1023686006771288,12562,0.0323819559484027,0.0254050426617493,0.0089599615910675,0.9038223511521476,0.9574378490920906,0.9420722370334864,-0.1019627921088759,12562,0.0326519290100027,0.0256863723714172,0.0086793986326361,0.9022119720321456,0.9564318457401382,0.9451733994774644,-0.1023686006771288,12562,0.0323819559484027,0.0254050426617493,0.0089599615910675,0.9038223511521476,0.9574378490920906,0.9420722370334864,-0.1019627921088759,-0.0002699730616000026,-0.0002699730616000026,-0.00028132970966790113,-0.00028132970966790113,0.00028056295843140004,0.00028056295843140004
AOI-03,sentinel2,W2022,10590,0.0418459931112116,0.0283249598993125,-0.0032225105171374,0.809102104853717,0.9009694520478974,0.84542731192376,-0.035406246207274,10590,0.0417903117943562,0.0279801435372092,-0.0034816595601322,0.8096097938100294,0.9013680776335492,0.845012764526512,-0.0346060266858073,10590,0.0418459931112116,0.0283249598993125,-0.0032225105171374,0.809102104853717,0.9009694520478974,0.84542731192376,-0.035406246207274,10590,0.0417903117943562,0.0279801435372092,-0.0034816595601322,0.8096097938100294,0.9013680776335492,0.845012764526512,-0.0346060266858073,-5.5681316855397955e-05,-5.5681316855397955e-05,-0.0003448163621033,-0.0003448163621033,-0.0002591490429948002,-0.0002591490429948002
AOI-03,sentinel2,W2023,10590,0.0432933571275753,0.0287941462829899,-0.0054375824425423,0.7956682242513468,0.9005999324178938,0.7733040842626465,-0.024080470522714,10590,0.0434861110910658,0.0285523279403958,-0.0059479857725833,0.7938446910170304,0.9009437610719035,0.7651286713759351,-0.0221614006319389,10590,0.0432933571275753,0.0287941462829899,-0.0054375824425423,0.7956682242513468,0.9005999324178938,0.7733040842626465,-0.024080470522714,10590,0.0434861110910658,0.0285523279403958,-0.0059479857725833,0.7938446910170304,0.9009437610719035,0.7651286713759351,-0.0221614006319389,0.00019275396349049956,0.00019275396349049956,-0.0002418183425941002,-0.0002418183425941002,-0.0005104033300409993,-0.0005104033300409993
AOI-03,sentinel2,W2024,10590,0.0417760053410692,0.0284692519851365,-0.0024264328666484,0.8097401274802645,0.9009453347402078,0.847771577654368,-0.035038660591043,10590,0.0417709914549581,0.0281437797953025,-0.0027713228694318,0.80978579408143,0.9013083597147256,0.8422012969950372,-0.0333540682344306,10590,0.0417760053410692,0.0284692519851365,-0.0024264328666484,0.8097401274802645,0.9009453347402078,0.847771577654368,-0.035038660591043,10590,0.0417709914549581,0.0281437797953025,-0.0027713228694318,0.80978579408143,0.9013083597147256,0.8422012969950372,-0.0333540682344306,-5.013886111099319e-06,-5.013886111099319e-06,-0.0003254721898339995,-0.0003254721898339995,-0.0003448900027834003,-0.0003448900027834003
AOI-03,sentinel2,W2022_2023,10590,0.042337150037392,0.0283761311265739,-0.0043845842624315,0.8045945731383305,0.9008053410873604,0.8149409092584796,-0.0308365932200708,10590,0.0423662495535759,0.0280497428495795,-0.0047753630328611,0.8043258655129817,0.9011812494109792,0.8108069344020696,-0.0295052515283517,10590,0.042337150037392,0.0283761311265739,-0.0043845842624315,0.8045945731383305,0.9008053410873604,0.8149409092584796,-0.0308365932200708,10590,0.0423662495535759,0.0280497428495795,-0.0047753630328611,0.8043258655129817,0.9011812494109792,0.8108069344020696,-0.0295052515283517,2.9099516183898888e-05,2.9099516183898888e-05,-0.0003263882769944,-0.0003263882769944,-0.00039077877042959994,-0.00039077877042959994
AOI-03,sentinel2,W2023_2024,10590,0.0422580131745853,0.0283996017944257,-0.0040741011387953,0.8053243964709831,0.9008128360598032,0.8181085389843844,-0.0311182986778386,10590,0.0423297284210396,0.0280925432837396,-0.0045060451662282,0.8046630754819879,0.9011722289431772,0.8113005568367581,-0.0293245097729488,10590,0.0422580131745853,0.0283996017944257,-0.0040741011387953,0.8053243964709831,0.9008128360598032,0.8181085389843844,-0.0311182986778386,10590,0.0423297284210396,0.0280925432837396,-0.0045060451662282,0.8046630754819879,0.9011722289431772,0.8113005568367581,-0.0293245097729488,7.171524645430138e-05,7.171524645430138e-05,-0.0003070585106861,-0.0003070585106861,-0.0004319440274328998,-0.0004319440274328998
AOI-03,sentinel2,W2022_2024,10590,0.0420939656716141,0.028356104100038,-0.0037910819019682,0.8068329415099443,0.9008683316697196,0.8277882324330165,-0.0326553075480795,10590,0.0421132511339128,0.0280270252491578,-0.0041701719238168,0.8066559009604909,0.9012392651990953,0.8231354227588443,-0.0312002596187272,10590,0.0420939656716141,0.028356104100038,-0.0037910819019682,0.8068329415099443,0.9008683316697196,0.8277882324330165,-0.0326553075480795,10590,0.0421132511339128,0.0280270252491578,-0.0041701719238168,0.8066559009604909,0.9012392651990953,0.8231354227588443,-0.0312002596187272,1.928546229870015e-05,1.928546229870015e-05,-0.00032907885088019964,-0.00032907885088019964,-0.0003790900218486001,-0.0003790900218486001
